DEM Mike Siegel,433,27.19%,107,,260,66
LIB Roy Ericksen,17,1.07%,0,,12,5
Total Votes Cast,"1,591",100.00%,202,,"1,163",226
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
01 North La Grange,,,,,,
Railroad Commissioner,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
"REP James ""Jim"" Wright","1,112",70.49%,93,,874,145
DEM Chrysta Castaneda,420,26.59%,102,,255,63
LIB Matt Sterett,33,2.09%,0,,23,10
"GRN Katija ""Kat"" Gruene",13,0.82%,1,,8,4
Total Votes Cast,"1,578",100.00%,196,,"1,160",222
"Chief Justice, Supreme Court",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Nathan Hecht,"1,114",70.40%,88,,877,149
DEM Amy Clark Meachum,441,27.83%,109,,263,69
LIB Mark Ash,28,1.77%,0,,23,5
Total Votes Cast,"1,583",100.00%,197,,"1,163",223
"Justice, Supreme Court, Pl 6",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Jane Bland,"1,157",73.21%,92,,907,158
DEM Kathy Cheng,424,26.79%,104,,259,61
Total Votes Cast,"1,581",100.00%,196,,"1,166",219
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
01 North La Grange,,,,,,
"Justice, Supreme Court, Pl 7",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Jeff Boyd,"1,117",70.86%,84,,879,154
DEM Staci Williams,433,27.43%,111,,259,63
LIB William Bryan Strange III,27,1.71%,0,,21,6
Total Votes Cast,"1,577",100.00%,195,,"1,159",223
"Justice, Supreme Court, Pl 8",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Brett Busby,"1,125",71.46%,91,,882,152
DEM Gisela D. Triana,421,26.70%,104,,252,65
LIB Tom Oxford,29,1.84%,1,,22,6
Total Votes Cast,"1,575",100.00%,196,,"1,156",223
"Judge, Ct of Crim App, Pl 3",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Bert Richardson,"1,132",71.58%,90,,887,155
DEM Elizabeth Davis Frizell,450,28.42%,107,,274,69
Total Votes Cast,"1,582",100.00%,197,,"1,161",224
"Judge, Ct of Crim App, Pl 4",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Kevin Patrick Yeary,"1,138",72.47%,91,,889,158
DEM Tina Clinton,433,27.53%,105,,267,61
Total Votes Cast,"1,571",100.00%,196,,"1,156",219
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
01 North La Grange,,,,,,
"Judge, Ct of Crim App, Pl 9",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP David Newell,"1,144",72.85%,90,,898,156
DEM Brandon Birmingham,427,27.15%,105,,258,64
Total Votes Cast,"1,571",100.00%,195,,"1,156",220
"Member, State BoE, Dist 10",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Tom Maynard,"1,089",69.43%,83,,858,148
DEM Marsha Burnett-Webster,455,28.97%,112,,275,68
LIB Trip Seibold,25,1.60%,2,,18,5
Total Votes Cast,"1,569",100.00%,197,,"1,151",221
"State Senator, Dist 18",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Lois W. Kolkhorst,"1,172",74.21%,99,,906,167
DEM Michael Antalan,409,25.79%,99,,250,60
Total Votes Cast,"1,581",100.00%,198,,"1,156",227
"State Representative, Dist 13",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Ben Leman,"1,393",100.00%,130,,"1,069",194
Total Votes Cast,"1,393",100.00%,130,,"1,069",194
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
01 North La Grange,,,,,,
"Chief Justice, 3rd Ct of App Dist",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Jeff Rose,"1,145",72.77%,93,,891,161
DEM Darlene Byrne,430,27.23%,106,,260,64
Total Votes Cast,"1,575",100.00%,199,,"1,151",225
County Attorney,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
DEM Peggy S. Supak,"1,335",100.00%,171,,981,183
Total Votes Cast,"1,335",100.00%,171,,981,183
Sheriff,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Keith Korenek,"1,462",100.00%,154,,"1,099",209
Total Votes Cast,"1,462",100.00%,154,,"1,099",209
County Tax Assessor-Collector,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Rosalinda G. Adamcik,"1,307",100.00%,119,,"1,012",176
Total Votes Cast,"1,307",100.00%,119,,"1,012",176
County Commissioner Pct 1,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Jason McBroom,"1,440",100.00%,153,,"1,086",201
Total Votes Cast,"1,440",100.00%,153,,"1,086",201
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
01 North La Grange,,,,,,
Constable Pct 1,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP WM Billy Roensch,"1,426",100.00%,145,,"1,081",200
Total Votes Cast,"1,426",100.00%,145,,"1,081",200
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
01 West La Grange,,,,,,
President / Vice-President,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Donald J. Trump / Michael R. Pence,429,73.71%,38,,329,62
DEM Joseph R. Biden / Kamala D.Harris,143,24.57%,43,,78,22
"LIB Jo Jorgensen / Jeremy ""Spike"" Cohen",8,1.37%,1,,6,1
GRN Howie Hawkins / Angela Walker,1,0.17%,0,,1,0
Write-In Totals,1,0.17%,0,,0,1
Total Votes Cast,582,100.00%,82,,414,86
US Senator,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP John Cornyn,436,75.69%,42,,332,62
"DEM Mary ""MJ"" Hegar",134,23.26%,41,,72,21
LIB Kerry Douglas McKennon,4,0.69%,0,,3,1
GRN David B. Collins,1,0.17%,0,,1,0
Write-In Totals,1,0.17%,0,,1,0
Total Votes Cast,576,100.00%,83,,409,84
"US Representative, Dist 10",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Michael McCaul,443,77.31%,43,,337,63
DEM Mike Siegel,123,21.47%,38,,66,19
LIB Roy Ericksen,7,1.22%,0,,6,1
Total Votes Cast,573,100.00%,81,,409,83
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
01 West La Grange,,,,,,
Railroad Commissioner,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
"REP James ""Jim"" Wright",432,75.79%,42,,329,61
DEM Chrysta Castaneda,134,23.51%,39,,73,22
LIB Matt Sterett,4,0.70%,0,,4,0
"GRN Katija ""Kat"" Gruene",0,0.00%,0,,0,0
Total Votes Cast,570,100.00%,81,,406,83
"Chief Justice, Supreme Court",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Nathan Hecht,437,76.67%,41,,334,62
DEM Amy Clark Meachum,126,22.11%,38,,69,19
LIB Mark Ash,7,1.23%,2,,4,1
Total Votes Cast,570,100.00%,81,,407,82
"Justice, Supreme Court, Pl 6",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Jane Bland,445,78.07%,41,,342,62
DEM Kathy Cheng,125,21.93%,40,,66,19
Total Votes Cast,570,100.00%,81,,408,81
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
01 West La Grange,,,,,,
"Justice, Supreme Court, Pl 7",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Jeff Boyd,439,77.15%,42,,337,60
DEM Staci Williams,122,21.44%,36,,66,20
LIB William Bryan Strange III,8,1.41%,0,,6,2
Total Votes Cast,569,100.00%,78,,409,82
"Justice, Supreme Court, Pl 8",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Brett Busby,439,77.15%,39,,337,63
DEM Gisela D. Triana,125,21.97%,40,,67,18
LIB Tom Oxford,5,0.88%,1,,3,1
Total Votes Cast,569,100.00%,80,,407,82
"Judge, Ct of Crim App, Pl 3",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Bert Richardson,441,77.78%,42,,340,59
DEM Elizabeth Davis Frizell,126,22.22%,38,,66,22
Total Votes Cast,567,100.00%,80,,406,81
"Judge, Ct of Crim App, Pl 4",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Kevin Patrick Yeary,437,77.76%,41,,337,59
DEM Tina Clinton,125,22.24%,38,,66,21
Total Votes Cast,562,100.00%,79,,403,80
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
01 West La Grange,,,,,,
"Judge, Ct of Crim App, Pl 9",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP David Newell,444,78.58%,41,,343,60
DEM Brandon Birmingham,121,21.42%,39,,61,21
Total Votes Cast,565,100.00%,80,,404,81
"Member, State BoE, Dist 10",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Tom Maynard,433,75.70%,39,,332,62
DEM Marsha Burnett-Webster,133,23.25%,43,,70,20
LIB Trip Seibold,6,1.05%,0,,5,1
Total Votes Cast,572,100.00%,82,,407,83
"State Senator, Dist 18",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Lois W. Kolkhorst,453,79.89%,44,,345,64
DEM Michael Antalan,114,20.11%,35,,60,19
Total Votes Cast,567,100.00%,79,,405,83
"State Representative, Dist 13",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Ben Leman,508,100.00%,49,,386,73
Total Votes Cast,508,100.00%,49,,386,73
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
01 West La Grange,,,,,,
"Chief Justice, 3rd Ct of App Dist",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Jeff Rose,447,79.26%,41,,340,66
DEM Darlene Byrne,117,20.74%,37,,63,17
Total Votes Cast,564,100.00%,78,,403,83
County Attorney,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
DEM Peggy S. Supak,450,100.00%,61,,324,65
Total Votes Cast,450,100.00%,61,,324,65
Sheriff,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Keith Korenek,513,100.00%,52,,387,74
Total Votes Cast,513,100.00%,52,,387,74
County Tax Assessor-Collector,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Rosalinda G. Adamcik,459,100.00%,41,,354,64
Total Votes Cast,459,100.00%,41,,354,64
County Commissioner Pct 3,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Harvey Berckenhoff,502,100.00%,53,,375,74
Total Votes Cast,502,100.00%,53,,375,74
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
01 West La Grange,,,,,,
Constable Pct 3,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Robert H. Chambers,501,100.00%,49,,379,73
Total Votes Cast,501,100.00%,49,,379,73
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
02 Rutersville,,,,,,
President / Vice-President,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Donald J. Trump / Michael R. Pence,141,81.50%,8,,101,32
DEM Joseph R. Biden / Kamala D.Harris,29,16.18%,6,,17,6
"LIB Jo Jorgensen / Jeremy ""Spike"" Cohen",4,2.31%,0,,2,2
GRN Howie Hawkins / Angela Walker,0,0.00%,0,,0,0
Write-In Totals,0,0.00%,0,,0,0
Total Votes Cast,174,100.00%,14,,120,40
US Senator,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP John Cornyn,140,81.40%,6,,102,32
"DEM Mary ""MJ"" Hegar",31,17.44%,8,,16,7
LIB Kerry Douglas McKennon,2,1.16%,0,,1,1
GRN David B. Collins,0,0.00%,0,,0,0
Write-In Totals,0,0.00%,0,,0,0
Total Votes Cast,173,100.00%,14,,119,40
"US Representative, Dist 10",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Michael McCaul,144,83.72%,7,,104,33
DEM Mike Siegel,28,15.70%,7,,15,6
LIB Roy Ericksen,1,0.58%,0,,0,1
Total Votes Cast,173,100.00%,14,,119,40
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
02 Rutersville,,,,,,
Railroad Commissioner,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
"REP James ""Jim"" Wright",139,81.29%,8,,99,32
DEM Chrysta Castaneda,31,17.54%,6,,18,7
LIB Matt Sterett,2,1.17%,0,,1,1
"GRN Katija ""Kat"" Gruene",0,0.00%,0,,0,0
Total Votes Cast,172,100.00%,14,,118,40
"Chief Justice, Supreme Court",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Nathan Hecht,140,81.87%,8,,102,30
DEM Amy Clark Meachum,30,16.96%,6,,15,9
LIB Mark Ash,2,1.17%,0,,1,1
Total Votes Cast,172,100.00%,14,,118,40
"Justice, Supreme Court, Pl 6",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Jane Bland,144,85.21%,8,,103,33
DEM Kathy Cheng,26,14.79%,6,,14,6
Total Votes Cast,170,100.00%,14,,117,39
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
02 Rutersville,,,,,,
"Justice, Supreme Court, Pl 7",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Jeff Boyd,142,83.53%,8,,102,32
DEM Staci Williams,29,16.47%,6,,16,7
LIB William Bryan Strange III,0,0.00%,0,,0,0
Total Votes Cast,171,100.00%,14,,118,39
"Justice, Supreme Court, Pl 8",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Brett Busby,141,82.46%,8,,102,31
DEM Gisela D. Triana,28,15.79%,6,,15,7
LIB Tom Oxford,3,1.75%,0,,1,2
Total Votes Cast,172,100.00%,14,,118,40
"Judge, Ct of Crim App, Pl 3",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Bert Richardson,143,84.12%,8,,103,32
DEM Elizabeth Davis Frizell,28,15.88%,6,,15,7
Total Votes Cast,171,100.00%,14,,118,39
"Judge, Ct of Crim App, Pl 4",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Kevin Patrick Yeary,142,83.53%,8,,103,31
DEM Tina Clinton,29,16.47%,6,,15,8
Total Votes Cast,171,100.00%,14,,118,39
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
02 Rutersville,,,,,,
"Judge, Ct of Crim App, Pl 9",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP David Newell,142,84.02%,8,,104,30
DEM Brandon Birmingham,28,15.98%,6,,14,8
Total Votes Cast,170,100.00%,14,,118,38
"Member, State BoE, Dist 10",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Tom Maynard,140,82.84%,7,,103,30
DEM Marsha Burnett-Webster,29,16.57%,7,,14,8
LIB Trip Seibold,1,0.59%,0,,0,1
Total Votes Cast,170,100.00%,14,,117,39
"State Senator, Dist 18",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Lois W. Kolkhorst,144,84.71%,8,,100,36
DEM Michael Antalan,27,15.29%,6,,17,4
Total Votes Cast,171,100.00%,14,,117,40
"State Representative, Dist 13",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Ben Leman,156,100.00%,8,,110,38
Total Votes Cast,156,100.00%,8,,110,38
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
02 Rutersville,,,,,,
"Chief Justice, 3rd Ct of App Dist",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Jeff Rose,144,84.71%,8,,104,32
DEM Darlene Byrne,27,15.29%,6,,13,8
Total Votes Cast,171,100.00%,14,,117,40
County Attorney,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
DEM Peggy S. Supak,120,100.00%,9,,89,22
Total Votes Cast,120,100.00%,9,,89,0
Sheriff,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Keith Korenek,162,100.00%,9,,115,38
Total Votes Cast,162,100.00%,9,,115,38
County Tax Assessor-Collector,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Rosalinda G. Adamcik,143,100.00%,8,,107,28
Total Votes Cast,143,100.00%,8,,107,28
Constable Pct 2,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Roger Wunderlich,163,100.00%,12,,114,37
Total Votes Cast,163,100.00%,12,,114,37
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
02 Rutersville,,,,,,
Director Place 1 CCWCID,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
Martin E. (Marty) Janczak,3,42.86%,0,,3,0
Gary Weishuhn,4,57.14%,0,,4,0
Total Votes Cast,7,100.00%,0,,7,0
Director Place 3 CCWCID,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
Max R. Baranowski Jr.,6,100.00%,0,,6,0
Total Votes Cast,6,100.00%,0,,6,0
Director Place 5 CCWCID,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
Kevin M. Ullrich,6,100.00%,0,,6,0
Total Votes Cast,6,100.00%,0,,6,0
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
03 Ellinger,,,,,,
President / Vice-President,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
