political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,REP Ballots Cast,DEM Ballots Cast,race_name,Contest Party,candidate_name,Absentee Voting Votes,early_votes,election_votes,party code,Total Votes
WISE COUNTY,3/3/2020,PRIMARY ELECTION,3,0,1,0,552,94,U.S. SENATOR,REP,John Cornyn,10,232,104,,346
WISE COUNTY,3/3/2020,PRIMARY ELECTION,3,0,1,0,552,94,U.S. SENATOR,REP,John Anthony Castro,0,8,7,,15
WISE COUNTY,3/3/2020,PRIMARY ELECTION,3,0,1,0,552,94,U.S. SENATOR,REP,Mark Yancey,0,16,14,,30
WISE COUNTY,3/3/2020,PRIMARY ELECTION,2,0,1,0,552,94,U.S. SENATOR,DEM,"Mary ""MJ"" Hegar",3,13,7,,23
WISE COUNTY,3/3/2020,PRIMARY ELECTION,2,0,1,0,552,94,U.S. SENATOR,DEM,Victor Hugo Harris,0,1,2,,3
WISE COUNTY,3/3/2020,PRIMARY ELECTION,2,0,1,0,552,94,U.S. SENATOR,DEM,Chris Bell,0,5,3,,8
WISE COUNTY,3/3/2020,PRIMARY ELECTION,2,0,1,0,552,94,U.S. SENATOR,DEM,Cristina Tzintzun Ramirez,1,5,5,,11
WISE COUNTY,3/3/2020,PRIMARY ELECTION,2,0,1,0,552,94,U.S. SENATOR,DEM,"Annie ""Mamá"" Garcia",0,2,5,,7
WISE COUNTY,3/3/2020,PRIMARY ELECTION,2,0,1,0,552,94,U.S. SENATOR,DEM,Royce West,1,6,2,,9
WISE COUNTY,3/3/2020,PRIMARY ELECTION,2,0,1,0,552,94,U.S. SENATOR,DEM,Sema Hernandez,0,2,5,,7
WISE COUNTY,3/3/2020,PRIMARY ELECTION,2,0,1,0,552,94,U.S. SENATOR,DEM,D.R. Hunter,0,0,1,,1
WISE COUNTY,3/3/2020,PRIMARY ELECTION,2,0,1,0,552,94,U.S. SENATOR,DEM,Amanda K. Edwards,1,1,1,,3
WISE COUNTY,3/3/2020,PRIMARY ELECTION,2,0,1,0,552,94,U.S. SENATOR,DEM,Adrian Ocegueda,0,0,0,,0
WISE COUNTY,3/3/2020,PRIMARY ELECTION,2,0,1,0,552,94,U.S. SENATOR,DEM,Michael Cooper,0,1,1,,2
WISE COUNTY,3/3/2020,PRIMARY ELECTION,2,0,1,0,552,94,U.S. SENATOR,DEM,Jack Daniel Foster Jr.,0,2,3,,5
WISE COUNTY,3/3/2020,PRIMARY ELECTION,3,0,1,0,552,94,"U.S. REPRESENTATIVE, DISTRICT 13",REP,Mark Neese,1,40,23,,64
WISE COUNTY,3/3/2020,PRIMARY ELECTION,3,0,1,0,552,94,"U.S. REPRESENTATIVE, DISTRICT 13",REP,Josh Winegarner,4,77,32,,113
WISE COUNTY,3/3/2020,PRIMARY ELECTION,3,0,1,0,552,94,"U.S. REPRESENTATIVE, DISTRICT 13",REP,Jamie Culley,0,6,2,,8
WISE COUNTY,3/3/2020,PRIMARY ELECTION,3,0,1,0,552,94,"U.S. REPRESENTATIVE, DISTRICT 13",REP,Vance Snider II,0,3,5,,8
WISE COUNTY,3/3/2020,PRIMARY ELECTION,3,0,1,0,552,94,"U.S. REPRESENTATIVE, DISTRICT 13",REP,Elaine Hays,4,63,28,,95
WISE COUNTY,3/3/2020,PRIMARY ELECTION,3,0,1,0,552,94,"U.S. REPRESENTATIVE, DISTRICT 13",REP,Chris Ekstrom,0,46,34,,80
WISE COUNTY,3/3/2020,PRIMARY ELECTION,3,0,1,0,552,94,"U.S. REPRESENTATIVE, DISTRICT 13",REP,Jason Foglesong,0,1,1,,2
WISE COUNTY,3/3/2020,PRIMARY ELECTION,3,0,1,0,552,94,"U.S. REPRESENTATIVE, DISTRICT 13",REP,Ronny Jackson,2,20,19,,41
WISE COUNTY,3/3/2020,PRIMARY ELECTION,3,0,1,0,552,94,"U.S. REPRESENTATIVE, DISTRICT 13",REP,Monique Worthy,0,2,0,,2
WISE COUNTY,3/3/2020,PRIMARY ELECTION,3,0,1,0,552,94,"U.S. REPRESENTATIVE, DISTRICT 13",REP,"Catherine ""I Swear"" Carr",0,1,0,,1
WISE COUNTY,3/3/2020,PRIMARY ELECTION,3,0,1,0,552,94,"U.S. REPRESENTATIVE, DISTRICT 13",REP,Lee Harvey,0,4,1,,5
WISE COUNTY,3/3/2020,PRIMARY ELECTION,3,0,1,0,552,94,"U.S. REPRESENTATIVE, DISTRICT 13",REP,Asusena Reséndiz,0,0,2,,2
WISE COUNTY,3/3/2020,PRIMARY ELECTION,3,0,1,0,552,94,"U.S. REPRESENTATIVE, DISTRICT 13",REP,Richard Herman,0,0,2,,2
WISE COUNTY,3/3/2020,PRIMARY ELECTION,3,0,1,0,552,94,"U.S. REPRESENTATIVE, DISTRICT 13",REP,Diane Knowlton,0,5,1,,6
WISE COUNTY,3/3/2020,PRIMARY ELECTION,3,0,1,0,552,94,"U.S. REPRESENTATIVE, DISTRICT 13",REP,Matt McArthur,1,3,6,,10
WISE COUNTY,3/3/2020,PRIMARY ELECTION,2,0,1,0,552,94,"U.S. REPRESENTATIVE, DISTRICT 13",DEM,Timothy W. Gassaway,1,9,6,,16
WISE COUNTY,3/3/2020,PRIMARY ELECTION,2,0,1,0,552,94,"U.S. REPRESENTATIVE, DISTRICT 13",DEM,Gus Trujillo,3,14,17,,34
WISE COUNTY,3/3/2020,PRIMARY ELECTION,2,0,1,0,552,94,"U.S. REPRESENTATIVE, DISTRICT 13",DEM,Greg Sagan,2,9,10,,21
WISE COUNTY,3/3/2020,PRIMARY ELECTION,3,0,1,0,552,94,RAILROAD COMMISSIONER,REP,Ryan Sitton,8,122,62,,192
WISE COUNTY,3/3/2020,PRIMARY ELECTION,3,0,1,0,552,94,RAILROAD COMMISSIONER,REP,"James ""Jim"" Wright",4,149,100,,253
WISE COUNTY,3/3/2020,PRIMARY ELECTION,2,0,1,0,552,94,RAILROAD COMMISSIONER,DEM,Kelly Stone,2,10,10,,22
WISE COUNTY,3/3/2020,PRIMARY ELECTION,2,0,1,0,552,94,RAILROAD COMMISSIONER,DEM,Chrysta Castañeda,2,6,8,,16
WISE COUNTY,3/3/2020,PRIMARY ELECTION,2,0,1,0,552,94,RAILROAD COMMISSIONER,DEM,Mark Watson,1,11,9,,21
WISE COUNTY,3/3/2020,PRIMARY ELECTION,2,0,1,0,552,94,RAILROAD COMMISSIONER,DEM,"Roberto R. ""Beto"" Alonzo",0,8,7,,15
WISE COUNTY,3/3/2020,PRIMARY ELECTION,3,0,1,0,552,94,"CHIEF JUSTICE, SUPREME COURT",REP,Nathan Hecht,8,254,160,,422
WISE COUNTY,3/3/2020,PRIMARY ELECTION,2,0,1,0,552,94,"CHIEF JUSTICE, SUPREME COURT",DEM,Jerry Zimmerer,0,5,8,,13
WISE COUNTY,3/3/2020,PRIMARY ELECTION,2,0,1,0,552,94,"CHIEF JUSTICE, SUPREME COURT",DEM,Amy Clark Meachum,5,29,28,,62
WISE COUNTY,3/3/2020,PRIMARY ELECTION,2,0,1,0,552,94,"JUSTICE, SUPREME COURT, PLACE 6, (UNEXPIRED TERM)",REP,Jane Bland,8,251,160,,419
WISE COUNTY,3/3/2020,PRIMARY ELECTION,2,0,1,0,552,94,"JUSTICE, SUPREME COURT, PLACE 6, (UNEXPIRED TERM)",DEM,Kathy Cheng,3,26,26,,55
WISE COUNTY,3/3/2020,PRIMARY ELECTION,2,0,1,0,552,94,"JUSTICE, SUPREME COURT, PLACE 6, (UNEXPIRED TERM)",DEM,Larry Praeger,1,7,9,,17
WISE COUNTY,3/3/2020,PRIMARY ELECTION,3,0,1,0,552,94,"JUSTICE, SUPREME COURT, PLACE 7",REP,Jeff Boyd,8,251,163,,422
WISE COUNTY,3/3/2020,PRIMARY ELECTION,2,0,1,0,552,94,"JUSTICE, SUPREME COURT, PLACE 7",DEM,Staci Williams,3,30,24,,57
WISE COUNTY,3/3/2020,PRIMARY ELECTION,2,0,1,0,552,94,"JUSTICE, SUPREME COURT, PLACE 7",DEM,Brandy Voss,2,5,11,,18
WISE COUNTY,3/3/2020,PRIMARY ELECTION,3,0,1,0,552,94,"JUSTICE, SUPREME COURT, PLACE 8",REP,Brett Busby,8,249,161,,418
WISE COUNTY,3/3/2020,PRIMARY ELECTION,2,0,1,0,552,94,"JUSTICE, SUPREME COURT, PLACE 8",DEM,Peter Kelly,0,13,12,,25
WISE COUNTY,3/3/2020,PRIMARY ELECTION,2,0,1,0,552,94,"JUSTICE, SUPREME COURT, PLACE 8",DEM,Gisela D. Triana,4,19,23,,46
WISE COUNTY,3/3/2020,PRIMARY ELECTION,3,0,1,0,552,94,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 3",REP,Bert Richardson,4,162,89,,255
WISE COUNTY,3/3/2020,PRIMARY ELECTION,3,0,1,0,552,94,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 3",REP,Gina Parker,6,106,70,,182
WISE COUNTY,3/3/2020,PRIMARY ELECTION,2,0,1,0,552,94,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 3",DEM,Dan Wood,1,9,6,,16
WISE COUNTY,3/3/2020,PRIMARY ELECTION,2,0,1,0,552,94,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 3",DEM,Elizabeth Davis Frizell,4,18,23,,45
WISE COUNTY,3/3/2020,PRIMARY ELECTION,2,0,1,0,552,94,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 3",DEM,William Pieratt Demond,0,4,4,,8
WISE COUNTY,3/3/2020,PRIMARY ELECTION,3,0,1,0,552,94,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 4",REP,Kevin Patrick Yeary,8,249,163,,420
WISE COUNTY,3/3/2020,PRIMARY ELECTION,2,0,1,0,552,94,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 4",DEM,Tina Clinton,5,24,23,,52
WISE COUNTY,3/3/2020,PRIMARY ELECTION,2,0,1,0,552,94,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 4",DEM,Steven Miears,0,11,9,,20
WISE COUNTY,3/3/2020,PRIMARY ELECTION,3,0,1,0,552,94,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 9",REP,David Newell,8,248,163,,419
WISE COUNTY,3/3/2020,PRIMARY ELECTION,2,0,1,0,552,94,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 9",DEM,Brandon Birmingham,5,33,31,,69
WISE COUNTY,3/3/2020,PRIMARY ELECTION,3,0,1,0,552,94,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 14",REP,Sue Melton-Malone,6,179,104,,289
WISE COUNTY,3/3/2020,PRIMARY ELECTION,3,0,1,0,552,94,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 14",REP,Maria Y. Berry,4,78,54,,136
WISE COUNTY,3/3/2020,PRIMARY ELECTION,2,0,1,0,552,94,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 14",DEM,Greg Alvord,5,32,30,,67
WISE COUNTY,3/3/2020,PRIMARY ELECTION,3,0,1,0,552,94,"STATE REPRESENTATIVE, DISTRICT 61",REP,Phil King,8,282,170,,460
WISE COUNTY,3/3/2020,PRIMARY ELECTION,2,0,1,0,552,94,"STATE REPRESENTATIVE, DISTRICT 61",DEM,Christopher Cox,5,33,28,,66
WISE COUNTY,3/3/2020,PRIMARY ELECTION,2,0,1,0,552,94,"JUSTICE, 2ND COURT OF APPEALS DISTRICT, PLACE 2",REP,Dana Womack,7,249,160,,416
WISE COUNTY,3/3/2020,PRIMARY ELECTION,3,0,1,0,552,94,"JUSTICE, 2ND COURT OF APPEALS DISTRICT, PLACE 6, (UNEXPIRED TERM)",REP,Mike Wallach,7,252,160,,419
WISE COUNTY,3/3/2020,PRIMARY ELECTION,2,0,1,0,552,94,"JUSTICE, 2ND COURT OF APPEALS DISTRICT, PLACE 6, (UNEXPIRED TERM)",DEM,Delonia A. Watson,5,33,26,,64
WISE COUNTY,3/3/2020,PRIMARY ELECTION,3,0,1,0,552,94,"JUSTICE, 2ND COURT OF APPEALS DISTRICT, PLACE 7",REP,Elizabeth Beach,3,73,39,,115
WISE COUNTY,3/3/2020,PRIMARY ELECTION,3,0,1,0,552,94,"JUSTICE, 2ND COURT OF APPEALS DISTRICT, PLACE 7",REP,Brian Walker,4,157,90,,251
WISE COUNTY,3/3/2020,PRIMARY ELECTION,3,0,1,0,552,94,"JUSTICE, 2ND COURT OF APPEALS DISTRICT, PLACE 7",REP,John P. Chupp,0,26,18,,44
WISE COUNTY,3/3/2020,PRIMARY ELECTION,3,0,1,0,552,94,"DISTRICT ATTORNEY, 271ST JUDICIAL DISTRICT",REP,Greg Lowery,10,277,168,,455
WISE COUNTY,3/3/2020,PRIMARY ELECTION,3,0,1,0,552,94,"JUDGE, COUNTY COURT AT LAW NUMBER 2",REP,Stephen J. Wren,10,281,174,,465
WISE COUNTY,3/3/2020,PRIMARY ELECTION,3,0,1,0,552,94,COUNTY ATTORNEY,REP,James M. Stainton,10,272,166,,448
WISE COUNTY,3/3/2020,PRIMARY ELECTION,3,0,1,0,552,94,SHERIFF,REP,Lane Akin,10,289,179,,478
WISE COUNTY,3/3/2020,PRIMARY ELECTION,3,0,1,0,552,94,COUNTY TAX ASSESSOR-COLLECTOR,REP,Monte S. Shaw,10,295,180,,485
WISE COUNTY,3/3/2020,PRIMARY ELECTION,3,0,1,0,552,94,"COUNTY COMMISSIONER, PRECINCT 1",REP,Monty Reed,3,107,51,,161
WISE COUNTY,3/3/2020,PRIMARY ELECTION,3,0,1,0,552,94,"COUNTY COMMISSIONER, PRECINCT 1",REP,"John ""Biff"" Hayes",9,179,92,,280
WISE COUNTY,3/3/2020,PRIMARY ELECTION,3,0,1,0,552,94,"COUNTY COMMISSIONER, PRECINCT 1",REP,Ronnie Hammons,0,30,39,,69
WISE COUNTY,3/3/2020,PRIMARY ELECTION,3,0,1,0,552,94,"CONSTABLE, PRECINCT 1",REP,Rex Hoskins,10,284,173,,467
WISE COUNTY,3/3/2020,PRIMARY ELECTION,3,0,1,0,552,94,COUNTY CHAIRMAN,REP,Eric Marney,8,262,161,,431
WISE COUNTY,3/3/2020,PRIMARY ELECTION,2,0,1,0,552,94,COUNTY PARTY CHAIR,DEM,Janet Akers-Amos,5,33,27,,65
WISE COUNTY,3/3/2020,PRIMARY ELECTION,3,0,1,0,552,94,PROPOSITION 1,REP,YES,9,283,168,,460
WISE COUNTY,3/3/2020,PRIMARY ELECTION,3,0,1,0,552,94,PROPOSITION 1,REP,NO,3,51,28,,82
WISE COUNTY,3/3/2020,PRIMARY ELECTION,2,0,1,0,552,94,PROPOSITION #1,DEM,YES,8,36,39,,83
WISE COUNTY,3/3/2020,PRIMARY ELECTION,2,0,1,0,552,94,PROPOSITION #1,DEM,NO,0,4,1,,5
WISE COUNTY,3/3/2020,PRIMARY ELECTION,3,0,1,0,552,94,PROPOSITION 2,REP,YES,10,287,170,,467
WISE COUNTY,3/3/2020,PRIMARY ELECTION,3,0,1,0,552,94,PROPOSITION 2,REP,NO,3,48,25,,76
WISE COUNTY,3/3/2020,PRIMARY ELECTION,2,0,1,0,552,94,PROPOSITION #2,DEM,YES,8,33,37,,78
WISE COUNTY,3/3/2020,PRIMARY ELECTION,2,0,1,0,552,94,PROPOSITION #2,DEM,NO,0,7,2,,9
WISE COUNTY,3/3/2020,PRIMARY ELECTION,3,0,1,0,552,94,PROPOSITION 3,REP,YES,12,314,177,,503
WISE COUNTY,3/3/2020,PRIMARY ELECTION,3,0,1,0,552,94,PROPOSITION 3,REP,NO,1,17,11,,29
WISE COUNTY,3/3/2020,PRIMARY ELECTION,2,0,1,0,552,94,PROPOSITION #3,DEM,YES,7,37,37,,81
WISE COUNTY,3/3/2020,PRIMARY ELECTION,2,0,1,0,552,94,PROPOSITION #3,DEM,NO,0,3,2,,5
WISE COUNTY,3/3/2020,PRIMARY ELECTION,3,0,1,0,552,94,PROPOSITION 4,REP,YES,13,322,181,,516
WISE COUNTY,3/3/2020,PRIMARY ELECTION,3,0,1,0,552,94,PROPOSITION 4,REP,NO,0,7,9,,16
WISE COUNTY,3/3/2020,PRIMARY ELECTION,2,0,1,0,552,94,PROPOSITION #4,DEM,YES,7,38,37,,82
WISE COUNTY,3/3/2020,PRIMARY ELECTION,2,0,1,0,552,94,PROPOSITION #4,DEM,NO,0,2,3,,5
WISE COUNTY,3/3/2020,PRIMARY ELECTION,3,0,1,0,552,94,PROPOSITION 5,REP,YES,11,304,177,,492
WISE COUNTY,3/3/2020,PRIMARY ELECTION,3,0,1,0,552,94,PROPOSITION 5,REP,NO,2,29,13,,44
WISE COUNTY,3/3/2020,PRIMARY ELECTION,2,0,1,0,552,94,PROPOSITION #5,DEM,YES,8,37,39,,84
WISE COUNTY,3/3/2020,PRIMARY ELECTION,2,0,1,0,552,94,PROPOSITION #5,DEM,NO,0,3,1,,4
WISE COUNTY,3/3/2020,PRIMARY ELECTION,3,0,1,0,552,94,PROPOSITION 6,REP,YES,11,313,174,,498
WISE COUNTY,3/3/2020,PRIMARY ELECTION,3,0,1,0,552,94,PROPOSITION 6,REP,NO,1,18,12,,31
WISE COUNTY,3/3/2020,PRIMARY ELECTION,2,0,1,0,552,94,PROPOSITION #6,DEM,YES,8,33,38,,79
WISE COUNTY,3/3/2020,PRIMARY ELECTION,2,0,1,0,552,94,PROPOSITION #6,DEM,NO,0,6,2,,8
WISE COUNTY,3/3/2020,PRIMARY ELECTION,3,0,1,0,552,94,PROPOSITION 7,REP,YES,12,332,190,,534
WISE COUNTY,3/3/2020,PRIMARY ELECTION,3,0,1,0,552,94,PROPOSITION 7,REP,NO,0,1,1,,2
WISE COUNTY,3/3/2020,PRIMARY ELECTION,2,0,1,0,552,94,PROPOSITION #7,DEM,YES,6,35,35,,76
WISE COUNTY,3/3/2020,PRIMARY ELECTION,2,0,1,0,552,94,PROPOSITION #7,DEM,NO,0,5,4,,9
WISE COUNTY,3/3/2020,PRIMARY ELECTION,3,0,1,0,552,94,PROPOSITION 8,REP,YES,12,330,190,,532
WISE COUNTY,3/3/2020,PRIMARY ELECTION,3,0,1,0,552,94,PROPOSITION 8,REP,NO,0,4,0,,4
WISE COUNTY,3/3/2020,PRIMARY ELECTION,2,0,1,0,552,94,PROPOSITION #8,DEM,YES,8,36,36,,80
WISE COUNTY,3/3/2020,PRIMARY ELECTION,2,0,1,0,552,94,PROPOSITION #8,DEM,NO,0,3,3,,6
WISE COUNTY,3/3/2020,PRIMARY ELECTION,3,0,1,0,552,94,PROPOSITION 9,REP,YES,12,318,189,,519
WISE COUNTY,3/3/2020,PRIMARY ELECTION,3,0,1,0,552,94,PROPOSITION 9,REP,NO,0,14,7,,21
WISE COUNTY,3/3/2020,PRIMARY ELECTION,2,0,1,0,552,94,PROPOSITION #9,DEM,YES,7,37,39,,83
WISE COUNTY,3/3/2020,PRIMARY ELECTION,2,0,1,0,552,94,PROPOSITION #9,DEM,NO,0,3,1,,4
WISE COUNTY,3/3/2020,PRIMARY ELECTION,3,0,1,0,552,94,PROPOSITION 10,REP,YES,12,308,183,,503
WISE COUNTY,3/3/2020,PRIMARY ELECTION,3,0,1,0,552,94,PROPOSITION 10,REP,NO,0,20,9,,29
WISE COUNTY,3/3/2020,PRIMARY ELECTION,2,0,1,0,552,94,PROPOSITION #10,DEM,YES,8,34,38,,80
WISE COUNTY,3/3/2020,PRIMARY ELECTION,2,0,1,0,552,94,PROPOSITION #10,DEM,NO,0,5,2,,7
WISE COUNTY,3/3/2020,PRIMARY ELECTION,2,0,1,0,552,94,PROPOSITION #11,DEM,YES,7,33,36,,76
WISE COUNTY,3/3/2020,PRIMARY ELECTION,2,0,1,0,552,94,PROPOSITION #11,DEM,NO,0,6,3,,9
WISE COUNTY,3/3/2020,PRIMARY ELECTION,3,0,2,0,706,151,PRESIDENT,REP,Matthew John Matern,0,1,0,,1
WISE COUNTY,3/3/2020,PRIMARY ELECTION,3,0,2,0,706,151,PRESIDENT,REP,Joe Walsh,0,3,0,,3
WISE COUNTY,3/3/2020,PRIMARY ELECTION,3,0,2,0,706,151,PRESIDENT,REP,Donald J. Trump,39,398,221,,658
WISE COUNTY,3/3/2020,PRIMARY ELECTION,3,0,2,0,706,151,PRESIDENT,REP,Bob Ely,0,0,0,,0
WISE COUNTY,3/3/2020,PRIMARY ELECTION,3,0,2,0,706,151,PRESIDENT,REP,Bill Weld,1,6,1,,8
WISE COUNTY,3/3/2020,PRIMARY ELECTION,3,0,2,0,706,151,PRESIDENT,REP,Zoltan G. Istvan,0,0,0,,0
WISE COUNTY,3/3/2020,PRIMARY ELECTION,3,0,2,0,706,151,PRESIDENT,REP,"Roque ""Rocky"" De La Fuente Guerra",0,2,0,,2
WISE COUNTY,3/3/2020,PRIMARY ELECTION,3,0,2,0,706,151,PRESIDENT,REP,Uncommitted,1,17,9,,27
WISE COUNTY,3/3/2020,PRIMARY ELECTION,2,0,2,0,706,151,PRESIDENT,DEM,Marianne Williamson,0,0,0,,0
WISE COUNTY,3/3/2020,PRIMARY ELECTION,2,0,2,0,706,151,PRESIDENT,DEM,Julián Castro,0,1,0,,1
WISE COUNTY,3/3/2020,PRIMARY ELECTION,2,0,2,0,706,151,PRESIDENT,DEM,Tom Steyer,0,2,0,,2
WISE COUNTY,3/3/2020,PRIMARY ELECTION,2,0,2,0,706,151,PRESIDENT,DEM,Tulsi Gabbard,0,0,1,,1
WISE COUNTY,3/3/2020,PRIMARY ELECTION,2,0,2,0,706,151,PRESIDENT,DEM,Andrew Yang,0,0,0,,0
WISE COUNTY,3/3/2020,PRIMARY ELECTION,2,0,2,0,706,151,PRESIDENT,DEM,John K. Delaney,0,0,0,,0
WISE COUNTY,3/3/2020,PRIMARY ELECTION,2,0,2,0,706,151,PRESIDENT,DEM,Bernie Sanders,1,17,30,,48
WISE COUNTY,3/3/2020,PRIMARY ELECTION,2,0,2,0,706,151,PRESIDENT,DEM,Pete Buttigieg,3,9,0,,12
WISE COUNTY,3/3/2020,PRIMARY ELECTION,2,0,2,0,706,151,PRESIDENT,DEM,Joseph R. Biden,5,17,31,,53
WISE COUNTY,3/3/2020,PRIMARY ELECTION,2,0,2,0,706,151,PRESIDENT,DEM,Robby Wells,0,0,0,,0
WISE COUNTY,3/3/2020,PRIMARY ELECTION,2,0,2,0,706,151,PRESIDENT,DEM,Cory Booker,0,0,0,,0
WISE COUNTY,3/3/2020,PRIMARY ELECTION,2,0,2,0,706,151,PRESIDENT,DEM,Elizabeth Warren,2,4,6,,12
WISE COUNTY,3/3/2020,PRIMARY ELECTION,2,0,2,0,706,151,PRESIDENT,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,,0
WISE COUNTY,3/3/2020,PRIMARY ELECTION,2,0,2,0,706,151,PRESIDENT,DEM,Deval Patrick,0,0,0,,0
WISE COUNTY,3/3/2020,PRIMARY ELECTION,2,0,2,0,706,151,PRESIDENT,DEM,Michael R. Bloomberg,5,8,3,,16
WISE COUNTY,3/3/2020,PRIMARY ELECTION,2,0,2,0,706,151,PRESIDENT,DEM,Amy Klobuchar,2,3,0,,5
WISE COUNTY,3/3/2020,PRIMARY ELECTION,2,0,2,0,706,151,PRESIDENT,DEM,Michael Bennet,0,0,1,,1
WISE COUNTY,3/3/2020,PRIMARY ELECTION,3,0,2,0,706,151,U.S. SENATOR,REP,Virgil Bierschwale,0,6,5,,11
WISE COUNTY,3/3/2020,PRIMARY ELECTION,3,0,2,0,706,151,U.S. SENATOR,REP,Dwayne Stovall,3,44,32,,79
WISE COUNTY,3/3/2020,PRIMARY ELECTION,3,0,2,0,706,151,U.S. SENATOR,REP,John Cornyn,30,298,138,,466
