political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct number,reg_voters,Race_name,candidate_name,party_code,early_votes,election_votes
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 1,1948,Railroad Commissioner,Beryl Burgess,REP,2,6
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 1,1948,Railroad Commissioner,Becky Berger,REP,10,13
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 1,1948,Railroad Commissioner,Warren Chisum,REP,29,22
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 1,1948,Railroad Commissioner,Christi Craddick,REP,11,8
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 1,1948,"Railroad Commissioner, Unexpired Term",Greg Parker,REP,35,31
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 1,1948,"Railroad Commissioner, Unexpired Term",Al Lee,REP,1,6
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 1,1948,"Railroad Commissioner, Unexpired Term",Elizabeth Murray-Kolb,REP,13,12
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 1,1948,"Railroad Commissioner, Unexpired Term",Barry Smitherman,REP,13,12
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 1,1948,"Justice, Supreme Court, Place 2",Steve Smith,REP,29,45
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 1,1948,"Justice, Supreme Court, Place 2",Don Willett,REP,29,18
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 1,1948,"Justice, Supreme Court, Place 4",David Medina,REP,21,22
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 1,1948,"Justice, Supreme Court, Place 4","Joe Pool, Jr.",REP,22,23
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 1,1948,"Justice, Supreme Court, Place 4",John Devine,REP,14,19
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 1,1948,"Justice, Supreme Court, Place 6",Nathan Hecht,REP,60,55
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 1,1948,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,REP,63,54
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 1,1948,"Judge, Court of Criminal Appeals Place 7",Barbara Parker Hervey,REP,63,54
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 1,1948,"Judge, Court of Criminal Appeals Place 8",Elsa Alcala,REP,60,52
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 1,1948,"Member, State Board of Education, District 15",Marty Rowley,REP,42,36
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 1,1948,"Member, State Board of Education, District 15",Anette Carlisle,REP,21,29
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 1,1948,"State Senator, District 28",Robert Duncan,REP,66,65
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 1,1948,"State Senator, District 28",E.M. Garza,REP,2,13
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 1,1948,State Representative District 68,Drew Springer,REP,8,14
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 1,1948,State Representative District 68,Trent McKnight,REP,59,53
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 1,1948,State Representative District 68,David Isbell,REP,7,15
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 1,1948,State Representative District 68,Paul Braswell,REP,1,3
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 1,1948,"Justice, 7th Court of Appeals District, Place 2",Mackey K. Hancock,REP,62,57
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 1,1948,"Justice, 7th Court of Appeals District, Place 3",Pat Pirtle,REP,60,56
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 1,1948,County Attorney,"Cornell D. ""Cory"" Curtis",REP,69,67
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 1,1948,"Constable, Precinct 1",Chris D. Bell,REP,65,63
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 1,1948,"Constable, Precinct 1",Jim Griffin,REP,8,22
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 1,1948,County Chairman,Meredith A. Wright,REP,64,74
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 1,1948,School Choice,For,,60,64
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 1,1948,School Choice,Against,,16,23
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 1,1948,Repealing Obamacare,For,,66,76
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 1,1948,Repealing Obamacare,Against,,11,11
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 1,1948,Public Prayer,For,,73,83
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 1,1948,Public Prayer,Against,,4,3
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 1,1948,Balanced Budget / Controlling Government Growth,For,,72,80
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 1,1948,Balanced Budget / Controlling Government Growth,Against,,5,7
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 1,1948,Redistricting,For,,57,63
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 1,1948,Redistricting,Against,,14,21
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 1,1948,President,John Wolfe,DEM,3,1
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 1,1948,President,Darcy G. Richardson,DEM,1,0
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 1,1948,President,Bob Ely,DEM,1,0
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 1,1948,President,Barack Obama,DEM,6,3
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 1,1948,United States Senator,Paul Sadler,DEM,2,0
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 1,1948,United States Senator,Sean Hubbard,DEM,1,1
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 1,1948,United States Senator,Grady Yarbrough,DEM,7,1
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 1,1948,United States Senator,Addie Dainell Allen,DEM,0,2
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 1,1948,Railroad Commissioner,Dale Henry,DEM,10,3
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 1,1948,"Justice, Supreme Court, Place 6",Michele Petty,DEM,10,2
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 1,1948,"Presiding Judge, Court of Criminal Appeals",Keith Hampton,DEM,10,3
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 1,1948,"Member, State Board of Education, District 15",Steven D. Schafersman,DEM,10,3
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 1,1948,"State Representative, District 68",Lanhon Odom,DEM,10,3
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 1,1948,"District Attorney, 46th Judicial District",Staley Heatly,DEM,12,5
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 1,1948,Sheriff,Larry Lee,DEM,13,5
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 1,1948,County Tax Assessor-Collector,Chris L. Quisenberry,DEM,13,3
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 1,1948,"County Commissioner, Precinct No. 1",Richard Jacobs,DEM,14,5
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 1,1948,"Constable, Precinct No 1",Bobby Martin,DEM,13,4
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 1,1948,County Chairman,Darrell Willie,DEM,11,4
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 1,1948,Proposition 1,For,,9,5
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 1,1948,Proposition 1,Against,,4,1
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 1,1948,Proposition 2,For,,13,5
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 1,1948,Proposition 2,Against,,1,1
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 1,1948,Proposition 3,For,,9,1
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 1,1948,Proposition 3,Against,,5,5
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,President,John Davis,REP,1,0
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,President,Jon Huntsman,REP,0,0
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,President,"Charles ""Buddy"" Roemer",REP,0,0
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,President,Rick Santorum,REP,3,5
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,President,Michelle Bachmann,REP,0,0
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,President,Newt Gingrich,REP,1,0
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,President,Ron Paul,REP,3,2
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,President,Mitt Romney,REP,21,14
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,President,Uncommitted,REP,1,0
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,United States Senator,Glenn Addison,REP,1,1
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,United States Senator,Curt Cleaver,REP,0,0
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,United States Senator,David Dewhurst,REP,19,12
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,United States Senator,Craig James,REP,2,2
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,United States Senator,Lela Pittenger,REP,1,0
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,United States Senator,Joe Agris,REP,1,0
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,United States Senator,Ted Cruz,REP,8,4
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,United States Senator,Ben Gambini,REP,0,1
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,United States Senator,Tom Leppert,REP,1,0
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,"United States Representative, District 13",Mac Thornberry,REP,32,13
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,"United States Representative, District 13",Pamela Lee Barlow,REP,3,8
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,Railroad Commissioner,Roland Sledge,REP,3,1
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,Railroad Commissioner,Joe Cotten,REP,5,5
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,Railroad Commissioner,Beryl Burgess,REP,2,0
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,Railroad Commissioner,Becky Berger,REP,5,6
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,Railroad Commissioner,Warren Chisum,REP,11,3
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,Railroad Commissioner,Christi Craddick,REP,5,3
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,"Railroad Commissioner, Unexpired Term",Greg Parker,REP,14,7
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,"Railroad Commissioner, Unexpired Term",Al Lee,REP,3,2
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,"Railroad Commissioner, Unexpired Term",Elizabeth Murray-Kolb,REP,4,4
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,"Railroad Commissioner, Unexpired Term",Barry Smitherman,REP,12,5
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,"Justice, Supreme Court, Place 2",Steve Smith,REP,15,14
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,"Justice, Supreme Court, Place 2",Don Willett,REP,15,4
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,"Justice, Supreme Court, Place 4",David Medina,REP,16,5
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,"Justice, Supreme Court, Place 4","Joe Pool, Jr.",REP,9,8
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,"Justice, Supreme Court, Place 4",John Devine,REP,5,5
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,"Justice, Supreme Court, Place 6",Nathan Hecht,REP,29,13
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,REP,28,14
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,"Judge, Court of Criminal Appeals Place 7",Barbara Parker Hervey,REP,27,13
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,"Judge, Court of Criminal Appeals Place 8",Elsa Alcala,REP,27,14
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,"Member, State Board of Education, District 15",Marty Rowley,REP,13,8
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,"Member, State Board of Education, District 15",Anette Carlisle,REP,15,8
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,"State Senator, District 28",Robert Duncan,REP,28,18
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,"State Senator, District 28",E.M. Garza,REP,2,0
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,State Representative District 68,Drew Springer,REP,2,2
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,State Representative District 68,Trent McKnight,REP,31,20
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,State Representative District 68,David Isbell,REP,1,0
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,State Representative District 68,Paul Braswell,REP,1,0
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,"Justice, 7th Court of Appeals District, Place 2",Mackey K. Hancock,REP,27,14
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,"Justice, 7th Court of Appeals District, Place 3",Pat Pirtle,REP,27,15
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,County Attorney,"Cornell D. ""Cory"" Curtis",REP,32,17
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,"Constable, Precinct 2","James S. ""Jim"" Riggins",REP,32,17
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,County Chairman,Meredith A. Wright,REP,33,19
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,School Choice,For,,29,16
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,School Choice,Against,,3,5
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,Repealing Obamacare,For,,31,17
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,Repealing Obamacare,Against,,2,4
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,Public Prayer,For,,32,20
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,Public Prayer,Against,,1,2
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,Balanced Budget / Controlling Government Growth,For,,32,21
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,Balanced Budget / Controlling Government Growth,Against,,1,1
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,Redistricting,For,,27,15
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,Redistricting,Against,,5,6
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,President,John Wolfe,DEM,1,0
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,President,Darcy G. Richardson,DEM,0,0
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,President,Bob Ely,DEM,0,0
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,President,Barack Obama,DEM,0,0
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,United States Senator,Paul Sadler,DEM,1,0
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,United States Senator,Sean Hubbard,DEM,0,0
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,United States Senator,Grady Yarbrough,DEM,0,0
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,United States Senator,Addie Dainell Allen,DEM,0,0
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,Railroad Commissioner,Dale Henry,DEM,1,0
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,"Justice, Supreme Court, Place 6",Michele Petty,DEM,1,0
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,"Presiding Judge, Court of Criminal Appeals",Keith Hampton,DEM,1,0
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,"Member, State Board of Education, District 15",Steven D. Schafersman,DEM,1,0
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,"State Representative, District 68",Lanhon Odom,DEM,1,0
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,"District Attorney, 46th Judicial District",Staley Heatly,DEM,1,0
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,Sheriff,Larry Lee,DEM,1,0
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,County Tax Assessor-Collector,Chris L. Quisenberry,DEM,1,0
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,County Chairman,Darrell Willie,DEM,1,0
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,Proposition 1,For,,0,0
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,Proposition 1,Against,,1,0
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,Proposition 2,For,,1,0
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,Proposition 2,Against,,0,0
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,Proposition 3,For,,0,0
Democratic,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 7,780,Proposition 3,Against,,1,0
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,President,John Davis,REP,0,1
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,President,Jon Huntsman,REP,3,0
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,President,"Charles ""Buddy"" Roemer",REP,0,1
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,President,Rick Santorum,REP,8,6
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,President,Michelle Bachmann,REP,0,0
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,President,Newt Gingrich,REP,2,5
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,President,Ron Paul,REP,1,9
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,President,Mitt Romney,REP,35,34
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,President,Uncommitted,REP,4,2
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,United States Senator,Glenn Addison,REP,0,2
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,United States Senator,Curt Cleaver,REP,1,0
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,United States Senator,David Dewhurst,REP,30,32
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,United States Senator,Craig James,REP,3,2
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,United States Senator,Lela Pittenger,REP,1,0
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,United States Senator,Joe Agris,REP,0,0
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,United States Senator,Ted Cruz,REP,10,14
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,United States Senator,Ben Gambini,REP,0,0
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,United States Senator,Tom Leppert,REP,2,4
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,"United States Representative, District 13",Mac Thornberry,REP,44,46
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,"United States Representative, District 13",Pamela Lee Barlow,REP,6,8
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,Railroad Commissioner,Roland Sledge,REP,5,6
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,Railroad Commissioner,Joe Cotten,REP,9,4
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,Railroad Commissioner,Beryl Burgess,REP,3,7
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,Railroad Commissioner,Becky Berger,REP,7,6
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,Railroad Commissioner,Warren Chisum,REP,10,15
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,Railroad Commissioner,Christi Craddick,REP,6,13
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,"Railroad Commissioner, Unexpired Term",Greg Parker,REP,28,33
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,"Railroad Commissioner, Unexpired Term",Al Lee,REP,4,0
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,"Railroad Commissioner, Unexpired Term",Elizabeth Murray-Kolb,REP,3,7
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,"Railroad Commissioner, Unexpired Term",Barry Smitherman,REP,7,11
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,"Justice, Supreme Court, Place 2",Steve Smith,REP,26,31
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,"Justice, Supreme Court, Place 2",Don Willett,REP,19,16
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,"Justice, Supreme Court, Place 4",David Medina,REP,15,20
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,"Justice, Supreme Court, Place 4","Joe Pool, Jr.",REP,16,19
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,"Justice, Supreme Court, Place 4",John Devine,REP,9,9
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,"Justice, Supreme Court, Place 6",Nathan Hecht,REP,38,43
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,REP,36,46
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,"Judge, Court of Criminal Appeals Place 7",Barbara Parker Hervey,REP,38,45
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,"Judge, Court of Criminal Appeals Place 8",Elsa Alcala,REP,34,43
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,"Member, State Board of Education, District 15",Marty Rowley,REP,30,28
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,"Member, State Board of Education, District 15",Anette Carlisle,REP,12,20
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,"State Senator, District 28",Robert Duncan,REP,47,46
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,"State Senator, District 28",E.M. Garza,REP,2,9
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,State Representative District 68,Drew Springer,REP,14,11
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,State Representative District 68,Trent McKnight,REP,36,39
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,State Representative District 68,David Isbell,REP,3,5
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,State Representative District 68,Paul Braswell,REP,1,2
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,"Justice, 7th Court of Appeals District, Place 2",Mackey K. Hancock,REP,40,45
Republican,5/29/2012,Primary party election 5/29/2012,0,0,Precinct 9,3520,"Justice, 7th Court of Appeals District, Place 3",Pat Pirtle,REP,39,44
