Contest,PrecinctName,VotingType,Choice,Party,Votes,VotesPercent,TotalVotes,TotalVotesPercent,CastTotal,CastTotalPercent,MainTotal,MainTotalPercent,UnderVotes,TotalUnderVotes,OverVotes,TotalOverVotes,InvalidVotes,TotalInvalidVotes,RejectedWriteInVotes,TotalRejectedWriteInVotes,UnresolvedWriteInVotes,TotalUnresolvedWriteInVotes
Governor - Democratic Party,121,Absentee Voting,James Jolly Clark,,0,0.00%,1,2.13%,4,100.00%,47,100.00%,1,5,0,0,0,0,0,0,0,0
Governor - Democratic Party,121,Early Voting,James Jolly Clark,,1,4.00%,1,2.13%,25,100.00%,47,100.00%,3,5,0,0,0,0,0,0,0,0
Governor - Democratic Party,121,Election Day Voting,James Jolly Clark,,0,0.00%,1,2.13%,18,100.00%,47,100.00%,1,5,0,0,0,0,0,0,0,0
Governor - Democratic Party,121,Absentee Voting,Andrew White,,2,50.00%,14,29.79%,4,100.00%,47,100.00%,1,5,0,0,0,0,0,0,0,0
Governor - Democratic Party,121,Early Voting,Andrew White,,10,40.00%,14,29.79%,25,100.00%,47,100.00%,3,5,0,0,0,0,0,0,0,0
Governor - Democratic Party,121,Election Day Voting,Andrew White,,2,11.11%,14,29.79%,18,100.00%,47,100.00%,1,5,0,0,0,0,0,0,0,0
Governor - Democratic Party,121,Absentee Voting,Lupe Valdez,,1,25.00%,14,29.79%,4,100.00%,47,100.00%,1,5,0,0,0,0,0,0,0,0
Governor - Democratic Party,121,Early Voting,Lupe Valdez,,6,24.00%,14,29.79%,25,100.00%,47,100.00%,3,5,0,0,0,0,0,0,0,0
Governor - Democratic Party,121,Election Day Voting,Lupe Valdez,,7,38.89%,14,29.79%,18,100.00%,47,100.00%,1,5,0,0,0,0,0,0,0,0
Governor - Democratic Party,121,Absentee Voting,Grady Yarbrough,,1,25.00%,6,12.77%,4,100.00%,47,100.00%,1,5,0,0,0,0,0,0,0,0
Governor - Democratic Party,121,Early Voting,Grady Yarbrough,,2,8.00%,6,12.77%,25,100.00%,47,100.00%,3,5,0,0,0,0,0,0,0,0
Governor - Democratic Party,121,Election Day Voting,Grady Yarbrough,,3,16.67%,6,12.77%,18,100.00%,47,100.00%,1,5,0,0,0,0,0,0,0,0
Governor - Democratic Party,121,Absentee Voting,Tom Wakely,,0,0.00%,3,6.38%,4,100.00%,47,100.00%,1,5,0,0,0,0,0,0,0,0
Governor - Democratic Party,121,Early Voting,Tom Wakely,,0,0.00%,3,6.38%,25,100.00%,47,100.00%,3,5,0,0,0,0,0,0,0,0
Governor - Democratic Party,121,Election Day Voting,Tom Wakely,,3,16.67%,3,6.38%,18,100.00%,47,100.00%,1,5,0,0,0,0,0,0,0,0
Governor - Democratic Party,121,Absentee Voting,Jeffrey Payne,,0,0.00%,2,4.26%,4,100.00%,47,100.00%,1,5,0,0,0,0,0,0,0,0
Governor - Democratic Party,121,Early Voting,Jeffrey Payne,,2,8.00%,2,4.26%,25,100.00%,47,100.00%,3,5,0,0,0,0,0,0,0,0
Governor - Democratic Party,121,Election Day Voting,Jeffrey Payne,,0,0.00%,2,4.26%,18,100.00%,47,100.00%,1,5,0,0,0,0,0,0,0,0
Governor - Democratic Party,121,Absentee Voting,Adrian Ocegueda,,0,0.00%,2,4.26%,4,100.00%,47,100.00%,1,5,0,0,0,0,0,0,0,0
Governor - Democratic Party,121,Early Voting,Adrian Ocegueda,,1,4.00%,2,4.26%,25,100.00%,47,100.00%,3,5,0,0,0,0,0,0,0,0
Governor - Democratic Party,121,Election Day Voting,Adrian Ocegueda,,1,5.56%,2,4.26%,18,100.00%,47,100.00%,1,5,0,0,0,0,0,0,0,0
Governor - Democratic Party,121,Absentee Voting,"Cedric Davis, Sr.",,0,0.00%,0,0.00%,4,100.00%,47,100.00%,1,5,0,0,0,0,0,0,0,0
Governor - Democratic Party,121,Early Voting,"Cedric Davis, Sr.",,0,0.00%,0,0.00%,25,100.00%,47,100.00%,3,5,0,0,0,0,0,0,0,0
Governor - Democratic Party,121,Election Day Voting,"Cedric Davis, Sr.",,0,0.00%,0,0.00%,18,100.00%,47,100.00%,1,5,0,0,0,0,0,0,0,0
Lieutenant Governor - Democratic Party,121,Absentee Voting,Mike Collier,,2,50.00%,28,60.87%,4,100.00%,46,100.00%,1,6,0,0,0,0,0,0,0,0
Lieutenant Governor - Democratic Party,121,Early Voting,Mike Collier,,18,75.00%,28,60.87%,24,100.00%,46,100.00%,4,6,0,0,0,0,0,0,0,0
Lieutenant Governor - Democratic Party,121,Election Day Voting,Mike Collier,,8,44.44%,28,60.87%,18,100.00%,46,100.00%,1,6,0,0,0,0,0,0,0,0
Lieutenant Governor - Democratic Party,121,Absentee Voting,Michael Cooper,,2,50.00%,18,39.13%,4,100.00%,46,100.00%,1,6,0,0,0,0,0,0,0,0
Lieutenant Governor - Democratic Party,121,Early Voting,Michael Cooper,,6,25.00%,18,39.13%,24,100.00%,46,100.00%,4,6,0,0,0,0,0,0,0,0
Lieutenant Governor - Democratic Party,121,Election Day Voting,Michael Cooper,,10,55.56%,18,39.13%,18,100.00%,46,100.00%,1,6,0,0,0,0,0,0,0,0
Attorney General - Democratic Party,121,Absentee Voting,Justin Nelson,,4,100.00%,48,100.00%,4,100.00%,48,100.00%,1,4,0,0,0,0,0,0,0,0
Attorney General - Democratic Party,121,Early Voting,Justin Nelson,,25,100.00%,48,100.00%,25,100.00%,48,100.00%,3,4,0,0,0,0,0,0,0,0
Attorney General - Democratic Party,121,Election Day Voting,Justin Nelson,,19,100.00%,48,100.00%,19,100.00%,48,100.00%,0,4,0,0,0,0,0,0,0,0
Comptroller of Public Accounts - Democratic Party,121,Absentee Voting,Tim Mahoney,,4,100.00%,28,62.22%,4,100.00%,45,100.00%,1,7,0,0,0,0,0,0,0,0
Comptroller of Public Accounts - Democratic Party,121,Early Voting,Tim Mahoney,,11,50.00%,28,62.22%,22,100.00%,45,100.00%,6,7,0,0,0,0,0,0,0,0
Comptroller of Public Accounts - Democratic Party,121,Election Day Voting,Tim Mahoney,,13,68.42%,28,62.22%,19,100.00%,45,100.00%,0,7,0,0,0,0,0,0,0,0
Comptroller of Public Accounts - Democratic Party,121,Absentee Voting,Joi Chevalier,,0,0.00%,17,37.78%,4,100.00%,45,100.00%,1,7,0,0,0,0,0,0,0,0
Comptroller of Public Accounts - Democratic Party,121,Early Voting,Joi Chevalier,,11,50.00%,17,37.78%,22,100.00%,45,100.00%,6,7,0,0,0,0,0,0,0,0
Comptroller of Public Accounts - Democratic Party,121,Election Day Voting,Joi Chevalier,,6,31.58%,17,37.78%,19,100.00%,45,100.00%,0,7,0,0,0,0,0,0,0,0
Commissioner of the General Land Office - Democratic Party,121,Absentee Voting,Tex Morgan,,1,33.33%,14,31.11%,3,100.00%,45,100.00%,2,7,0,0,0,0,0,0,0,0
Commissioner of the General Land Office - Democratic Party,121,Early Voting,Tex Morgan,,7,30.43%,14,31.11%,23,100.00%,45,100.00%,5,7,0,0,0,0,0,0,0,0
Commissioner of the General Land Office - Democratic Party,121,Election Day Voting,Tex Morgan,,6,31.58%,14,31.11%,19,100.00%,45,100.00%,0,7,0,0,0,0,0,0,0,0
Commissioner of the General Land Office - Democratic Party,121,Absentee Voting,Miguel Suazo,,2,66.67%,31,68.89%,3,100.00%,45,100.00%,2,7,0,0,0,0,0,0,0,0
Commissioner of the General Land Office - Democratic Party,121,Early Voting,Miguel Suazo,,16,69.57%,31,68.89%,23,100.00%,45,100.00%,5,7,0,0,0,0,0,0,0,0
Commissioner of the General Land Office - Democratic Party,121,Election Day Voting,Miguel Suazo,,13,68.42%,31,68.89%,19,100.00%,45,100.00%,0,7,0,0,0,0,0,0,0,0
Commissioner of Agriculture - Democratic Party,121,Absentee Voting,Kim Olson,,3,100.00%,46,100.00%,3,100.00%,46,100.00%,2,6,0,0,0,0,0,0,0,0
Commissioner of Agriculture - Democratic Party,121,Early Voting,Kim Olson,,24,100.00%,46,100.00%,24,100.00%,46,100.00%,4,6,0,0,0,0,0,0,0,0
Commissioner of Agriculture - Democratic Party,121,Election Day Voting,Kim Olson,,19,100.00%,46,100.00%,19,100.00%,46,100.00%,0,6,0,0,0,0,0,0,0,0
Railroad Commissioner - Democratic Party,121,Absentee Voting,Roman McAllen,,2,66.67%,24,54.55%,3,100.00%,44,100.00%,2,8,0,0,0,0,0,0,0,0
Railroad Commissioner - Democratic Party,121,Early Voting,Roman McAllen,,11,50.00%,24,54.55%,22,100.00%,44,100.00%,6,8,0,0,0,0,0,0,0,0
Railroad Commissioner - Democratic Party,121,Election Day Voting,Roman McAllen,,11,57.89%,24,54.55%,19,100.00%,44,100.00%,0,8,0,0,0,0,0,0,0,0
Railroad Commissioner - Democratic Party,121,Absentee Voting,Chris Spellmon,,1,33.33%,20,45.45%,3,100.00%,44,100.00%,2,8,0,0,0,0,0,0,0,0
Railroad Commissioner - Democratic Party,121,Early Voting,Chris Spellmon,,11,50.00%,20,45.45%,22,100.00%,44,100.00%,6,8,0,0,0,0,0,0,0,0
Railroad Commissioner - Democratic Party,121,Election Day Voting,Chris Spellmon,,8,42.11%,20,45.45%,19,100.00%,44,100.00%,0,8,0,0,0,0,0,0,0,0
"Justice, Supreme Court, Place 2 - Democratic Party",121,Absentee Voting,Steven Kirkland,,4,100.00%,48,100.00%,4,100.00%,48,100.00%,1,4,0,0,0,0,0,0,0,0
"Justice, Supreme Court, Place 2 - Democratic Party",121,Early Voting,Steven Kirkland,,26,100.00%,48,100.00%,26,100.00%,48,100.00%,2,4,0,0,0,0,0,0,0,0
"Justice, Supreme Court, Place 2 - Democratic Party",121,Election Day Voting,Steven Kirkland,,18,100.00%,48,100.00%,18,100.00%,48,100.00%,1,4,0,0,0,0,0,0,0,0
"Justice, Supreme Court, Place 4 - Democratic Party",121,Absentee Voting,R. K. Sandill,,4,100.00%,48,100.00%,4,100.00%,48,100.00%,1,4,0,0,0,0,0,0,0,0
"Justice, Supreme Court, Place 4 - Democratic Party",121,Early Voting,R. K. Sandill,,26,100.00%,48,100.00%,26,100.00%,48,100.00%,2,4,0,0,0,0,0,0,0,0
"Justice, Supreme Court, Place 4 - Democratic Party",121,Election Day Voting,R. K. Sandill,,18,100.00%,48,100.00%,18,100.00%,48,100.00%,1,4,0,0,0,0,0,0,0,0
"Justice, Supreme Court, Place 6 - Democratic Party",121,Absentee Voting,Kathy Cheng,,4,100.00%,47,100.00%,4,100.00%,47,100.00%,1,5,0,0,0,0,0,0,0,0
"Justice, Supreme Court, Place 6 - Democratic Party",121,Early Voting,Kathy Cheng,,26,100.00%,47,100.00%,26,100.00%,47,100.00%,2,5,0,0,0,0,0,0,0,0
"Justice, Supreme Court, Place 6 - Democratic Party",121,Election Day Voting,Kathy Cheng,,17,100.00%,47,100.00%,17,100.00%,47,100.00%,2,5,0,0,0,0,0,0,0,0
"Presiding Judge, Court of Criminal Appeals - Democratic Party",121,Absentee Voting,Maria T. (Terri) Jackson,,4,100.00%,48,100.00%,4,100.00%,48,100.00%,1,4,0,0,0,0,0,0,0,0
"Presiding Judge, Court of Criminal Appeals - Democratic Party",121,Early Voting,Maria T. (Terri) Jackson,,26,100.00%,48,100.00%,26,100.00%,48,100.00%,2,4,0,0,0,0,0,0,0,0
"Presiding Judge, Court of Criminal Appeals - Democratic Party",121,Election Day Voting,Maria T. (Terri) Jackson,,18,100.00%,48,100.00%,18,100.00%,48,100.00%,1,4,0,0,0,0,0,0,0,0
"Judge, Court of Criminal Appeals, Place 7 - Democratic Party",121,Absentee Voting,Ramona Franklin,,4,100.00%,47,100.00%,4,100.00%,47,100.00%,1,5,0,0,0,0,0,0,0,0
"Judge, Court of Criminal Appeals, Place 7 - Democratic Party",121,Early Voting,Ramona Franklin,,25,100.00%,47,100.00%,25,100.00%,47,100.00%,3,5,0,0,0,0,0,0,0,0
"Judge, Court of Criminal Appeals, Place 7 - Democratic Party",121,Election Day Voting,Ramona Franklin,,18,100.00%,47,100.00%,18,100.00%,47,100.00%,1,5,0,0,0,0,0,0,0,0
County Chairman - Democratic Party,121,Absentee Voting,Steve Land,,2,50.00%,25,55.56%,4,100.00%,45,100.00%,1,7,0,0,0,0,0,0,0,0
County Chairman - Democratic Party,121,Early Voting,Steve Land,,14,60.87%,25,55.56%,23,100.00%,45,100.00%,5,7,0,0,0,0,0,0,0,0
County Chairman - Democratic Party,121,Election Day Voting,Steve Land,,9,50.00%,25,55.56%,18,100.00%,45,100.00%,1,7,0,0,0,0,0,0,0,0
County Chairman - Democratic Party,121,Absentee Voting,Gentry Powell,,2,50.00%,20,44.44%,4,100.00%,45,100.00%,1,7,0,0,0,0,0,0,0,0
County Chairman - Democratic Party,121,Early Voting,Gentry Powell,,9,39.13%,20,44.44%,23,100.00%,45,100.00%,5,7,0,0,0,0,0,0,0,0
County Chairman - Democratic Party,121,Election Day Voting,Gentry Powell,,9,50.00%,20,44.44%,18,100.00%,45,100.00%,1,7,0,0,0,0,0,0,0,0
Proposition #1 Right to a 21st Century Public Education - Democratic Party,121,Absentee Voting,FOR,,3,75.00%,48,96.00%,4,100.00%,50,100.00%,1,2,0,0,0,0,0,0,0,0
Proposition #1 Right to a 21st Century Public Education - Democratic Party,121,Early Voting,FOR,,28,100.00%,48,96.00%,28,100.00%,50,100.00%,0,2,0,0,0,0,0,0,0,0
Proposition #1 Right to a 21st Century Public Education - Democratic Party,121,Election Day Voting,FOR,,17,94.44%,48,96.00%,18,100.00%,50,100.00%,1,2,0,0,0,0,0,0,0,0
Proposition #1 Right to a 21st Century Public Education - Democratic Party,121,Absentee Voting,AGAINST,,1,25.00%,2,4.00%,4,100.00%,50,100.00%,1,2,0,0,0,0,0,0,0,0
Proposition #1 Right to a 21st Century Public Education - Democratic Party,121,Early Voting,AGAINST,,0,0.00%,2,4.00%,28,100.00%,50,100.00%,0,2,0,0,0,0,0,0,0,0
Proposition #1 Right to a 21st Century Public Education - Democratic Party,121,Election Day Voting,AGAINST,,1,5.56%,2,4.00%,18,100.00%,50,100.00%,1,2,0,0,0,0,0,0,0,0
Proposition #2 Student Loan Debt - Democratic Party,121,Absentee Voting,FOR,,3,60.00%,42,84.00%,5,100.00%,50,100.00%,0,2,0,0,0,0,0,0,0,0
Proposition #2 Student Loan Debt - Democratic Party,121,Early Voting,FOR,,24,88.89%,42,84.00%,27,100.00%,50,100.00%,1,2,0,0,0,0,0,0,0,0
Proposition #2 Student Loan Debt - Democratic Party,121,Election Day Voting,FOR,,15,83.33%,42,84.00%,18,100.00%,50,100.00%,1,2,0,0,0,0,0,0,0,0
Proposition #2 Student Loan Debt - Democratic Party,121,Absentee Voting,AGAINST,,2,40.00%,8,16.00%,5,100.00%,50,100.00%,0,2,0,0,0,0,0,0,0,0
Proposition #2 Student Loan Debt - Democratic Party,121,Early Voting,AGAINST,,3,11.11%,8,16.00%,27,100.00%,50,100.00%,1,2,0,0,0,0,0,0,0,0
Proposition #2 Student Loan Debt - Democratic Party,121,Election Day Voting,AGAINST,,3,16.67%,8,16.00%,18,100.00%,50,100.00%,1,2,0,0,0,0,0,0,0,0
Proposition #3 Right to Healthcare - Democratic Party,121,Absentee Voting,FOR,,4,80.00%,49,94.23%,5,100.00%,52,100.00%,0,0,0,0,0,0,0,0,0,0
Proposition #3 Right to Healthcare - Democratic Party,121,Early Voting,FOR,,27,96.43%,49,94.23%,28,100.00%,52,100.00%,0,0,0,0,0,0,0,0,0,0
Proposition #3 Right to Healthcare - Democratic Party,121,Election Day Voting,FOR,,18,94.74%,49,94.23%,19,100.00%,52,100.00%,0,0,0,0,0,0,0,0,0,0
Proposition #3 Right to Healthcare - Democratic Party,121,Absentee Voting,AGAINST,,1,20.00%,3,5.77%,5,100.00%,52,100.00%,0,0,0,0,0,0,0,0,0,0
Proposition #3 Right to Healthcare - Democratic Party,121,Early Voting,AGAINST,,1,3.57%,3,5.77%,28,100.00%,52,100.00%,0,0,0,0,0,0,0,0,0,0
Proposition #3 Right to Healthcare - Democratic Party,121,Election Day Voting,AGAINST,,1,5.26%,3,5.77%,19,100.00%,52,100.00%,0,0,0,0,0,0,0,0,0,0
Proposition #4 Right to Economic Security - Democratic Party,121,Absentee Voting,FOR,,4,80.00%,51,98.08%,5,100.00%,52,100.00%,0,0,0,0,0,0,0,0,0,0
Proposition #4 Right to Economic Security - Democratic Party,121,Early Voting,FOR,,28,100.00%,51,98.08%,28,100.00%,52,100.00%,0,0,0,0,0,0,0,0,0,0
Proposition #4 Right to Economic Security - Democratic Party,121,Election Day Voting,FOR,,19,100.00%,51,98.08%,19,100.00%,52,100.00%,0,0,0,0,0,0,0,0,0,0
Proposition #4 Right to Economic Security - Democratic Party,121,Absentee Voting,AGAINST,,1,20.00%,1,1.92%,5,100.00%,52,100.00%,0,0,0,0,0,0,0,0,0,0
Proposition #4 Right to Economic Security - Democratic Party,121,Early Voting,AGAINST,,0,0.00%,1,1.92%,28,100.00%,52,100.00%,0,0,0,0,0,0,0,0,0,0
Proposition #4 Right to Economic Security - Democratic Party,121,Election Day Voting,AGAINST,,0,0.00%,1,1.92%,19,100.00%,52,100.00%,0,0,0,0,0,0,0,0,0,0
Proposition #5 National Job Program - Democratic Party,121,Absentee Voting,FOR,,2,50.00%,46,92.00%,4,100.00%,50,100.00%,1,2,0,0,0,0,0,0,0,0
Proposition #5 National Job Program - Democratic Party,121,Early Voting,FOR,,26,96.30%,46,92.00%,27,100.00%,50,100.00%,1,2,0,0,0,0,0,0,0,0
Proposition #5 National Job Program - Democratic Party,121,Election Day Voting,FOR,,18,94.74%,46,92.00%,19,100.00%,50,100.00%,0,2,0,0,0,0,0,0,0,0
Proposition #5 National Job Program - Democratic Party,121,Absentee Voting,AGAINST,,2,50.00%,4,8.00%,4,100.00%,50,100.00%,1,2,0,0,0,0,0,0,0,0
Proposition #5 National Job Program - Democratic Party,121,Early Voting,AGAINST,,1,3.70%,4,8.00%,27,100.00%,50,100.00%,1,2,0,0,0,0,0,0,0,0
Proposition #5 National Job Program - Democratic Party,121,Election Day Voting,AGAINST,,1,5.26%,4,8.00%,19,100.00%,50,100.00%,0,2,0,0,0,0,0,0,0,0
"Proposition #6 Right to Clean Air, Safe Water, and a Healthy Environment - Democratic Party",121,Absentee Voting,FOR,,5,100.00%,51,100.00%,5,100.00%,51,100.00%,0,1,0,0,0,0,0,0,0,0
"Proposition #6 Right to Clean Air, Safe Water, and a Healthy Environment - Democratic Party",121,Early Voting,FOR,,28,100.00%,51,100.00%,28,100.00%,51,100.00%,0,1,0,0,0,0,0,0,0,0
"Proposition #6 Right to Clean Air, Safe Water, and a Healthy Environment - Democratic Party",121,Election Day Voting,FOR,,18,100.00%,51,100.00%,18,100.00%,51,100.00%,1,1,0,0,0,0,0,0,0,0
"Proposition #6 Right to Clean Air, Safe Water, and a Healthy Environment - Democratic Party",121,Absentee Voting,AGAINST,,0,0.00%,0,0.00%,5,100.00%,51,100.00%,0,1,0,0,0,0,0,0,0,0
"Proposition #6 Right to Clean Air, Safe Water, and a Healthy Environment - Democratic Party",121,Early Voting,AGAINST,,0,0.00%,0,0.00%,28,100.00%,51,100.00%,0,1,0,0,0,0,0,0,0,0
"Proposition #6 Right to Clean Air, Safe Water, and a Healthy Environment - Democratic Party",121,Election Day Voting,AGAINST,,0,0.00%,0,0.00%,18,100.00%,51,100.00%,1,1,0,0,0,0,0,0,0,0
Proposition #7 Right to Dignity & Respect - Democratic Party,121,Absentee Voting,FOR,,5,100.00%,52,100.00%,5,100.00%,52,100.00%,0,0,0,0,0,0,0,0,0,0
Proposition #7 Right to Dignity & Respect - Democratic Party,121,Early Voting,FOR,,28,100.00%,52,100.00%,28,100.00%,52,100.00%,0,0,0,0,0,0,0,0,0,0
Proposition #7 Right to Dignity & Respect - Democratic Party,121,Election Day Voting,FOR,,19,100.00%,52,100.00%,19,100.00%,52,100.00%,0,0,0,0,0,0,0,0,0,0
Proposition #7 Right to Dignity & Respect - Democratic Party,121,Absentee Voting,AGAINST,,0,0.00%,0,0.00%,5,100.00%,52,100.00%,0,0,0,0,0,0,0,0,0,0
Proposition #7 Right to Dignity & Respect - Democratic Party,121,Early Voting,AGAINST,,0,0.00%,0,0.00%,28,100.00%,52,100.00%,0,0,0,0,0,0,0,0,0,0
Proposition #7 Right to Dignity & Respect - Democratic Party,121,Election Day Voting,AGAINST,,0,0.00%,0,0.00%,19,100.00%,52,100.00%,0,0,0,0,0,0,0,0,0,0
Proposition #8 Right to Housing - Democratic Party,121,Absentee Voting,FOR,,0,0.00%,44,86.27%,5,100.00%,51,100.00%,0,1,0,0,0,0,0,0,0,0
Proposition #8 Right to Housing - Democratic Party,121,Early Voting,FOR,,28,100.00%,44,86.27%,28,100.00%,51,100.00%,0,1,0,0,0,0,0,0,0,0
Proposition #8 Right to Housing - Democratic Party,121,Election Day Voting,FOR,,16,88.89%,44,86.27%,18,100.00%,51,100.00%,1,1,0,0,0,0,0,0,0,0
Proposition #8 Right to Housing - Democratic Party,121,Absentee Voting,AGAINST,,5,100.00%,7,13.73%,5,100.00%,51,100.00%,0,1,0,0,0,0,0,0,0,0
Proposition #8 Right to Housing - Democratic Party,121,Early Voting,AGAINST,,0,0.00%,7,13.73%,28,100.00%,51,100.00%,0,1,0,0,0,0,0,0,0,0
Proposition #8 Right to Housing - Democratic Party,121,Election Day Voting,AGAINST,,2,11.11%,7,13.73%,18,100.00%,51,100.00%,1,1,0,0,0,0,0,0,0,0
Proposition #9 Right to Vote - Democratic Party,121,Absentee Voting,FOR,,4,80.00%,49,96.08%,5,100.00%,51,100.00%,0,1,0,0,0,0,0,0,0,0
Proposition #9 Right to Vote - Democratic Party,121,Early Voting,FOR,,28,100.00%,49,96.08%,28,100.00%,51,100.00%,0,1,0,0,0,0,0,0,0,0
Proposition #9 Right to Vote - Democratic Party,121,Election Day Voting,FOR,,17,94.44%,49,96.08%,18,100.00%,51,100.00%,1,1,0,0,0,0,0,0,0,0
Proposition #9 Right to Vote - Democratic Party,121,Absentee Voting,AGAINST,,1,20.00%,2,3.92%,5,100.00%,51,100.00%,0,1,0,0,0,0,0,0,0,0
Proposition #9 Right to Vote - Democratic Party,121,Early Voting,AGAINST,,0,0.00%,2,3.92%,28,100.00%,51,100.00%,0,1,0,0,0,0,0,0,0,0
Proposition #9 Right to Vote - Democratic Party,121,Election Day Voting,AGAINST,,1,5.56%,2,3.92%,18,100.00%,51,100.00%,1,1,0,0,0,0,0,0,0,0
Proposition #10 Right to a Fair Criminal Justice System - Democratic Party,121,Absentee Voting,FOR,,5,100.00%,50,100.00%,5,100.00%,50,100.00%,0,2,0,0,0,0,0,0,0,0
Proposition #10 Right to a Fair Criminal Justice System - Democratic Party,121,Early Voting,FOR,,27,100.00%,50,100.00%,27,100.00%,50,100.00%,1,2,0,0,0,0,0,0,0,0
Proposition #10 Right to a Fair Criminal Justice System - Democratic Party,121,Election Day Voting,FOR,,18,100.00%,50,100.00%,18,100.00%,50,100.00%,1,2,0,0,0,0,0,0,0,0
Proposition #10 Right to a Fair Criminal Justice System - Democratic Party,121,Absentee Voting,AGAINST,,0,0.00%,0,0.00%,5,100.00%,50,100.00%,0,2,0,0,0,0,0,0,0,0
Proposition #10 Right to a Fair Criminal Justice System - Democratic Party,121,Early Voting,AGAINST,,0,0.00%,0,0.00%,27,100.00%,50,100.00%,1,2,0,0,0,0,0,0,0,0
Proposition #10 Right to a Fair Criminal Justice System - Democratic Party,121,Election Day Voting,AGAINST,,0,0.00%,0,0.00%,18,100.00%,50,100.00%,1,2,0,0,0,0,0,0,0,0
Proposition #11 Immigrant Rights - Democratic Party,121,Absentee Voting,FOR,,3,60.00%,49,94.23%,5,100.00%,52,100.00%,0,0,0,0,0,0,0,0,0,0
Proposition #11 Immigrant Rights - Democratic Party,121,Early Voting,FOR,,28,100.00%,49,94.23%,28,100.00%,52,100.00%,0,0,0,0,0,0,0,0,0,0
Proposition #11 Immigrant Rights - Democratic Party,121,Election Day Voting,FOR,,18,94.74%,49,94.23%,19,100.00%,52,100.00%,0,0,0,0,0,0,0,0,0,0
Proposition #11 Immigrant Rights - Democratic Party,121,Absentee Voting,AGAINST,,2,40.00%,3,5.77%,5,100.00%,52,100.00%,0,0,0,0,0,0,0,0,0,0
Proposition #11 Immigrant Rights - Democratic Party,121,Early Voting,AGAINST,,0,0.00%,3,5.77%,28,100.00%,52,100.00%,0,0,0,0,0,0,0,0,0,0
Proposition #11 Immigrant Rights - Democratic Party,121,Election Day Voting,AGAINST,,1,5.26%,3,5.77%,19,100.00%,52,100.00%,0,0,0,0,0,0,0,0,0,0
Proposition #12 Right to Fair Taxation - Democratic Party,121,Absentee Voting,FOR,,5,100.00%,52,100.00%,5,100.00%,52,100.00%,0,0,0,0,0,0,0,0,0,0
Proposition #12 Right to Fair Taxation - Democratic Party,121,Early Voting,FOR,,28,100.00%,52,100.00%,28,100.00%,52,100.00%,0,0,0,0,0,0,0,0,0,0
