Contest,PrecinctName,VotingType,Choice,Party,Votes,VotesPercent,TotalVotes,TotalVotesPercent,CastTotal,CastTotalPercent,MainTotal,MainTotalPercent,UnderVotes,TotalUnderVotes,OverVotes,TotalOverVotes,InvalidVotes,TotalInvalidVotes,RejectedWriteInVotes,TotalRejectedWriteInVotes,UnresolvedWriteInVotes,TotalUnresolvedWriteInVotes
United States Senator - Republican Party,121,Absentee Voting,Stefano de Stefano,,3,4.76%,12,2.27%,63,100.00%,529,100.00%,4,16,0,0,0,0,0,0,0,0
United States Senator - Republican Party,121,Early Voting,Stefano de Stefano,,5,1.89%,12,2.27%,265,100.00%,529,100.00%,6,16,0,0,0,0,0,0,0,0
United States Senator - Republican Party,121,Election Day Voting,Stefano de Stefano,,4,1.99%,12,2.27%,201,100.00%,529,100.00%,6,16,0,0,0,0,0,0,0,0
"United States Representative, District 13 - Republican Party",121,Absentee Voting,Mac Thornberry,,58,100.00%,494,100.00%,58,100.00%,494,100.00%,9,51,0,0,0,0,0,0,0,0
"United States Representative, District 13 - Republican Party",121,Early Voting,Mac Thornberry,,248,100.00%,494,100.00%,248,100.00%,494,100.00%,23,51,0,0,0,0,0,0,0,0
"United States Representative, District 13 - Republican Party",121,Election Day Voting,Mac Thornberry,,188,100.00%,494,100.00%,188,100.00%,494,100.00%,19,51,0,0,0,0,0,0,0,0
Governor - Republican Party,121,Absentee Voting,Barbara Krueger,,2,3.23%,51,9.77%,62,100.00%,522,100.00%,5,23,0,0,0,0,0,0,0,0
Governor - Republican Party,121,Early Voting,Barbara Krueger,,31,11.74%,51,9.77%,264,100.00%,522,100.00%,7,23,0,0,0,0,0,0,0,0
Governor - Republican Party,121,Election Day Voting,Barbara Krueger,,18,9.18%,51,9.77%,196,100.00%,522,100.00%,11,23,0,0,0,0,0,0,0,0
Governor - Republican Party,121,Absentee Voting,Greg Abbott,,60,96.77%,467,89.46%,62,100.00%,522,100.00%,5,23,0,0,0,0,0,0,0,0
Governor - Republican Party,121,Early Voting,Greg Abbott,,232,87.88%,467,89.46%,264,100.00%,522,100.00%,7,23,0,0,0,0,0,0,0,0
Governor - Republican Party,121,Election Day Voting,Greg Abbott,,175,89.29%,467,89.46%,196,100.00%,522,100.00%,11,23,0,0,0,0,0,0,0,0
Governor - Republican Party,121,Absentee Voting,SECEDE Kilgore,,0,0.00%,4,0.77%,62,100.00%,522,100.00%,5,23,0,0,0,0,0,0,0,0
Governor - Republican Party,121,Early Voting,SECEDE Kilgore,,1,0.38%,4,0.77%,264,100.00%,522,100.00%,7,23,0,0,0,0,0,0,0,0
Governor - Republican Party,121,Election Day Voting,SECEDE Kilgore,,3,1.53%,4,0.77%,196,100.00%,522,100.00%,11,23,0,0,0,0,0,0,0,0
Lieutenant Governor - Republican Party,121,Absentee Voting,Dan Patrick,,53,82.81%,393,75.00%,64,100.00%,524,100.00%,3,21,0,0,0,0,0,0,0,0
Lieutenant Governor - Republican Party,121,Early Voting,Dan Patrick,,190,71.97%,393,75.00%,264,100.00%,524,100.00%,7,21,0,0,0,0,0,0,0,0
Lieutenant Governor - Republican Party,121,Election Day Voting,Dan Patrick,,150,76.53%,393,75.00%,196,100.00%,524,100.00%,11,21,0,0,0,0,0,0,0,0
Lieutenant Governor - Republican Party,121,Absentee Voting,Scott Milder,,11,17.19%,131,25.00%,64,100.00%,524,100.00%,3,21,0,0,0,0,0,0,0,0
Lieutenant Governor - Republican Party,121,Early Voting,Scott Milder,,74,28.03%,131,25.00%,264,100.00%,524,100.00%,7,21,0,0,0,0,0,0,0,0
Lieutenant Governor - Republican Party,121,Election Day Voting,Scott Milder,,46,23.47%,131,25.00%,196,100.00%,524,100.00%,11,21,0,0,0,0,0,0,0,0
Attorney General - Republican Party,121,Absentee Voting,Ken Paxton,,54,100.00%,473,100.00%,54,100.00%,473,100.00%,13,72,0,0,0,0,0,0,0,0
Attorney General - Republican Party,121,Early Voting,Ken Paxton,,237,100.00%,473,100.00%,237,100.00%,473,100.00%,34,72,0,0,0,0,0,0,0,0
Attorney General - Republican Party,121,Election Day Voting,Ken Paxton,,182,100.00%,473,100.00%,182,100.00%,473,100.00%,25,72,0,0,0,0,0,0,0,0
Comptroller of Public Accounts - Republican Party,121,Absentee Voting,Glenn Hegar,,53,100.00%,464,100.00%,53,100.00%,464,100.00%,14,81,0,0,0,0,0,0,0,0
Comptroller of Public Accounts - Republican Party,121,Early Voting,Glenn Hegar,,234,100.00%,464,100.00%,234,100.00%,464,100.00%,37,81,0,0,0,0,0,0,0,0
Comptroller of Public Accounts - Republican Party,121,Election Day Voting,Glenn Hegar,,177,100.00%,464,100.00%,177,100.00%,464,100.00%,30,81,0,0,0,0,0,0,0,0
Commissioner of the General Land Office - Republican Party,121,Absentee Voting,Davey Edwards,,8,14.04%,37,7.68%,57,100.00%,482,100.00%,9,62,1,1,0,0,0,0,0,0
Commissioner of the General Land Office - Republican Party,121,Early Voting,Davey Edwards,,16,6.56%,37,7.68%,244,100.00%,482,100.00%,27,62,0,1,0,0,0,0,0,0
Commissioner of the General Land Office - Republican Party,121,Election Day Voting,Davey Edwards,,13,7.18%,37,7.68%,181,100.00%,482,100.00%,26,62,0,1,0,0,0,0,0,0
Commissioner of the General Land Office - Republican Party,121,Absentee Voting,Jerry Patterson,,13,22.81%,81,16.80%,57,100.00%,482,100.00%,9,62,1,1,0,0,0,0,0,0
Commissioner of the General Land Office - Republican Party,121,Early Voting,Jerry Patterson,,36,14.75%,81,16.80%,244,100.00%,482,100.00%,27,62,0,1,0,0,0,0,0,0
Commissioner of the General Land Office - Republican Party,121,Election Day Voting,Jerry Patterson,,32,17.68%,81,16.80%,181,100.00%,482,100.00%,26,62,0,1,0,0,0,0,0,0
Commissioner of the General Land Office - Republican Party,121,Absentee Voting,George P. Bush,,35,61.40%,347,71.99%,57,100.00%,482,100.00%,9,62,1,1,0,0,0,0,0,0
Commissioner of the General Land Office - Republican Party,121,Early Voting,George P. Bush,,180,73.77%,347,71.99%,244,100.00%,482,100.00%,27,62,0,1,0,0,0,0,0,0
Commissioner of the General Land Office - Republican Party,121,Election Day Voting,George P. Bush,,132,72.93%,347,71.99%,181,100.00%,482,100.00%,26,62,0,1,0,0,0,0,0,0
Commissioner of the General Land Office - Republican Party,121,Absentee Voting,Rick Range,,1,1.75%,17,3.53%,57,100.00%,482,100.00%,9,62,1,1,0,0,0,0,0,0
Commissioner of the General Land Office - Republican Party,121,Early Voting,Rick Range,,12,4.92%,17,3.53%,244,100.00%,482,100.00%,27,62,0,1,0,0,0,0,0,0
Commissioner of the General Land Office - Republican Party,121,Election Day Voting,Rick Range,,4,2.21%,17,3.53%,181,100.00%,482,100.00%,26,62,0,1,0,0,0,0,0,0
Commissioner of Agriculture - Republican Party,121,Absentee Voting,Trey Blocker,,8,15.38%,131,28.79%,52,100.00%,455,100.00%,15,90,0,0,0,0,0,0,0,0
Commissioner of Agriculture - Republican Party,121,Early Voting,Trey Blocker,,79,33.76%,131,28.79%,234,100.00%,455,100.00%,37,90,0,0,0,0,0,0,0,0
Commissioner of Agriculture - Republican Party,121,Election Day Voting,Trey Blocker,,44,26.04%,131,28.79%,169,100.00%,455,100.00%,38,90,0,0,0,0,0,0,0,0
Commissioner of Agriculture - Republican Party,121,Absentee Voting,Jim Hogan,,6,11.54%,107,23.52%,52,100.00%,455,100.00%,15,90,0,0,0,0,0,0,0,0
Commissioner of Agriculture - Republican Party,121,Early Voting,Jim Hogan,,56,23.93%,107,23.52%,234,100.00%,455,100.00%,37,90,0,0,0,0,0,0,0,0
Commissioner of Agriculture - Republican Party,121,Election Day Voting,Jim Hogan,,45,26.63%,107,23.52%,169,100.00%,455,100.00%,38,90,0,0,0,0,0,0,0,0
Commissioner of Agriculture - Republican Party,121,Absentee Voting,Sid Miller,,38,73.08%,217,47.69%,52,100.00%,455,100.00%,15,90,0,0,0,0,0,0,0,0
Commissioner of Agriculture - Republican Party,121,Early Voting,Sid Miller,,99,42.31%,217,47.69%,234,100.00%,455,100.00%,37,90,0,0,0,0,0,0,0,0
Commissioner of Agriculture - Republican Party,121,Election Day Voting,Sid Miller,,80,47.34%,217,47.69%,169,100.00%,455,100.00%,38,90,0,0,0,0,0,0,0,0
Railroad Commissioner - Republican Party,121,Absentee Voting,Weston Martinez,,3,5.77%,99,21.66%,52,100.00%,457,100.00%,15,88,0,0,0,0,0,0,0,0
Railroad Commissioner - Republican Party,121,Early Voting,Weston Martinez,,51,21.34%,99,21.66%,239,100.00%,457,100.00%,32,88,0,0,0,0,0,0,0,0
Railroad Commissioner - Republican Party,121,Election Day Voting,Weston Martinez,,45,27.11%,99,21.66%,166,100.00%,457,100.00%,41,88,0,0,0,0,0,0,0,0
Railroad Commissioner - Republican Party,121,Absentee Voting,Christi Craddick,,49,94.23%,358,78.34%,52,100.00%,457,100.00%,15,88,0,0,0,0,0,0,0,0
Railroad Commissioner - Republican Party,121,Early Voting,Christi Craddick,,188,78.66%,358,78.34%,239,100.00%,457,100.00%,32,88,0,0,0,0,0,0,0,0
Railroad Commissioner - Republican Party,121,Election Day Voting,Christi Craddick,,121,72.89%,358,78.34%,166,100.00%,457,100.00%,41,88,0,0,0,0,0,0,0,0
"Justice, Supreme Court, Place 2 - Republican Party",121,Absentee Voting,Jimmy Blacklock,,50,100.00%,439,100.00%,50,100.00%,439,100.00%,17,106,0,0,0,0,0,0,0,0
"Justice, Supreme Court, Place 2 - Republican Party",121,Early Voting,Jimmy Blacklock,,225,100.00%,439,100.00%,225,100.00%,439,100.00%,46,106,0,0,0,0,0,0,0,0
"Justice, Supreme Court, Place 2 - Republican Party",121,Election Day Voting,Jimmy Blacklock,,164,100.00%,439,100.00%,164,100.00%,439,100.00%,43,106,0,0,0,0,0,0,0,0
"Justice, Supreme Court, Place 4 - Republican Party",121,Absentee Voting,John Devine,,51,100.00%,434,100.00%,51,100.00%,434,100.00%,16,111,0,0,0,0,0,0,0,0
"Justice, Supreme Court, Place 4 - Republican Party",121,Early Voting,John Devine,,224,100.00%,434,100.00%,224,100.00%,434,100.00%,47,111,0,0,0,0,0,0,0,0
"Justice, Supreme Court, Place 4 - Republican Party",121,Election Day Voting,John Devine,,159,100.00%,434,100.00%,159,100.00%,434,100.00%,48,111,0,0,0,0,0,0,0,0
"Justice, Supreme Court, Place 6 - Republican Party",121,Absentee Voting,Jeff Brown,,49,100.00%,429,100.00%,49,100.00%,429,100.00%,18,116,0,0,0,0,0,0,0,0
"Justice, Supreme Court, Place 6 - Republican Party",121,Early Voting,Jeff Brown,,223,100.00%,429,100.00%,223,100.00%,429,100.00%,48,116,0,0,0,0,0,0,0,0
"Justice, Supreme Court, Place 6 - Republican Party",121,Election Day Voting,Jeff Brown,,157,100.00%,429,100.00%,157,100.00%,429,100.00%,50,116,0,0,0,0,0,0,0,0
"Presiding Judge, Court of Criminal Appeals - Republican Party",121,Absentee Voting,David Bridges,,28,53.85%,207,48.03%,52,100.00%,431,100.00%,15,114,0,0,0,0,0,0,0,0
"Presiding Judge, Court of Criminal Appeals - Republican Party",121,Early Voting,David Bridges,,109,48.44%,207,48.03%,225,100.00%,431,100.00%,46,114,0,0,0,0,0,0,0,0
"Presiding Judge, Court of Criminal Appeals - Republican Party",121,Election Day Voting,David Bridges,,70,45.45%,207,48.03%,154,100.00%,431,100.00%,53,114,0,0,0,0,0,0,0,0
"Presiding Judge, Court of Criminal Appeals - Republican Party",121,Absentee Voting,Sharon Keller,,24,46.15%,224,51.97%,52,100.00%,431,100.00%,15,114,0,0,0,0,0,0,0,0
"Presiding Judge, Court of Criminal Appeals - Republican Party",121,Early Voting,Sharon Keller,,116,51.56%,224,51.97%,225,100.00%,431,100.00%,46,114,0,0,0,0,0,0,0,0
"Presiding Judge, Court of Criminal Appeals - Republican Party",121,Election Day Voting,Sharon Keller,,84,54.55%,224,51.97%,154,100.00%,431,100.00%,53,114,0,0,0,0,0,0,0,0
"Judge, Court of Criminal Appeals, Place 7 - Republican Party",121,Absentee Voting,Barbara Parker Hervey,,49,100.00%,417,100.00%,49,100.00%,417,100.00%,18,128,0,0,0,0,0,0,0,0
"Judge, Court of Criminal Appeals, Place 7 - Republican Party",121,Early Voting,Barbara Parker Hervey,,214,100.00%,417,100.00%,214,100.00%,417,100.00%,57,128,0,0,0,0,0,0,0,0
"Judge, Court of Criminal Appeals, Place 7 - Republican Party",121,Election Day Voting,Barbara Parker Hervey,,154,100.00%,417,100.00%,154,100.00%,417,100.00%,53,128,0,0,0,0,0,0,0,0
"Judge, Court of Criminal Appeals, Place 8 - Republican Party",121,Absentee Voting,Jay Brandon,,17,34.69%,156,37.96%,49,100.00%,411,100.00%,18,134,0,0,0,0,0,0,0,0
"Judge, Court of Criminal Appeals, Place 8 - Republican Party",121,Early Voting,Jay Brandon,,83,38.97%,156,37.96%,213,100.00%,411,100.00%,58,134,0,0,0,0,0,0,0,0
"Judge, Court of Criminal Appeals, Place 8 - Republican Party",121,Election Day Voting,Jay Brandon,,56,37.58%,156,37.96%,149,100.00%,411,100.00%,58,134,0,0,0,0,0,0,0,0
"Judge, Court of Criminal Appeals, Place 8 - Republican Party",121,Absentee Voting,Dib Waldrip,,15,30.61%,85,20.68%,49,100.00%,411,100.00%,18,134,0,0,0,0,0,0,0,0
"Judge, Court of Criminal Appeals, Place 8 - Republican Party",121,Early Voting,Dib Waldrip,,50,23.47%,85,20.68%,213,100.00%,411,100.00%,58,134,0,0,0,0,0,0,0,0
"Judge, Court of Criminal Appeals, Place 8 - Republican Party",121,Election Day Voting,Dib Waldrip,,20,13.42%,85,20.68%,149,100.00%,411,100.00%,58,134,0,0,0,0,0,0,0,0
"Judge, Court of Criminal Appeals, Place 8 - Republican Party",121,Absentee Voting,Michelle Slaughter,,17,34.69%,170,41.36%,49,100.00%,411,100.00%,18,134,0,0,0,0,0,0,0,0
"Judge, Court of Criminal Appeals, Place 8 - Republican Party",121,Early Voting,Michelle Slaughter,,80,37.56%,170,41.36%,213,100.00%,411,100.00%,58,134,0,0,0,0,0,0,0,0
"Judge, Court of Criminal Appeals, Place 8 - Republican Party",121,Election Day Voting,Michelle Slaughter,,73,48.99%,170,41.36%,149,100.00%,411,100.00%,58,134,0,0,0,0,0,0,0,0
"State Senator, District 31 - Republican Party",121,Absentee Voting,Victor Leal,,8,12.31%,111,20.75%,65,100.00%,535,100.00%,2,10,0,0,0,0,0,0,0,0
"State Senator, District 31 - Republican Party",121,Early Voting,Victor Leal,,53,20.00%,111,20.75%,265,100.00%,535,100.00%,6,10,0,0,0,0,0,0,0,0
"State Senator, District 31 - Republican Party",121,Election Day Voting,Victor Leal,,50,24.39%,111,20.75%,205,100.00%,535,100.00%,2,10,0,0,0,0,0,0,0,0
"State Senator, District 31 - Republican Party",121,Absentee Voting,Kel Seliger,,43,66.15%,357,66.73%,65,100.00%,535,100.00%,2,10,0,0,0,0,0,0,0,0
"State Senator, District 31 - Republican Party",121,Early Voting,Kel Seliger,,185,69.81%,357,66.73%,265,100.00%,535,100.00%,6,10,0,0,0,0,0,0,0,0
"State Senator, District 31 - Republican Party",121,Election Day Voting,Kel Seliger,,129,62.93%,357,66.73%,205,100.00%,535,100.00%,2,10,0,0,0,0,0,0,0,0
"State Senator, District 31 - Republican Party",121,Absentee Voting,Mike Canon,,14,21.54%,67,12.52%,65,100.00%,535,100.00%,2,10,0,0,0,0,0,0,0,0
"State Senator, District 31 - Republican Party",121,Early Voting,Mike Canon,,27,10.19%,67,12.52%,265,100.00%,535,100.00%,6,10,0,0,0,0,0,0,0,0
"State Senator, District 31 - Republican Party",121,Election Day Voting,Mike Canon,,26,12.68%,67,12.52%,205,100.00%,535,100.00%,2,10,0,0,0,0,0,0,0,0
"State Representative, District 87 - Republican Party",121,Absentee Voting,Drew Brassfield,,13,20.31%,89,16.64%,64,100.00%,535,100.00%,3,10,0,0,0,0,0,0,0,0
"State Representative, District 87 - Republican Party",121,Early Voting,Drew Brassfield,,41,15.36%,89,16.64%,267,100.00%,535,100.00%,4,10,0,0,0,0,0,0,0,0
"State Representative, District 87 - Republican Party",121,Election Day Voting,Drew Brassfield,,35,17.16%,89,16.64%,204,100.00%,535,100.00%,3,10,0,0,0,0,0,0,0,0
"State Representative, District 87 - Republican Party",121,Absentee Voting,Four Price,,51,79.69%,446,83.36%,64,100.00%,535,100.00%,3,10,0,0,0,0,0,0,0,0
"State Representative, District 87 - Republican Party",121,Early Voting,Four Price,,226,84.64%,446,83.36%,267,100.00%,535,100.00%,4,10,0,0,0,0,0,0,0,0
"State Representative, District 87 - Republican Party",121,Election Day Voting,Four Price,,169,82.84%,446,83.36%,204,100.00%,535,100.00%,3,10,0,0,0,0,0,0,0,0
"Justice, 7th Court of Appeals District, Place 2 - Republican Party",121,Absentee Voting,Judy Parker,,50,100.00%,435,100.00%,50,100.00%,435,100.00%,17,110,0,0,0,0,0,0,0,0
"Justice, 7th Court of Appeals District, Place 2 - Republican Party",121,Early Voting,Judy Parker,,224,100.00%,435,100.00%,224,100.00%,435,100.00%,47,110,0,0,0,0,0,0,0,0
"Justice, 7th Court of Appeals District, Place 2 - Republican Party",121,Election Day Voting,Judy Parker,,161,100.00%,435,100.00%,161,100.00%,435,100.00%,46,110,0,0,0,0,0,0,0,0
"Justice, 7th Court of Appeals District, Place 3 - Republican Party",121,Absentee Voting,Pat Pirtle,,50,100.00%,445,100.00%,50,100.00%,445,100.00%,17,100,0,0,0,0,0,0,0,0
"Justice, 7th Court of Appeals District, Place 3 - Republican Party",121,Early Voting,Pat Pirtle,,231,100.00%,445,100.00%,231,100.00%,445,100.00%,40,100,0,0,0,0,0,0,0,0
"Justice, 7th Court of Appeals District, Place 3 - Republican Party",121,Election Day Voting,Pat Pirtle,,164,100.00%,445,100.00%,164,100.00%,445,100.00%,43,100,0,0,0,0,0,0,0,0
"District Judge, 47th Judicial District - Republican Party",121,Absentee Voting,Dan L. Schaap,,49,100.00%,441,100.00%,49,100.00%,441,100.00%,18,104,0,0,0,0,0,0,0,0
"District Judge, 47th Judicial District - Republican Party",121,Early Voting,Dan L. Schaap,,228,100.00%,441,100.00%,228,100.00%,441,100.00%,43,104,0,0,0,0,0,0,0,0
"District Judge, 47th Judicial District - Republican Party",121,Election Day Voting,Dan L. Schaap,,164,100.00%,441,100.00%,164,100.00%,441,100.00%,43,104,0,0,0,0,0,0,0,0
"District Judge, 181st Judicial District - Republican Party",121,Absentee Voting,John B. Board,,49,100.00%,444,100.00%,49,100.00%,444,100.00%,18,101,0,0,0,0,0,0,0,0
"District Judge, 181st Judicial District - Republican Party",121,Early Voting,John B. Board,,228,100.00%,444,100.00%,228,100.00%,444,100.00%,43,101,0,0,0,0,0,0,0,0
"District Judge, 181st Judicial District - Republican Party",121,Election Day Voting,John B. Board,,167,100.00%,444,100.00%,167,100.00%,444,100.00%,40,101,0,0,0,0,0,0,0,0
"District Judge, 251st Judicial District - Republican Party",121,Absentee Voting,Ana Elizabeth Estevez,,51,100.00%,456,100.00%,51,100.00%,456,100.00%,16,89,0,0,0,0,0,0,0,0
"District Judge, 251st Judicial District - Republican Party",121,Early Voting,Ana Elizabeth Estevez,,233,100.00%,456,100.00%,233,100.00%,456,100.00%,38,89,0,0,0,0,0,0,0,0
"District Judge, 251st Judicial District - Republican Party",121,Election Day Voting,Ana Elizabeth Estevez,,172,100.00%,456,100.00%,172,100.00%,456,100.00%,35,89,0,0,0,0,0,0,0,0
"District Judge, 320th Judicial District - Republican Party",121,Absentee Voting,Pamela Cook Sirmon,,24,41.38%,200,41.41%,58,100.00%,483,100.00%,9,62,0,0,0,0,0,0,0,0
"District Judge, 320th Judicial District - Republican Party",121,Early Voting,Pamela Cook Sirmon,,105,42.68%,200,41.41%,246,100.00%,483,100.00%,25,62,0,0,0,0,0,0,0,0
"District Judge, 320th Judicial District - Republican Party",121,Election Day Voting,Pamela Cook Sirmon,,71,39.66%,200,41.41%,179,100.00%,483,100.00%,28,62,0,0,0,0,0,0,0,0
"District Judge, 320th Judicial District - Republican Party",121,Absentee Voting,Steven Michael Denny,,17,29.31%,149,30.85%,58,100.00%,483,100.00%,9,62,0,0,0,0,0,0,0,0
"District Judge, 320th Judicial District - Republican Party",121,Early Voting,Steven Michael Denny,,62,25.20%,149,30.85%,246,100.00%,483,100.00%,25,62,0,0,0,0,0,0,0,0
"District Judge, 320th Judicial District - Republican Party",121,Election Day Voting,Steven Michael Denny,,70,39.11%,149,30.85%,179,100.00%,483,100.00%,28,62,0,0,0,0,0,0,0,0
"District Judge, 320th Judicial District - Republican Party",121,Absentee Voting,Lynda Smith,,5,8.62%,41,8.49%,58,100.00%,483,100.00%,9,62,0,0,0,0,0,0,0,0
"District Judge, 320th Judicial District - Republican Party",121,Early Voting,Lynda Smith,,22,8.94%,41,8.49%,246,100.00%,483,100.00%,25,62,0,0,0,0,0,0,0,0
"District Judge, 320th Judicial District - Republican Party",121,Election Day Voting,Lynda Smith,,14,7.82%,41,8.49%,179,100.00%,483,100.00%,28,62,0,0,0,0,0,0,0,0
"District Judge, 320th Judicial District - Republican Party",121,Absentee Voting,Marcus W. Norris,,12,20.69%,93,19.25%,58,100.00%,483,100.00%,9,62,0,0,0,0,0,0,0,0
"District Judge, 320th Judicial District - Republican Party",121,Early Voting,Marcus W. Norris,,57,23.17%,93,19.25%,246,100.00%,483,100.00%,25,62,0,0,0,0,0,0,0,0
"District Judge, 320th Judicial District - Republican Party",121,Election Day Voting,Marcus W. Norris,,24,13.41%,93,19.25%,179,100.00%,483,100.00%,28,62,0,0,0,0,0,0,0,0
County Judge - Republican Party,121,Absentee Voting,Nancy Tanner,,52,100.00%,454,100.00%,52,100.00%,454,100.00%,15,91,0,0,0,0,0,0,0,0
County Judge - Republican Party,121,Early Voting,Nancy Tanner,,230,100.00%,454,100.00%,230,100.00%,454,100.00%,41,91,0,0,0,0,0,0,0,0
County Judge - Republican Party,121,Election Day Voting,Nancy Tanner,,172,100.00%,454,100.00%,172,100.00%,454,100.00%,35,91,0,0,0,0,0,0,0,0
"Judge, County Court at Law, No. 1 - Republican Party",121,Absentee Voting,Walt Weaver,,27,50.94%,231,49.78%,53,100.00%,464,100.00%,14,81,0,0,0,0,0,0,0,0
"Judge, County Court at Law, No. 1 - Republican Party",121,Early Voting,Walt Weaver,,125,51.23%,231,49.78%,244,100.00%,464,100.00%,27,81,0,0,0,0,0,0,0,0
"Judge, County Court at Law, No. 1 - Republican Party",121,Election Day Voting,Walt Weaver,,79,47.31%,231,49.78%,167,100.00%,464,100.00%,40,81,0,0,0,0,0,0,0,0
"Judge, County Court at Law, No. 1 - Republican Party",121,Absentee Voting,Len Walker,,16,30.19%,166,35.78%,53,100.00%,464,100.00%,14,81,0,0,0,0,0,0,0,0
"Judge, County Court at Law, No. 1 - Republican Party",121,Early Voting,Len Walker,,79,32.38%,166,35.78%,244,100.00%,464,100.00%,27,81,0,0,0,0,0,0,0,0
"Judge, County Court at Law, No. 1 - Republican Party",121,Election Day Voting,Len Walker,,71,42.51%,166,35.78%,167,100.00%,464,100.00%,40,81,0,0,0,0,0,0,0,0
"Judge, County Court at Law, No. 1 - Republican Party",121,Absentee Voting,Kerry Brian Haney,,10,18.87%,67,14.44%,53,100.00%,464,100.00%,14,81,0,0,0,0,0,0,0,0
"Judge, County Court at Law, No. 1 - Republican Party",121,Early Voting,Kerry Brian Haney,,40,16.39%,67,14.44%,244,100.00%,464,100.00%,27,81,0,0,0,0,0,0,0,0
"Judge, County Court at Law, No. 1 - Republican Party",121,Election Day Voting,Kerry Brian Haney,,17,10.18%,67,14.44%,167,100.00%,464,100.00%,40,81,0,0,0,0,0,0,0,0
"Judge, County Court at Law, No. 2 - Republican Party",121,Absentee Voting,Jerry Morales,,4,6.78%,60,12.22%,59,100.00%,491,100.00%,8,54,0,0,0,0,0,0,0,0
"Judge, County Court at Law, No. 2 - Republican Party",121,Early Voting,Jerry Morales,,34,13.49%,60,12.22%,252,100.00%,491,100.00%,19,54,0,0,0,0,0,0,0,0
"Judge, County Court at Law, No. 2 - Republican Party",121,Election Day Voting,Jerry Morales,,22,12.22%,60,12.22%,180,100.00%,491,100.00%,27,54,0,0,0,0,0,0,0,0
"Judge, County Court at Law, No. 2 - Republican Party",121,Absentee Voting,Wade Overstreet,,23,38.98%,148,30.14%,59,100.00%,491,100.00%,8,54,0,0,0,0,0,0,0,0
"Judge, County Court at Law, No. 2 - Republican Party",121,Early Voting,Wade Overstreet,,73,28.97%,148,30.14%,252,100.00%,491,100.00%,19,54,0,0,0,0,0,0,0,0
"Judge, County Court at Law, No. 2 - Republican Party",121,Election Day Voting,Wade Overstreet,,52,28.89%,148,30.14%,180,100.00%,491,100.00%,27,54,0,0,0,0,0,0,0,0
"Judge, County Court at Law, No. 2 - Republican Party",121,Absentee Voting,Matt Hand,,32,54.24%,283,57.64%,59,100.00%,491,100.00%,8,54,0,0,0,0,0,0,0,0
"Judge, County Court at Law, No. 2 - Republican Party",121,Early Voting,Matt Hand,,145,57.54%,283,57.64%,252,100.00%,491,100.00%,19,54,0,0,0,0,0,0,0,0
"Judge, County Court at Law, No. 2 - Republican Party",121,Election Day Voting,Matt Hand,,106,58.89%,283,57.64%,180,100.00%,491,100.00%,27,54,0,0,0,0,0,0,0,0
District Clerk - Republican Party,121,Absentee Voting,Crystal Flores,,11,21.57%,176,39.29%,51,100.00%,448,100.00%,16,97,0,0,0,0,0,0,0,0
