Political Subdivision,Election Date,Election Name,Total Provisional Ballots,Total Provional Ballots Counted,Precinct Number,Reg Voters,Race Name,Candidate Name,Party Code,Early Votes,Election Votes
Burleson County,3/6/2018,Democrat Primary,0,0,113,660,Proposition #5 National Jobs Program:  ,No,DEM,0,0
Burleson County,3/6/2018,Democrat Primary,0,0,113,660,"Proposition #6 Right to Clean Air, Safe Water, and a Healthy Environment:  ",Yes,DEM,11,4
Burleson County,3/6/2018,Democrat Primary,0,0,113,660,"Proposition #6 Right to Clean Air, Safe Water, and a Healthy Environment:  ",No,DEM,0,0
Burleson County,3/6/2018,Democrat Primary,0,0,113,660,Proposition #7 Right to Dignity & Respect:  ,Yes,DEM,11,4
Burleson County,3/6/2018,Democrat Primary,0,0,113,660,Proposition #7 Right to Dignity & Respect:  ,No,DEM,0,0
Burleson County,3/6/2018,Democrat Primary,0,0,113,660,Proposition #8 Right to Housing:  ,Yes,DEM,8,3
Burleson County,3/6/2018,Democrat Primary,0,0,113,660,Proposition #8 Right to Housing:  ,No,DEM,1,1
Burleson County,3/6/2018,Democrat Primary,0,0,113,660,Proposition #9 Right to Vote:  ,Yes,DEM,11,4
Burleson County,3/6/2018,Democrat Primary,0,0,113,660,Proposition #9 Right to Vote:  ,No,DEM,0,0
Burleson County,3/6/2018,Democrat Primary,0,0,113,660,Proposition #10 Right to a Fair Criminal Justice System:  ,Yes,DEM,9,4
Burleson County,3/6/2018,Democrat Primary,0,0,113,660,Proposition #10 Right to a Fair Criminal Justice System:  ,No,DEM,0,0
Burleson County,3/6/2018,Democrat Primary,0,0,113,660,Proposition #11 Immigrant Rights:  ,Yes,DEM,10,4
Burleson County,3/6/2018,Democrat Primary,0,0,113,660,Proposition #11 Immigrant Rights:  ,No,DEM,1,0
Burleson County,3/6/2018,Democrat Primary,0,0,113,660,Proposition #12 Right to Fair Taxation:  ,Yes,DEM,11,4
Burleson County,3/6/2018,Democrat Primary,0,0,113,660,Proposition #12 Right to Fair Taxation:  ,No,DEM,0,0
Burleson County,3/6/2018,Democrat Primary,0,0,114,1794,United States Senator  ,Beto O'Rourke,DEM,16,11
Burleson County,3/6/2018,Democrat Primary,0,0,114,1794,United States Senator  ,Edward Kimbrough,DEM,5,5
Burleson County,3/6/2018,Democrat Primary,0,0,114,1794,United States Senator  ,Sema Hernandez,DEM,9,10
Burleson County,3/6/2018,Democrat Primary,0,0,114,1794,"United States Representative, District No. 17  ",Dale Mantey,DEM,22,9
Burleson County,3/6/2018,Democrat Primary,0,0,114,1794,"United States Representative, District No. 17  ",Rick Kennedy,DEM,9,16
Burleson County,3/6/2018,Democrat Primary,0,0,114,1794,Governor ,Grady Yarbrough,DEM,6,5
Burleson County,3/6/2018,Democrat Primary,0,0,114,1794,Governor  ,Jeffrey Payne,DEM,6,3
Burleson County,3/6/2018,Democrat Primary,0,0,114,1794,Governor  ,Adrian Ocegueda,DEM,2,1
Burleson County,3/6/2018,Democrat Primary,0,0,114,1794,Governor  ,Andrew White,DEM,5,3
Burleson County,3/6/2018,Democrat Primary,0,0,114,1794,Governor  ,"Cedric Davis, Sr.",DEM,1,6
Burleson County,3/6/2018,Democrat Primary,0,0,114,1794,Governor  ,Lupe Valdez,DEM,10,8
Burleson County,3/6/2018,Democrat Primary,0,0,114,1794,Governor  ,Tom Wakely,DEM,1,0
Burleson County,3/6/2018,Democrat Primary,0,0,114,1794,Governor  ,Joe Mumbach,DEM,0,0
Burleson County,3/6/2018,Democrat Primary,0,0,114,1794,Governor  ,James Jolly Clark,DEM,0,0
Burleson County,3/6/2018,Democrat Primary,0,0,114,1794,Lieutenant Governor  ,Mike Collier,DEM,15,10
Burleson County,3/6/2018,Democrat Primary,0,0,114,1794,Lieutenant Governor  ,Michael Cooper,DEM,16,16
Burleson County,3/6/2018,Democrat Primary,0,0,114,1794,Attorney General  ,Justin Nelson,DEM,28,25
Burleson County,3/6/2018,Democrat Primary,0,0,114,1794,Comptroller of Public Accounts ,Tim Mahoney,DEM,16,17
Burleson County,3/6/2018,Democrat Primary,0,0,114,1794,Comptroller of Public Accounts  ,Joi Chevalier,DEM,14,9
Burleson County,3/6/2018,Democrat Primary,0,0,114,1794,Commissioner of the General Land Office  ,Miguel Suazo,DEM,21,14
Burleson County,3/6/2018,Democrat Primary,0,0,114,1794,Commissioner of the General Land Office ,Tex Morgan,DEM,10,12
Burleson County,3/6/2018,Democrat Primary,0,0,114,1794,Commissioner of Agriculture ,Kim Olson,DEM,30,26
Burleson County,3/6/2018,Democrat Primary,0,0,114,1794,Railroad Commissioner  ,Chris Spellmon,DEM,14,14
Burleson County,3/6/2018,Democrat Primary,0,0,114,1794,Railroad Commissioner ,Roman McAllen,DEM,17,11
Burleson County,3/6/2018,Democrat Primary,0,0,114,1794,"Justice, Supreme Court, Place 2  ",Steven Kirkland,DEM,29,25
Burleson County,3/6/2018,Democrat Primary,0,0,114,1794,"Justice, Supreme Court, Place 4  ",R.K. Sandill,DEM,29,23
Burleson County,3/6/2018,Democrat Primary,0,0,114,1794,"Justice, Supreme Court, Place 6  ",Kathy Cheng,DEM,29,23
Burleson County,3/6/2018,Democrat Primary,0,0,114,1794,"Presiding Judge, Court of Criminal Appeals  ",Maria T. (Terri) Jackson,DEM,28,25
Burleson County,3/6/2018,Democrat Primary,0,0,114,1794,"Judge, Court of Criminal Appeals, Place 7  ",Ramona Franklin,DEM,28,23
Burleson County,3/6/2018,Democrat Primary,0,0,114,1794,"State Representative, District No. 13  ","Cecil Ray Webster, Sr.",DEM,28,26
Burleson County,3/6/2018,Democrat Primary,0,0,114,1794,County Chairman  ,Linda R. Arbuckle,DEM,29,26
Burleson County,3/6/2018,Democrat Primary,0,0,114,1794,Proposition #1 Right to a 21st Century Public Education:,Yes,DEM,33,25
Burleson County,3/6/2018,Democrat Primary,0,0,114,1794,Proposition #1 Right to a 21st Century Public Education:  ,No,DEM,0,1
Burleson County,3/6/2018,Democrat Primary,0,0,114,1794,Proposition #2 Student Loan Debt:,Yes,DEM,32,21
Burleson County,3/6/2018,Democrat Primary,0,0,114,1794,Proposition #2 Student Loan Debt: ,No,DEM,1,5
Burleson County,3/6/2018,Democrat Primary,0,0,114,1794,Proposition #3 Right to Healthcare: ,Yes,DEM,32,26
Burleson County,3/6/2018,Democrat Primary,0,0,114,1794,Proposition #3 Right to Healthcare:  ,No,DEM,1,0
Burleson County,3/6/2018,Democrat Primary,0,0,114,1794,Proposition #4 Right to Economic Security: ,Yes,DEM,33,25
Burleson County,3/6/2018,Democrat Primary,0,0,114,1794,Proposition #4 Right to Economic Security:  ,No,DEM,0,1
Burleson County,3/6/2018,Democrat Primary,0,0,114,1794,Proposition #5 National Jobs Program:  ,Yes,DEM,31,25
Burleson County,3/6/2018,Democrat Primary,0,0,114,1794,Proposition #5 National Jobs Program:  ,No,DEM,2,1
Burleson County,3/6/2018,Democrat Primary,0,0,114,1794,"Proposition #6 Right to Clean Air, Safe Water, and a Healthy Environment:  ",Yes,DEM,33,26
Burleson County,3/6/2018,Democrat Primary,0,0,114,1794,"Proposition #6 Right to Clean Air, Safe Water, and a Healthy Environment:  ",No,DEM,0,0
Burleson County,3/6/2018,Democrat Primary,0,0,114,1794,Proposition #7 Right to Dignity & Respect:  ,Yes,DEM,33,26
Burleson County,3/6/2018,Democrat Primary,0,0,114,1794,Proposition #7 Right to Dignity & Respect: ,No,DEM,0,0
Burleson County,3/6/2018,Democrat Primary,0,0,114,1794,Proposition #8 Right to Housing: ,Yes,DEM,32,24
Burleson County,3/6/2018,Democrat Primary,0,0,114,1794,Proposition #8 Right to Housing:  ,No,DEM,1,2
Burleson County,3/6/2018,Democrat Primary,0,0,114,1794,Proposition #9 Right to Vote: ,Yes,DEM,33,25
Burleson County,3/6/2018,Democrat Primary,0,0,114,1794,Proposition #9 Right to Vote: ,No,DEM,0,1
Burleson County,3/6/2018,Democrat Primary,0,0,114,1794,Proposition #10 Right to a Fair Criminal Justice System:  ,Yes,DEM,33,25
Burleson County,3/6/2018,Democrat Primary,0,0,114,1794,Proposition #10 Right to a Fair Criminal Justice System:  ,No,DEM,0,1
Burleson County,3/6/2018,Democrat Primary,0,0,114,1794,Proposition #11 Immigrant Rights:  ,Yes,DEM,33,25
Burleson County,3/6/2018,Democrat Primary,0,0,114,1794,Proposition #11 Immigrant Rights:  ,No,DEM,0,1
Burleson County,3/6/2018,Democrat Primary,0,0,114,1794,Proposition #12 Right to Fair Taxation:  ,Yes,DEM,33,26
Burleson County,3/6/2018,Democrat Primary,0,0,114,1794,Proposition #12 Right to Fair Taxation: ,No,DEM,0,0
Burleson County,3/6/2018,Democrat Primary,0,0,203,402,United States Senator  ,Beto O'Rourke,DEM,5,5
Burleson County,3/6/2018,Democrat Primary,0,0,203,402,United States Senator  ,Edward Kimbrough,DEM,4,0
Burleson County,3/6/2018,Democrat Primary,0,0,203,402,United States Senator  ,Sema Hernandez,DEM,1,0
Burleson County,3/6/2018,Democrat Primary,0,0,203,402,"United States Representative, District No. 17  ",Dale Mantey,DEM,5,4
Burleson County,3/6/2018,Democrat Primary,0,0,203,402,"United States Representative, District No. 17  ",Rick Kennedy,DEM,5,1
Burleson County,3/6/2018,Democrat Primary,0,0,203,402,Governor  ,Grady Yarbrough,DEM,5,0
Burleson County,3/6/2018,Democrat Primary,0,0,203,402,Governor  ,Jeffrey Payne,DEM,1,1
Burleson County,3/6/2018,Democrat Primary,0,0,203,402,Governor ,Adrian Ocegueda,DEM,0,2
Burleson County,3/6/2018,Democrat Primary,0,0,203,402,Governor  ,Andrew White,DEM,2,2
Burleson County,3/6/2018,Democrat Primary,0,0,203,402,Governor  ,"Cedric Davis, Sr.",DEM,1,0
Burleson County,3/6/2018,Democrat Primary,0,0,203,402,Governor  ,Lupe Valdez,DEM,0,0
Burleson County,3/6/2018,Democrat Primary,0,0,203,402,Governor  ,Tom Wakely,DEM,2,0
Burleson County,3/6/2018,Democrat Primary,0,0,203,402,Governor ,Joe Mumbach,DEM,0,0
Burleson County,3/6/2018,Democrat Primary,0,0,203,402,Governor ,James Jolly Clark,DEM,0,0
Burleson County,3/6/2018,Democrat Primary,0,0,203,402,Lieutenant Governor  ,Mike Collier,DEM,8,3
Burleson County,3/6/2018,Democrat Primary,0,0,203,402,Lieutenant Governor ,Michael Cooper,DEM,2,2
Burleson County,3/6/2018,Democrat Primary,0,0,203,402,Attorney General  ,Justin Nelson,DEM,7,4
Burleson County,3/6/2018,Democrat Primary,0,0,203,402,Comptroller of Public Accounts  ,Tim Mahoney,DEM,7,2
Burleson County,3/6/2018,Democrat Primary,0,0,203,402,Comptroller of Public Accounts  ,Joi Chevalier,DEM,3,1
Burleson County,3/6/2018,Democrat Primary,0,0,203,402,Commissioner of the General Land Office  ,Miguel Suazo,DEM,7,2
Burleson County,3/6/2018,Democrat Primary,0,0,203,402,Commissioner of the General Land Office  ,Tex Morgan,DEM,3,2
Burleson County,3/6/2018,Democrat Primary,0,0,203,402,Commissioner of Agriculture  ,Kim Olson,DEM,7,5
Burleson County,3/6/2018,Democrat Primary,0,0,203,402,Railroad Commissioner  ,Chris Spellmon,DEM,3,3
Burleson County,3/6/2018,Democrat Primary,0,0,203,402,Railroad Commissioner  ,Roman McAllen,DEM,7,1
Burleson County,3/6/2018,Democrat Primary,0,0,203,402,"Justice, Supreme Court, Place 2  ",Steven Kirkland,DEM,8,4
Burleson County,3/6/2018,Democrat Primary,0,0,203,402,"Justice, Supreme Court, Place 4  ",R.K. Sandill,DEM,7,4
Burleson County,3/6/2018,Democrat Primary,0,0,203,402,"Justice, Supreme Court, Place 6 ",Kathy Cheng,DEM,7,4
Burleson County,3/6/2018,Democrat Primary,0,0,203,402,"Presiding Judge, Court of Criminal Appeals  ",Maria T. (Terri) Jackson,DEM,7,5
Burleson County,3/6/2018,Democrat Primary,0,0,203,402,"Judge, Court of Criminal Appeals, Place 7  ",Ramona Franklin,DEM,7,5
Burleson County,3/6/2018,Democrat Primary,0,0,203,402,"State Representative, District No. 13  ","Cecil Ray Webster, Sr.",DEM,7,4
Burleson County,3/6/2018,Democrat Primary,0,0,203,402,County Chairman  ,Linda R. Arbuckle,DEM,9,5
Burleson County,3/6/2018,Democrat Primary,0,0,203,402,Proposition #1 Right to a 21st Century Public Education:  ,Yes,DEM,12,6
Burleson County,3/6/2018,Democrat Primary,0,0,203,402,Proposition #1 Right to a 21st Century Public Education:  ,No,DEM,0,0
Burleson County,3/6/2018,Democrat Primary,0,0,203,402,Proposition #2 Student Loan Debt:  ,Yes,DEM,10,6
Burleson County,3/6/2018,Democrat Primary,0,0,203,402,Proposition #2 Student Loan Debt:  ,No,DEM,1,0
Burleson County,3/6/2018,Democrat Primary,0,0,203,402,Proposition #3 Right to Healthcare:  ,Yes,DEM,11,6
Burleson County,3/6/2018,Democrat Primary,0,0,203,402,Proposition #3 Right to Healthcare:  ,No,DEM,0,0
Burleson County,3/6/2018,Democrat Primary,0,0,203,402,Proposition #4 Right to Economic Security:  ,Yes,DEM,10,5
Burleson County,3/6/2018,Democrat Primary,0,0,203,402,Proposition #4 Right to Economic Security:  ,No,DEM,1,0
Burleson County,3/6/2018,Democrat Primary,0,0,203,402,Proposition #5 National Jobs Program:  ,Yes,DEM,10,6
Burleson County,3/6/2018,Democrat Primary,0,0,203,402,Proposition #5 National Jobs Program:  ,No,DEM,0,0
Burleson County,3/6/2018,Democrat Primary,0,0,203,402,"Proposition #6 Right to Clean Air, Safe Water, and a Healthy Environment: ",Yes,DEM,11,6
Burleson County,3/6/2018,Democrat Primary,0,0,203,402,"Proposition #6 Right to Clean Air, Safe Water, and a Healthy Environment: ",No,DEM,0,0
Burleson County,3/6/2018,Democrat Primary,0,0,203,402,Proposition #7 Right to Dignity & Respect: ,Yes,DEM,8,5
Burleson County,3/6/2018,Democrat Primary,0,0,203,402,Proposition #7 Right to Dignity & Respect: ,No,DEM,3,0
Burleson County,3/6/2018,Democrat Primary,0,0,203,402,Proposition #8 Right to Housing:  ,Yes,DEM,8,5
Burleson County,3/6/2018,Democrat Primary,0,0,203,402,Proposition #8 Right to Housing: ,No,DEM,3,0
Burleson County,3/6/2018,Democrat Primary,0,0,203,402,Proposition #9 Right to Vote:  ,Yes,DEM,10,6
Burleson County,3/6/2018,Democrat Primary,0,0,203,402,Proposition #9 Right to Vote:  ,No,DEM,1,0
Burleson County,3/6/2018,Democrat Primary,0,0,203,402,Proposition #10 Right to a Fair Criminal Justice System:  ,Yes,DEM,11,5
Burleson County,3/6/2018,Democrat Primary,0,0,203,402,Proposition #10 Right to a Fair Criminal Justice System: ,No,DEM,0,0
Burleson County,3/6/2018,Democrat Primary,0,0,203,402,Proposition #11 Immigrant Rights:  ,Yes,DEM,12,6
Burleson County,3/6/2018,Democrat Primary,0,0,203,402,Proposition #11 Immigrant Rights:  ,No,DEM,0,0
Burleson County,3/6/2018,Democrat Primary,0,0,203,402,Proposition #12 Right to Fair Taxation:  ,Yes,DEM,11,6
Burleson County,3/6/2018,Democrat Primary,0,0,203,402,Proposition #12 Right to Fair Taxation:  ,No,DEM,0,0
Burleson County,3/6/2018,Democrat Primary,0,0,204,660,United States Senator  ,Beto O'Rourke,DEM,14,2
Burleson County,3/6/2018,Democrat Primary,0,0,204,660,United States Senator  ,Edward Kimbrough,DEM,2,0
Burleson County,3/6/2018,Democrat Primary,0,0,204,660,United States Senator  ,Sema Hernandez,DEM,0,0
Burleson County,3/6/2018,Democrat Primary,0,0,204,660,"United States Representative, District No. 17  ",Dale Mantey,DEM,11,2
Burleson County,3/6/2018,Democrat Primary,0,0,204,660,"United States Representative, District No. 17  ",Rick Kennedy,DEM,5,0
Burleson County,3/6/2018,Democrat Primary,0,0,204,660,Governor  ,Grady Yarbrough,DEM,4,0
Burleson County,3/6/2018,Democrat Primary,0,0,204,660,Governor  ,Jeffrey Payne,DEM,1,1
Burleson County,3/6/2018,Democrat Primary,0,0,204,660,Governor  ,Adrian Ocegueda,DEM,0,0
Burleson County,3/6/2018,Democrat Primary,0,0,204,660,Governor  ,Andrew White,DEM,6,1
Burleson County,3/6/2018,Democrat Primary,0,0,204,660,Governor  ,"Cedric Davis, Sr.",DEM,2,0
Burleson County,3/6/2018,Democrat Primary,0,0,204,660,Governor  ,Lupe Valdez,DEM,2,0
Burleson County,3/6/2018,Democrat Primary,0,0,204,660,Governor ,Tom Wakely,DEM,1,0
Burleson County,3/6/2018,Democrat Primary,0,0,204,660,Governor ,Joe Mumbach,DEM,0,0
Burleson County,3/6/2018,Democrat Primary,0,0,204,660,Governor  ,James Jolly Clark,DEM,0,0
Burleson County,3/6/2018,Democrat Primary,0,0,204,660,Lieutenant Governor  ,Mike Collier,DEM,12,1
Burleson County,3/6/2018,Democrat Primary,0,0,204,660,Lieutenant Governor  ,Michael Cooper,DEM,2,1
Burleson County,3/6/2018,Democrat Primary,0,0,204,660,Attorney General  ,Justin Nelson,DEM,11,2
Burleson County,3/6/2018,Democrat Primary,0,0,204,660,Comptroller of Public Accounts  ,Tim Mahoney,DEM,12,0
Burleson County,3/6/2018,Democrat Primary,0,0,204,660,Comptroller of Public Accounts  ,Joi Chevalier,DEM,1,2
Burleson County,3/6/2018,Democrat Primary,0,0,204,660,Commissioner of the General Land Office  ,Miguel Suazo,DEM,10,1
Burleson County,3/6/2018,Democrat Primary,0,0,204,660,Commissioner of the General Land Office  ,Tex Morgan,DEM,4,1
Burleson County,3/6/2018,Democrat Primary,0,0,204,660,Commissioner of Agriculture ,Kim Olson,DEM,13,2
Burleson County,3/6/2018,Democrat Primary,0,0,204,660,Railroad Commissioner ,Chris Spellmon,DEM,9,1
Burleson County,3/6/2018,Democrat Primary,0,0,204,660,Railroad Commissioner  ,Roman McAllen,DEM,2,1
Burleson County,3/6/2018,Democrat Primary,0,0,204,660,"Justice, Supreme Court, Place 2  ",Steven Kirkland,DEM,11,1
Burleson County,3/6/2018,Democrat Primary,0,0,204,660,"Justice, Supreme Court, Place 4  ",R.K. Sandill,DEM,11,1
Burleson County,3/6/2018,Democrat Primary,0,0,204,660,"Justice, Supreme Court, Place 6 ",Kathy Cheng,DEM,13,1
Burleson County,3/6/2018,Democrat Primary,0,0,204,660,"Presiding Judge, Court of Criminal Appeals  ",Maria T. (Terri) Jackson,DEM,12,1
Burleson County,3/6/2018,Democrat Primary,0,0,204,660,"Judge, Court of Criminal Appeals, Place 7  ",Ramona Franklin,DEM,13,1
Burleson County,3/6/2018,Democrat Primary,0,0,204,660,"State Representative, District No. 13  ","Cecil Ray Webster, Sr.",DEM,12,2
Burleson County,3/6/2018,Democrat Primary,0,0,204,660,County Chairman  ,Linda R. Arbuckle,DEM,10,2
Burleson County,3/6/2018,Democrat Primary,0,0,204,660,Proposition #1 Right to a 21st Century Public Education:  ,Yes,DEM,16,2
Burleson County,3/6/2018,Democrat Primary,0,0,204,660,Proposition #1 Right to a 21st Century Public Education:  ,No,DEM,0,0
Burleson County,3/6/2018,Democrat Primary,0,0,204,660,Proposition #2 Student Loan Debt:  ,Yes,DEM,13,2
Burleson County,3/6/2018,Democrat Primary,0,0,204,660,Proposition #2 Student Loan Debt:  ,No,DEM,2,0
Burleson County,3/6/2018,Democrat Primary,0,0,204,660,Proposition #3 Right to Healthcare:  ,Yes,DEM,14,2
Burleson County,3/6/2018,Democrat Primary,0,0,204,660,Proposition #3 Right to Healthcare: ,No,DEM,2,0
Burleson County,3/6/2018,Democrat Primary,0,0,204,660,Proposition #4 Right to Economic Security: ,Yes,DEM,15,2
Burleson County,3/6/2018,Democrat Primary,0,0,204,660,Proposition #4 Right to Economic Security:  ,No,DEM,0,0
Burleson County,3/6/2018,Democrat Primary,0,0,204,660,Proposition #5 National Jobs Program: ,Yes,DEM,14,2
Burleson County,3/6/2018,Democrat Primary,0,0,204,660,Proposition #5 National Jobs Program:  ,No,DEM,2,0
Burleson County,3/6/2018,Democrat Primary,0,0,204,660,"Proposition #6 Right to Clean Air, Safe Water, and a Healthy Environment:  ",Yes,DEM,16,2
Burleson County,3/6/2018,Democrat Primary,0,0,204,660,"Proposition #6 Right to Clean Air, Safe Water, and a Healthy Environment:  ",No,DEM,0,0
Burleson County,3/6/2018,Democrat Primary,0,0,204,660,Proposition #7 Right to Dignity & Respect:  ,Yes,DEM,16,2
Burleson County,3/6/2018,Democrat Primary,0,0,204,660,Proposition #7 Right to Dignity & Respect: ,No,DEM,0,0
Burleson County,3/6/2018,Democrat Primary,0,0,204,660,Proposition #8 Right to Housing:  ,Yes,DEM,13,2
Burleson County,3/6/2018,Democrat Primary,0,0,204,660,Proposition #8 Right to Housing:  ,No,DEM,3,0
Burleson County,3/6/2018,Democrat Primary,0,0,204,660,Proposition #9 Right to Vote: ,Yes,DEM,15,2
Burleson County,3/6/2018,Democrat Primary,0,0,204,660,Proposition #9 Right to Vote:  ,No,DEM,1,0
Burleson County,3/6/2018,Democrat Primary,0,0,204,660,Proposition #10 Right to a Fair Criminal Justice System:  ,Yes,DEM,16,2
Burleson County,3/6/2018,Democrat Primary,0,0,204,660,Proposition #10 Right to a Fair Criminal Justice System:  ,No,DEM,0,0
Burleson County,3/6/2018,Democrat Primary,0,0,204,660,Proposition #11 Immigrant Rights:  ,Yes,DEM,14,2
Burleson County,3/6/2018,Democrat Primary,0,0,204,660,Proposition #11 Immigrant Rights:  ,No,DEM,2,0
Burleson County,3/6/2018,Democrat Primary,0,0,204,660,Proposition #12 Right to Fair Taxation:  ,Yes,DEM,16,2
Burleson County,3/6/2018,Democrat Primary,0,0,204,660,Proposition #12 Right to Fair Taxation:  ,No,DEM,0,0
Burleson County,3/6/2018,Democrat Primary,0,0,207,471,United States Senator ,Beto O'Rourke,DEM,1,7
Burleson County,3/6/2018,Democrat Primary,0,0,207,471,United States Senator  ,Edward Kimbrough,DEM,6,17
Burleson County,3/6/2018,Democrat Primary,0,0,207,471,United States Senator  ,Sema Hernandez,DEM,0,2
Burleson County,3/6/2018,Democrat Primary,0,0,207,471,"United States Representative, District No. 17  ",Dale Mantey,DEM,6,16
Burleson County,3/6/2018,Democrat Primary,0,0,207,471,"United States Representative, District No. 17 ",Rick Kennedy,DEM,1,11
Burleson County,3/6/2018,Democrat Primary,0,0,207,471,Governor  ,Grady Yarbrough,DEM,2,6
Burleson County,3/6/2018,Democrat Primary,0,0,207,471,Governor  ,Jeffrey Payne,DEM,1,2
Burleson County,3/6/2018,Democrat Primary,0,0,207,471,Governor  ,Adrian Ocegueda,DEM,0,0
Burleson County,3/6/2018,Democrat Primary,0,0,207,471,Governor  ,Andrew White,DEM,1,2
Burleson County,3/6/2018,Democrat Primary,0,0,207,471,Governor  ,"Cedric Davis, Sr.",DEM,2,13
Burleson County,3/6/2018,Democrat Primary,0,0,207,471,Governor  ,Lupe Valdez,DEM,0,2
Burleson County,3/6/2018,Democrat Primary,0,0,207,471,Governor  ,Tom Wakely,DEM,0,0
