political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,party code,early_votes,election_votes,Absentee Voting Votes,Early Voting Votes
Falcon Community Center,3/6/2018,Primary Election,6,3,1 - A,109,Governor,"Cedric Davis, Sr.",DEM,2,2,0,0
Falcon Community Center,3/6/2018,Primary Election,6,3,1 - A,109,Governor,Joe Mumbach,DEM,0,0,0,0
Falcon Community Center,3/6/2018,Primary Election,6,3,1 - A,109,Governor,Adrian Ocegueda,DEM,5,4,0,1
Falcon Community Center,3/6/2018,Primary Election,6,3,1 - A,109,Governor,Jeffrey Payne,DEM,0,0,0,0
Falcon Community Center,3/6/2018,Primary Election,6,3,1 - A,109,Governor,Lupe Valdez,DEM,15,11,0,4
Falcon Community Center,3/6/2018,Primary Election,6,3,1 - A,109,Governor,Tom Wakely,DEM,0,0,0,0
Falcon Community Center,3/6/2018,Primary Election,6,3,1 - A,109,Governor,Andrew White,DEM,8,8,0,0
Falcon Community Center,3/6/2018,Primary Election,6,3,1 - A,109,Governor,Grady Yarbrough,DEM,2,1,0,1
Falcon Community Center,3/6/2018,Primary Election,6,3,1 - A,109,Lieutenant Governor,Mike Collier,DEM,10,9,0,1
Falcon Community Center,3/6/2018,Primary Election,6,3,1 - A,109,Lieutenant Governor,Michael Cooper,DEM,20,15,0,5
Falcon Community Center,3/6/2018,Primary Election,6,3,1 - A,109,Attorney General,Justin Nelson,DEM,27,21,0,6
Falcon Community Center,3/6/2018,Primary Election,6,3,1 - A,109,Comptroller of Public Accounts,Joi Chevalier,DEM,6,5,0,1
Falcon Community Center,3/6/2018,Primary Election,6,3,1 - A,109,Comptroller of Public Accounts,Tim Mahoney,DEM,20,15,0,5
Falcon Community Center,3/6/2018,Primary Election,6,3,1 - A,109,Commissioner of the General Land Office,Tex Morgan,DEM,2,2,0,0
Falcon Community Center,3/6/2018,Primary Election,6,3,1 - A,109,Commissioner of the General Land Office,Miguel Suazo,DEM,27,21,0,6
Falcon Community Center,3/6/2018,Primary Election,6,3,1 - A,109,Commissioner of Agriculture,Kim Olson,DEM,23,17,0,6
Falcon Community Center,3/6/2018,Primary Election,6,3,1 - A,109,Railroad Commissioner,Chris Spellmon,DEM,3,3,0,0
Falcon Community Center,3/6/2018,Primary Election,6,3,1 - A,109,Railroad Commissioner,Roman McAllen,DEM,25,19,0,6
Falcon Community Center,3/6/2018,Primary Election,6,3,1 - A,109,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,22,17,0,5
Falcon Community Center,3/6/2018,Primary Election,6,3,1 - A,109,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,22,17,0,5
Falcon Community Center,3/6/2018,Primary Election,6,3,1 - A,109,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,23,18,0,5
Falcon Community Center,3/6/2018,Primary Election,6,3,1 - A,109,"Presiding Judge, Court of Criminal Appeals",Maria T. (Terri) Jackson,DEM,24,19,0,5
Falcon Community Center,3/6/2018,Primary Election,6,3,1 - A,109,"Judge, Court of Criminal Appeals, Place 7",Ramona Franklin,DEM,24,19,0,5
Falcon Community Center,3/6/2018,Primary Election,6,3,1 - A,109,"State Representative,
District No. 80",Tracy King,DEM,25,19,0,6
Falcon Community Center,3/6/2018,Primary Election,6,3,1 - A,109,"Justice, 4th Court of Appeals District, Place No. 2",Beth Watkins,DEM,25,20,0,5
Falcon Community Center,3/6/2018,Primary Election,6,3,1 - A,109,"Justice, 4th Court of Appeals District, Place No. 3",Patricia O'Connell Alvarez,DEM,28,22,0,6
Falcon Community Center,3/6/2018,Primary Election,6,3,1 - A,109,"Justice, 4th Court of Appeals District, Place No. 4",Luz Elena Chapa,DEM,29,23,0,6
Falcon Community Center,3/6/2018,Primary Election,6,3,1 - A,109,"Justice, 4th Court of Appeals District, Place No. 5",Liza Rodriguez,DEM,29,23,0,6
Falcon Community Center,3/6/2018,Primary Election,6,3,1 - A,109,"Justice, 4th Court of Appeals District, Place No. 7",Rebeca Martinez,DEM,31,25,0,6
Falcon Community Center,3/6/2018,Primary Election,6,3,1 - A,109,"District Judge, 49th Judicial District",Joe Lopez,DEM,36,30,0,6
Falcon Community Center,3/6/2018,Primary Election,6,3,1 - A,109,County Judge,Joe Rathmell,DEM,34,28,0,6
Falcon Community Center,3/6/2018,Primary Election,6,3,1 - A,109,District Clerk,Dora Mtz. Castañon,DEM,35,29,0,6
Falcon Community Center,3/6/2018,Primary Election,6,3,1 - A,109,County Clerk,Mary Jayne Villarreal-Bonoan,DEM,34,28,0,6
Falcon Community Center,3/6/2018,Primary Election,6,3,1 - A,109,County Treasurer,Romeo Salinas,DEM,35,29,0,6
Falcon Community Center,3/6/2018,Primary Election,6,3,1 - A,109,"Justice of the Peace,
Precinct No. 1","Eliza Yvonne Garcia ""EY""",DEM,2,1,0,1
Falcon Community Center,3/6/2018,Primary Election,6,3,1 - A,109,"Justice of the Peace,
Precinct No. 1",Anna Muñoz Guerra,DEM,54,48,0,6
Falcon Community Center,3/6/2018,Primary Election,6,3,1 - A,109,Proposition #1,Yes,DEM,26,20,0,6
Falcon Community Center,3/6/2018,Primary Election,6,3,1 - A,109,Proposition #1,No,DEM,2,2,0,0
Falcon Community Center,3/6/2018,Primary Election,6,3,1 - A,109,Proposition #2,Yes,DEM,27,21,0,6
Falcon Community Center,3/6/2018,Primary Election,6,3,1 - A,109,Proposition #2,No,DEM,2,2,0,0
Falcon Community Center,3/6/2018,Primary Election,6,3,1 - A,109,Proposition #3,Yes,DEM,28,22,0,6
Falcon Community Center,3/6/2018,Primary Election,6,3,1 - A,109,Proposition #3,No,DEM,1,1,0,0
Falcon Community Center,3/6/2018,Primary Election,6,3,1 - A,109,Proposition #4,Yes,DEM,26,20,0,6
Falcon Community Center,3/6/2018,Primary Election,6,3,1 - A,109,Proposition #4,No,DEM,2,2,0,0
Falcon Community Center,3/6/2018,Primary Election,6,3,1 - A,109,Proposition #5,Yes,DEM,23,17,0,6
Falcon Community Center,3/6/2018,Primary Election,6,3,1 - A,109,Proposition #5,No,DEM,4,4,0,0
Falcon Community Center,3/6/2018,Primary Election,6,3,1 - A,109,Proposition #6,Yes,DEM,28,22,0,6
Falcon Community Center,3/6/2018,Primary Election,6,3,1 - A,109,Proposition #6,No,DEM,0,0,0,0
Falcon Community Center,3/6/2018,Primary Election,6,3,1 - A,109,Proposition #7,Yes,DEM,28,22,0,6
Falcon Community Center,3/6/2018,Primary Election,6,3,1 - A,109,Proposition #7,No,DEM,0,0,0,0
Falcon Community Center,3/6/2018,Primary Election,6,3,1 - A,109,Proposition #8,Yes,DEM,25,19,0,6
Falcon Community Center,3/6/2018,Primary Election,6,3,1 - A,109,Proposition #8,No,DEM,2,2,0,0
Falcon Community Center,3/6/2018,Primary Election,6,3,1 - A,109,Proposition #9,Yes,DEM,25,19,0,6
Falcon Community Center,3/6/2018,Primary Election,6,3,1 - A,109,Proposition #9,No,DEM,2,2,0,0
Falcon Community Center,3/6/2018,Primary Election,6,3,1 - A,109,Proposition #10,Yes,DEM,26,20,0,6
Falcon Community Center,3/6/2018,Primary Election,6,3,1 - A,109,Proposition #10,No,DEM,1,1,0,0
Falcon Community Center,3/6/2018,Primary Election,6,3,1 - A,109,Proposition #11,Yes,DEM,24,19,0,5
Falcon Community Center,3/6/2018,Primary Election,6,3,1 - A,109,Proposition #11,No,DEM,2,2,0,0
Falcon Community Center,3/6/2018,Primary Election,6,3,1 - A,109,Proposition #12,Yes,DEM,26,20,0,6
Falcon Community Center,3/6/2018,Primary Election,6,3,1 - A,109,Proposition #12,No,DEM,1,1,0,0
Lopeno Community Center,3/6/2018,Primary Election,6,3,1 - B,144,United States Senator,Sema Hernandez,DEM,15,13,0,2
Lopeno Community Center,3/6/2018,Primary Election,6,3,1 - B,144,United States Senator,Edward Kimbrough,DEM,5,3,0,2
Lopeno Community Center,3/6/2018,Primary Election,6,3,1 - B,144,United States Senator,Beto O'Rourke,DEM,21,14,0,7
Lopeno Community Center,3/6/2018,Primary Election,6,3,1 - B,144,"United States Representative, District No. 28",Henry Cuellar,DEM,43,31,0,12
Lopeno Community Center,3/6/2018,Primary Election,6,3,1 - B,144,Governor,James Jolly Clark,DEM,6,5,0,1
Lopeno Community Center,3/6/2018,Primary Election,6,3,1 - B,144,Governor,"Cedric Davis, Sr.",DEM,0,0,0,0
Lopeno Community Center,3/6/2018,Primary Election,6,3,1 - B,144,Governor,Joe Mumbach,DEM,1,1,0,0
Lopeno Community Center,3/6/2018,Primary Election,6,3,1 - B,144,Governor,Adrian Ocegueda,DEM,4,3,0,1
Lopeno Community Center,3/6/2018,Primary Election,6,3,1 - B,144,Governor,Jeffrey Payne,DEM,1,1,0,0
Lopeno Community Center,3/6/2018,Primary Election,6,3,1 - B,144,Governor,Lupe Valdez,DEM,22,16,0,6
Lopeno Community Center,3/6/2018,Primary Election,6,3,1 - B,144,Governor,Tom Wakely,DEM,1,1,0,0
Lopeno Community Center,3/6/2018,Primary Election,6,3,1 - B,144,Governor,Andrew White,DEM,3,1,0,2
Lopeno Community Center,3/6/2018,Primary Election,6,3,1 - B,144,Governor,Grady Yarbrough,DEM,0,0,0,0
Lopeno Community Center,3/6/2018,Primary Election,6,3,1 - B,144,Lieutenant Governor,Mike Collier,DEM,19,11,0,8
Lopeno Community Center,3/6/2018,Primary Election,6,3,1 - B,144,Lieutenant Governor,Michael Cooper,DEM,18,15,0,3
Lopeno Community Center,3/6/2018,Primary Election,6,3,1 - B,144,Attorney General,Justin Nelson,DEM,34,24,0,10
Lopeno Community Center,3/6/2018,Primary Election,6,3,1 - B,144,Comptroller of Public Accounts,Joi Chevalier,DEM,11,7,0,4
Lopeno Community Center,3/6/2018,Primary Election,6,3,1 - B,144,Comptroller of Public Accounts,Tim Mahoney,DEM,22,17,0,5
Lopeno Community Center,3/6/2018,Primary Election,6,3,1 - B,144,Commissioner of the General Land Office,Tex Morgan,DEM,7,5,0,2
Lopeno Community Center,3/6/2018,Primary Election,6,3,1 - B,144,Commissioner of the General Land Office,Miguel Suazo,DEM,29,21,0,8
Lopeno Community Center,3/6/2018,Primary Election,6,3,1 - B,144,Commissioner of Agriculture,Kim Olson,DEM,29,21,0,8
Lopeno Community Center,3/6/2018,Primary Election,6,3,1 - B,144,Railroad Commissioner,Chris Spellmon,DEM,9,5,0,4
Lopeno Community Center,3/6/2018,Primary Election,6,3,1 - B,144,Railroad Commissioner,Roman McAllen,DEM,26,19,0,7
Lopeno Community Center,3/6/2018,Primary Election,6,3,1 - B,144,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,32,23,0,9
Lopeno Community Center,3/6/2018,Primary Election,6,3,1 - B,144,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,32,23,0,9
Lopeno Community Center,3/6/2018,Primary Election,6,3,1 - B,144,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,32,23,0,9
Lopeno Community Center,3/6/2018,Primary Election,6,3,1 - B,144,"Presiding Judge, Court of Criminal Appeals",Maria T. (Terri) Jackson,DEM,33,24,0,9
Lopeno Community Center,3/6/2018,Primary Election,6,3,1 - B,144,"Judge, Court of Criminal Appeals, Place 7",Ramona Franklin,DEM,33,24,0,9
Lopeno Community Center,3/6/2018,Primary Election,6,3,1 - B,144,"State Representative,
District No. 80",Tracy King,DEM,38,27,0,11
Lopeno Community Center,3/6/2018,Primary Election,6,3,1 - B,144,"Justice, 4th Court of Appeals District, Place No. 2",Beth Watkins,DEM,32,23,0,9
Lopeno Community Center,3/6/2018,Primary Election,6,3,1 - B,144,"Justice, 4th Court of Appeals District, Place No. 3",Patricia O'Connell Alvarez,DEM,36,26,0,10
Lopeno Community Center,3/6/2018,Primary Election,6,3,1 - B,144,"Justice, 4th Court of Appeals District, Place No. 4",Luz Elena Chapa,DEM,36,26,0,10
Lopeno Community Center,3/6/2018,Primary Election,6,3,1 - B,144,"Justice, 4th Court of Appeals District, Place No. 5",Liza Rodriguez,DEM,36,26,0,10
Lopeno Community Center,3/6/2018,Primary Election,6,3,1 - B,144,"Justice, 4th Court of Appeals District, Place No. 7",Rebeca Martinez,DEM,38,28,0,10
Lopeno Community Center,3/6/2018,Primary Election,6,3,1 - B,144,"District Judge, 49th Judicial District",Joe Lopez,DEM,48,34,0,14
Lopeno Community Center,3/6/2018,Primary Election,6,3,1 - B,144,County Judge,Joe Rathmell,DEM,46,33,0,13
Lopeno Community Center,3/6/2018,Primary Election,6,3,1 - B,144,District Clerk,Dora Mtz. Castañon,DEM,41,29,0,12
Lopeno Community Center,3/6/2018,Primary Election,6,3,1 - B,144,County Clerk,Mary Jayne Villarreal-Bonoan,DEM,44,30,0,14
Lopeno Community Center,3/6/2018,Primary Election,6,3,1 - B,144,County Treasurer,Romeo Salinas,DEM,47,34,0,13
Lopeno Community Center,3/6/2018,Primary Election,6,3,1 - B,144,"Justice of the Peace,
Precinct No. 1","Eliza Yvonne Garcia ""EY""",DEM,2,1,0,1
Lopeno Community Center,3/6/2018,Primary Election,6,3,1 - B,144,"Justice of the Peace,
Precinct No. 1",Anna Muñoz Guerra,DEM,60,45,2,15
Lopeno Community Center,3/6/2018,Primary Election,6,3,1 - B,144,Proposition #1,Yes,DEM,34,24,0,10
Lopeno Community Center,3/6/2018,Primary Election,6,3,1 - B,144,Proposition #1,No,DEM,4,4,0,0
Lopeno Community Center,3/6/2018,Primary Election,6,3,1 - B,144,Proposition #2,Yes,DEM,37,27,0,10
Lopeno Community Center,3/6/2018,Primary Election,6,3,1 - B,144,Proposition #2,No,DEM,0,0,0,0
Lopeno Community Center,3/6/2018,Primary Election,6,3,1 - B,144,Proposition #3,Yes,DEM,37,27,0,10
Lopeno Community Center,3/6/2018,Primary Election,6,3,1 - B,144,Proposition #3,No,DEM,1,1,0,0
Lopeno Community Center,3/6/2018,Primary Election,6,3,1 - B,144,Proposition #4,Yes,DEM,37,27,0,10
Lopeno Community Center,3/6/2018,Primary Election,6,3,1 - B,144,Proposition #4,No,DEM,0,0,0,0
Lopeno Community Center,3/6/2018,Primary Election,6,3,1 - B,144,Proposition #5,Yes,DEM,37,27,0,10
Lopeno Community Center,3/6/2018,Primary Election,6,3,1 - B,144,Proposition #5,No,DEM,0,0,0,0
Lopeno Community Center,3/6/2018,Primary Election,6,3,1 - B,144,Proposition #6,Yes,DEM,37,27,0,10
Lopeno Community Center,3/6/2018,Primary Election,6,3,1 - B,144,Proposition #6,No,DEM,0,0,0,0
Lopeno Community Center,3/6/2018,Primary Election,6,3,1 - B,144,Proposition #7,Yes,DEM,37,27,0,10
Lopeno Community Center,3/6/2018,Primary Election,6,3,1 - B,144,Proposition #7,No,DEM,0,0,0,0
Lopeno Community Center,3/6/2018,Primary Election,6,3,1 - B,144,Proposition #8,Yes,DEM,36,27,0,9
Lopeno Community Center,3/6/2018,Primary Election,6,3,1 - B,144,Proposition #8,No,DEM,2,1,0,1
Lopeno Community Center,3/6/2018,Primary Election,6,3,1 - B,144,Proposition #9,Yes,DEM,37,27,0,10
Lopeno Community Center,3/6/2018,Primary Election,6,3,1 - B,144,Proposition #9,No,DEM,0,0,0,0
Lopeno Community Center,3/6/2018,Primary Election,6,3,1 - B,144,Proposition #10,Yes,DEM,37,27,0,10
Lopeno Community Center,3/6/2018,Primary Election,6,3,1 - B,144,Proposition #10,No,DEM,1,1,0,0
Lopeno Community Center,3/6/2018,Primary Election,6,3,1 - B,144,Proposition #11,Yes,DEM,32,24,0,8
Lopeno Community Center,3/6/2018,Primary Election,6,3,1 - B,144,Proposition #11,No,DEM,5,3,0,2
Lopeno Community Center,3/6/2018,Primary Election,6,3,1 - B,144,Proposition #12,Yes,DEM,38,28,0,10
Lopeno Community Center,3/6/2018,Primary Election,6,3,1 - B,144,Proposition #12,No,DEM,0,0,0,0
Zapata County Pavillion,3/6/2018,Primary Election,6,3,2,1243,United States Senator,Sema Hernandez,DEM,167,70,1,97
Zapata County Pavillion,3/6/2018,Primary Election,6,3,2,1243,United States Senator,Edward Kimbrough,DEM,48,19,0,29
Zapata County Pavillion,3/6/2018,Primary Election,6,3,2,1243,United States Senator,Beto O'Rourke,DEM,166,67,1,99
Zapata County Pavillion,3/6/2018,Primary Election,6,3,2,1243,"United States Representative, District No. 28",Henry Cuellar,DEM,363,163,3,200
Zapata County Pavillion,3/6/2018,Primary Election,6,3,2,1243,Governor,James Jolly Clark,DEM,14,4,1,10
Zapata County Pavillion,3/6/2018,Primary Election,6,3,2,1243,Governor,"Cedric Davis, Sr.",DEM,4,0,0,4
Zapata County Pavillion,3/6/2018,Primary Election,6,3,2,1243,Governor,Joe Mumbach,DEM,5,3,0,2
Zapata County Pavillion,3/6/2018,Primary Election,6,3,2,1243,Governor,Adrian Ocegueda,DEM,46,21,0,25
Zapata County Pavillion,3/6/2018,Primary Election,6,3,2,1243,Governor,Jeffrey Payne,DEM,16,5,0,11
Zapata County Pavillion,3/6/2018,Primary Election,6,3,2,1243,Governor,Lupe Valdez,DEM,178,80,0,98
Zapata County Pavillion,3/6/2018,Primary Election,6,3,2,1243,Governor,Tom Wakely,DEM,8,4,0,4
Zapata County Pavillion,3/6/2018,Primary Election,6,3,2,1243,Governor,Andrew White,DEM,30,14,0,16
Zapata County Pavillion,3/6/2018,Primary Election,6,3,2,1243,Governor,Grady Yarbrough,DEM,21,9,1,12
Zapata County Pavillion,3/6/2018,Primary Election,6,3,2,1243,Lieutenant Governor,Mike Collier,DEM,125,56,1,69
Zapata County Pavillion,3/6/2018,Primary Election,6,3,2,1243,Lieutenant Governor,Michael Cooper,DEM,178,81,0,97
Zapata County Pavillion,3/6/2018,Primary Election,6,3,2,1243,Attorney General,Justin Nelson,DEM,249,108,1,141
Zapata County Pavillion,3/6/2018,Primary Election,6,3,2,1243,Comptroller of Public Accounts,Joi Chevalier,DEM,80,29,1,51
Zapata County Pavillion,3/6/2018,Primary Election,6,3,2,1243,Comptroller of Public Accounts,Tim Mahoney,DEM,213,102,0,111
Zapata County Pavillion,3/6/2018,Primary Election,6,3,2,1243,Commissioner of the General Land Office,Tex Morgan,DEM,60,25,1,35
Zapata County Pavillion,3/6/2018,Primary Election,6,3,2,1243,Commissioner of the General Land Office,Miguel Suazo,DEM,251,113,1,138
Zapata County Pavillion,3/6/2018,Primary Election,6,3,2,1243,Commissioner of Agriculture,Kim Olson,DEM,235,99,1,136
Zapata County Pavillion,3/6/2018,Primary Election,6,3,2,1243,Railroad Commissioner,Chris Spellmon,DEM,71,36,1,35
Zapata County Pavillion,3/6/2018,Primary Election,6,3,2,1243,Railroad Commissioner,Roman McAllen,DEM,216,93,1,123
Zapata County Pavillion,3/6/2018,Primary Election,6,3,2,1243,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,239,100,1,139
Zapata County Pavillion,3/6/2018,Primary Election,6,3,2,1243,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,236,98,1,138
