Political_Subdivision,Election_Date,Election_Name,Total PV Ballots,Total PV Ballots Counted,Precinct_name,Update_count,Pct_seq_nbr,Reg_voters,Turn_Out,Contest_Id,Contest_seq_nbr,Contest_title,Contest_party_name,Selectable_Options,candidate_id,candidate_name,Candidate_Type,cand_seq_nbr,Party_Code,total_ballots,total_votes,total_under_votes,early_ballots,early_votes,early_under_votes,election_ballots,election_votes,election_under_votes,election_over_votes
Castro County,11/4/2014,General Election,3,2,101,3,1,762,0.18,19,19,"State Senator, District 31",,1,2,Steven Gibson,C,2,LIB,140,9,42,25,0,7,115,9,35,0
Castro County,11/4/2014,General Election,3,2,101,3,1,762,0.18,20,20,"State Representative, District 88",,1,1,Ken King,C,1,REP,140,97,37,25,19,6,115,78,31,0
Castro County,11/4/2014,General Election,3,2,101,3,1,762,0.18,20,20,"State Representative, District 88",,1,2,Kerry McKennon,C,2,LIB,140,6,37,25,0,6,115,6,31,0
Castro County,11/4/2014,General Election,3,2,101,3,1,762,0.18,21,21,"Chief Justice, 7th Court of Appeals District",,1,1,Brian Quinn,C,1,REP,140,88,52,25,17,8,115,71,44,0
Castro County,11/4/2014,General Election,3,2,101,3,1,762,0.18,22,22,"District Judge, 64th Judicial District",,1,1,Rob Kinkaid,C,1,REP,140,91,49,25,18,7,115,73,42,0
Castro County,11/4/2014,General Election,3,2,101,3,1,762,0.18,23,23,"District Judge, 242nd Judicial District",,1,1,"Lowell ""Kregg"" Hukill",C,1,REP,140,91,49,25,18,7,115,73,42,0
Castro County,11/4/2014,General Election,3,2,101,3,1,762,0.18,24,24,County Judge,,1,1,Carroll Gerber,C,1,REP,140,94,46,25,20,5,115,74,41,0
Castro County,11/4/2014,General Election,3,2,101,3,1,762,0.18,25,25,District and County Clerk,,1,1,JoAnna Blanco,C,1,DEM,140,90,50,25,10,15,115,80,35,0
Castro County,11/4/2014,General Election,3,2,101,3,1,762,0.18,26,26,County Treasurer,,1,1,Kristen Yorton,C,1,DEM,140,88,52,25,10,15,115,78,37,0
Castro County,11/4/2014,General Election,3,2,101,3,1,762,0.18,27,27,Justice of the Peace,,1,1,"Oreda ""Jo"" Campbell",C,1,DEM,140,83,51,25,8,12,115,75,39,0
Castro County,11/4/2014,General Election,3,2,101,3,1,762,0.18,27,27,Justice of the Peace,,1,3,Mary Ewing,W,2,,140,6,51,25,5,12,115,1,39,0
Castro County,11/4/2014,General Election,3,2,101,3,1,762,0.18,30,30,Proposed Constitutional Amendment No.1,,1,1,For,C,1,,140,74,42,25,11,9,115,63,33,0
Castro County,11/4/2014,General Election,3,2,101,3,1,762,0.18,30,30,Proposed Constitutional Amendment No.1,,1,2,Against,C,2,,140,24,42,25,5,9,115,19,33,0
Castro County,11/4/2014,General Election,3,2,105,3,2,72,0.31,2,2,Straight Party,,1,1,Republican,C,1,REP,22,6,15,7,1,5,15,5,10,0
Castro County,11/4/2014,General Election,3,2,105,3,2,72,0.31,2,2,Straight Party,,1,2,Democratic,C,2,DEM,22,1,15,7,1,5,15,0,10,0
Castro County,11/4/2014,General Election,3,2,105,3,2,72,0.31,2,2,Straight Party,,1,3,Libertarian,C,3,LIB,22,0,15,7,0,5,15,0,10,0
Castro County,11/4/2014,General Election,3,2,105,3,2,72,0.31,2,2,Straight Party,,1,4,Green,C,4,GRN,22,0,15,7,0,5,15,0,10,0
Castro County,11/4/2014,General Election,3,2,105,3,2,72,0.31,3,3,United States Senator,,1,1,John Cornyn,C,1,REP,22,19,0,7,5,0,15,14,0,0
Castro County,11/4/2014,General Election,3,2,105,3,2,72,0.31,3,3,United States Senator,,1,2,David M. Alameel,C,2,DEM,22,1,0,7,1,0,15,0,0,0
Castro County,11/4/2014,General Election,3,2,105,3,2,72,0.31,3,3,United States Senator,,1,3,Rebecca Paddock,C,3,LIB,22,2,0,7,1,0,15,1,0,0
Castro County,11/4/2014,General Election,3,2,105,3,2,72,0.31,3,3,United States Senator,,1,4,"Emily ""Spicybrown"" Sanchez",C,4,GRN,22,0,0,7,0,0,15,0,0,0
Castro County,11/4/2014,General Election,3,2,105,3,2,72,0.31,3,3,United States Senator,,1,6,Mohammed Tahiro,W,5,,22,0,0,7,0,0,15,0,0,0
Castro County,11/4/2014,General Election,3,2,105,3,2,72,0.31,4,4,"United States Representative, District 19",,1,1,Randy Neugebauer,C,1,REP,22,19,1,7,5,0,15,14,1,0
Castro County,11/4/2014,General Election,3,2,105,3,2,72,0.31,4,4,"United States Representative, District 19",,1,2,Neal Marchbanks,C,2,DEM,22,1,1,7,1,0,15,0,1,0
Castro County,11/4/2014,General Election,3,2,105,3,2,72,0.31,4,4,"United States Representative, District 19",,1,3,"Richard ""Chip"" Peterson",C,3,LIB,22,1,1,7,1,0,15,0,1,0
Castro County,11/4/2014,General Election,3,2,105,3,2,72,0.31,4,4,"United States Representative, District 19",,1,5,Donald L. Vance,W,4,,22,0,1,7,0,0,15,0,1,0
Castro County,11/4/2014,General Election,3,2,105,3,2,72,0.31,5,5,Governor,,1,1,Greg Abbott,C,1,REP,22,21,0,7,6,0,15,15,0,0
Castro County,11/4/2014,General Election,3,2,105,3,2,72,0.31,5,5,Governor,,1,2,Wendy R. Davis,C,2,DEM,22,1,0,7,1,0,15,0,0,0
Castro County,11/4/2014,General Election,3,2,105,3,2,72,0.31,5,5,Governor,,1,3,Kathie Glass,C,3,LIB,22,0,0,7,0,0,15,0,0,0
Castro County,11/4/2014,General Election,3,2,105,3,2,72,0.31,5,5,Governor,,1,4,Brandon Parmer,C,4,GRN,22,0,0,7,0,0,15,0,0,0
Castro County,11/4/2014,General Election,3,2,105,3,2,72,0.31,5,5,Governor,,1,6,Sarah M. Pavitt,W,5,,22,0,0,7,0,0,15,0,0,0
Castro County,11/4/2014,General Election,3,2,105,3,2,72,0.31,6,6,Lieutenant Governor,,1,1,Dan Patrick,C,1,REP,22,19,0,7,4,0,15,15,0,0
Castro County,11/4/2014,General Election,3,2,105,3,2,72,0.31,6,6,Lieutenant Governor,,1,2,Leticia Van de Putte,C,2,DEM,22,0,0,7,0,0,15,0,0,0
Castro County,11/4/2014,General Election,3,2,105,3,2,72,0.31,6,6,Lieutenant Governor,,1,3,Robert D. Butler,C,3,LIB,22,3,0,7,3,0,15,0,0,0
Castro County,11/4/2014,General Election,3,2,105,3,2,72,0.31,6,6,Lieutenant Governor,,1,4,Chandrakantha Courtney,C,4,GRN,22,0,0,7,0,0,15,0,0,0
Castro County,11/4/2014,General Election,3,2,105,3,2,72,0.31,7,7,Attorney General,,1,1,Ken Paxton,C,1,REP,22,20,0,7,7,0,15,13,0,0
Castro County,11/4/2014,General Election,3,2,105,3,2,72,0.31,7,7,Attorney General,,1,2,Sam Houston,C,2,DEM,22,2,0,7,0,0,15,2,0,0
Castro County,11/4/2014,General Election,3,2,105,3,2,72,0.31,7,7,Attorney General,,1,3,Jamie Balagia,C,3,LIB,22,0,0,7,0,0,15,0,0,0
Castro County,11/4/2014,General Election,3,2,105,3,2,72,0.31,7,7,Attorney General,,1,4,Jamar Osborne,C,4,GRN,22,0,0,7,0,0,15,0,0,0
Castro County,11/4/2014,General Election,3,2,105,3,2,72,0.31,8,8,Comptroller of Public Accounts,,1,1,Glenn Hegar,C,1,REP,22,16,2,7,4,2,15,12,0,0
Castro County,11/4/2014,General Election,3,2,105,3,2,72,0.31,8,8,Comptroller of Public Accounts,,1,2,Mike Collier,C,2,DEM,22,4,2,7,1,2,15,3,0,0
Castro County,11/4/2014,General Election,3,2,105,3,2,72,0.31,8,8,Comptroller of Public Accounts,,1,3,Ben Sanders,C,3,LIB,22,0,2,7,0,2,15,0,0,0
Castro County,11/4/2014,General Election,3,2,105,3,2,72,0.31,8,8,Comptroller of Public Accounts,,1,4,Deb Shafto,C,4,GRN,22,0,2,7,0,2,15,0,0,0
Castro County,11/4/2014,General Election,3,2,105,3,2,72,0.31,9,9,Commissioner of the General Land Office,,1,1,George P. Bush,C,1,REP,22,18,0,7,4,0,15,14,0,0
Castro County,11/4/2014,General Election,3,2,105,3,2,72,0.31,9,9,Commissioner of the General Land Office,,1,2,John Cook,C,2,DEM,22,4,0,7,3,0,15,1,0,0
Castro County,11/4/2014,General Election,3,2,105,3,2,72,0.31,9,9,Commissioner of the General Land Office,,1,3,Justin Knight,C,3,LIB,22,0,0,7,0,0,15,0,0,0
Castro County,11/4/2014,General Election,3,2,105,3,2,72,0.31,9,9,Commissioner of the General Land Office,,1,4,Valerie Alessi,C,4,GRN,22,0,0,7,0,0,15,0,0,0
Castro County,11/4/2014,General Election,3,2,105,3,2,72,0.31,10,10,Commissioner of Agriculture,,1,1,Sid Miller,C,1,REP,22,15,1,7,2,1,15,13,0,0
Castro County,11/4/2014,General Election,3,2,105,3,2,72,0.31,10,10,Commissioner of Agriculture,,1,2,Jim Hogan,C,2,DEM,22,3,1,7,1,1,15,2,0,0
Castro County,11/4/2014,General Election,3,2,105,3,2,72,0.31,10,10,Commissioner of Agriculture,,1,3,"David ""Rocky"" Palmquist",C,3,LIB,22,0,1,7,0,1,15,0,0,0
Castro County,11/4/2014,General Election,3,2,105,3,2,72,0.31,10,10,Commissioner of Agriculture,,1,4,Kenneth Kendrick,C,4,GRN,22,3,1,7,3,1,15,0,0,0
Castro County,11/4/2014,General Election,3,2,105,3,2,72,0.31,11,11,Railroad Commissioner,,1,1,Ryan Sitton,C,1,REP,22,15,1,7,2,1,15,13,0,0
Castro County,11/4/2014,General Election,3,2,105,3,2,72,0.31,11,11,Railroad Commissioner,,1,2,Steve Brown,C,2,DEM,22,3,1,7,1,1,15,2,0,0
Castro County,11/4/2014,General Election,3,2,105,3,2,72,0.31,11,11,Railroad Commissioner,,1,3,Mark A. Miller,C,3,LIB,22,3,1,7,3,1,15,0,0,0
Castro County,11/4/2014,General Election,3,2,105,3,2,72,0.31,11,11,Railroad Commissioner,,1,4,Martina Salinas,C,4,GRN,22,0,1,7,0,1,15,0,0,0
Castro County,11/4/2014,General Election,3,2,105,3,2,72,0.31,12,12,"Chief Justice, Supreme Court",,1,1,Nathan Hecht,C,1,REP,22,17,3,7,5,2,15,12,1,0
Castro County,11/4/2014,General Election,3,2,105,3,2,72,0.31,12,12,"Chief Justice, Supreme Court",,1,2,William Moody,C,2,DEM,22,2,3,7,0,2,15,2,1,0
Castro County,11/4/2014,General Election,3,2,105,3,2,72,0.31,12,12,"Chief Justice, Supreme Court",,1,3,Tom Oxford,C,3,LIB,22,0,3,7,0,2,15,0,1,0
Castro County,11/4/2014,General Election,3,2,105,3,2,72,0.31,13,13,"Justice, Supreme Court, Place 6, Unexpired Term",,1,1,Jeff Brown,C,1,REP,22,15,2,7,2,1,15,13,1,0
Castro County,11/4/2014,General Election,3,2,105,3,2,72,0.31,13,13,"Justice, Supreme Court, Place 6, Unexpired Term",,1,2,Lawrence Edward Meyers,C,2,DEM,22,1,2,7,0,1,15,1,1,0
Castro County,11/4/2014,General Election,3,2,105,3,2,72,0.31,13,13,"Justice, Supreme Court, Place 6, Unexpired Term",,1,3,Mark Ash,C,3,LIB,22,4,2,7,4,1,15,0,1,0
Castro County,11/4/2014,General Election,3,2,105,3,2,72,0.31,14,14,"Justice, Supreme Court, Place 7",,1,1,Jeff Boyd,C,1,REP,22,16,3,7,3,2,15,13,1,0
Castro County,11/4/2014,General Election,3,2,105,3,2,72,0.31,14,14,"Justice, Supreme Court, Place 7",,1,2,Gina Benavides,C,2,DEM,22,3,3,7,2,2,15,1,1,0
Castro County,11/4/2014,General Election,3,2,105,3,2,72,0.31,14,14,"Justice, Supreme Court, Place 7",,1,3,Don Fulton,C,3,LIB,22,0,3,7,0,2,15,0,1,0
Castro County,11/4/2014,General Election,3,2,105,3,2,72,0.31,14,14,"Justice, Supreme Court, Place 7",,1,4,Charles E. Waterbury,C,4,GRN,22,0,3,7,0,2,15,0,1,0
Castro County,11/4/2014,General Election,3,2,105,3,2,72,0.31,15,15,"Justice, Supreme Court, Place 8",,1,1,Phil Johnson,C,1,REP,22,19,3,7,5,2,15,14,1,0
Castro County,11/4/2014,General Election,3,2,105,3,2,72,0.31,15,15,"Justice, Supreme Court, Place 8",,1,2,RS Roberto Koelsch,C,2,LIB,22,0,3,7,0,2,15,0,1,0
Castro County,11/4/2014,General Election,3,2,105,3,2,72,0.31,15,15,"Justice, Supreme Court, Place 8",,1,3,Jim Chisolm,C,3,GRN,22,0,3,7,0,2,15,0,1,0
Castro County,11/4/2014,General Election,3,2,105,3,2,72,0.31,16,16,"Judge, Court of Criminal Appeals, Place 3",,1,1,Bert Richardson,C,1,REP,22,17,3,7,5,2,15,12,1,0
Castro County,11/4/2014,General Election,3,2,105,3,2,72,0.31,16,16,"Judge, Court of Criminal Appeals, Place 3",,1,2,John Granberg,C,2,DEM,22,2,3,7,0,2,15,2,1,0
Castro County,11/4/2014,General Election,3,2,105,3,2,72,0.31,16,16,"Judge, Court of Criminal Appeals, Place 3",,1,3,Mark W. Bennett,C,3,LIB,22,0,3,7,0,2,15,0,1,0
Castro County,11/4/2014,General Election,3,2,105,3,2,72,0.31,17,17,"Judge, Court of Criminal Appeals, Place 4",,1,1,Kevin Patrick Yeary,C,1,REP,22,15,3,7,2,2,15,13,1,0
Castro County,11/4/2014,General Election,3,2,105,3,2,72,0.31,17,17,"Judge, Court of Criminal Appeals, Place 4",,1,2,Quanah Parker,C,2,LIB,22,4,3,7,3,2,15,1,1,0
Castro County,11/4/2014,General Election,3,2,105,3,2,72,0.31,17,17,"Judge, Court of Criminal Appeals, Place 4",,1,3,Judith Sanders-Castro,C,3,GRN,22,0,3,7,0,2,15,0,1,0
Castro County,11/4/2014,General Election,3,2,105,3,2,72,0.31,18,18,"Judge, Court of Criminal Appeals, Place 9",,1,1,David Newell,C,1,REP,22,16,3,7,2,2,15,14,1,0
Castro County,11/4/2014,General Election,3,2,105,3,2,72,0.31,18,18,"Judge, Court of Criminal Appeals, Place 9",,1,2,"William Bryan Strange, III",C,2,LIB,22,3,3,7,3,2,15,0,1,0
Castro County,11/4/2014,General Election,3,2,105,3,2,72,0.31,18,18,"Judge, Court of Criminal Appeals, Place 9",,1,3,George Joseph Altgelt,C,3,GRN,22,0,3,7,0,2,15,0,1,0
Castro County,11/4/2014,General Election,3,2,105,3,2,72,0.31,19,19,"State Senator, District 31",,1,1,Kel Seliger,C,1,REP,22,20,1,7,6,1,15,14,0,0
Castro County,11/4/2014,General Election,3,2,105,3,2,72,0.31,19,19,"State Senator, District 31",,1,2,Steven Gibson,C,2,LIB,22,1,1,7,0,1,15,1,0,0
Castro County,11/4/2014,General Election,3,2,105,3,2,72,0.31,20,20,"State Representative, District 88",,1,1,Ken King,C,1,REP,22,21,1,7,6,1,15,15,0,0
Castro County,11/4/2014,General Election,3,2,105,3,2,72,0.31,20,20,"State Representative, District 88",,1,2,Kerry McKennon,C,2,LIB,22,0,1,7,0,1,15,0,0,0
Castro County,11/4/2014,General Election,3,2,105,3,2,72,0.31,21,21,"Chief Justice, 7th Court of Appeals District",,1,1,Brian Quinn,C,1,REP,22,19,3,7,5,2,15,14,1,0
Castro County,11/4/2014,General Election,3,2,105,3,2,72,0.31,22,22,"District Judge, 64th Judicial District",,1,1,Rob Kinkaid,C,1,REP,22,19,3,7,5,2,15,14,1,0
Castro County,11/4/2014,General Election,3,2,105,3,2,72,0.31,23,23,"District Judge, 242nd Judicial District",,1,1,"Lowell ""Kregg"" Hukill",C,1,REP,22,19,3,7,5,2,15,14,1,0
Castro County,11/4/2014,General Election,3,2,105,3,2,72,0.31,24,24,County Judge,,1,1,Carroll Gerber,C,1,REP,22,21,1,7,6,1,15,15,0,0
