"BOX 101" ,20 ,"UNITED STATES SENATOR" ,10 ,"TED CRUZ" ,"REP" ,"ELECTION DAY" ,19 ,
"BOX 101" ,40 ,"GOVERNOR" ,10 ,"GREG ABBOTT" ,"REP" ,"EARLY VOTING - OS" ,0 ,
"BOX 101" ,40 ,"GOVERNOR" ,10 ,"GREG ABBOTT" ,"REP" ,"Total" ,38 ,
"BOX 101" ,40 ,"GOVERNOR" ,20 ,"LUPE VALDEZ" ,"DEM" ,"ELECTION DAY" ,1 ,
"BOX 101" ,40 ,"GOVERNOR" ,20 ,"LUPE VALDEZ" ,"DEM" ,"EARLY VOTING - TS" ,2 ,
"BOX 101" ,40 ,"GOVERNOR" ,20 ,"LUPE VALDEZ" ,"DEM" ,"EARLY VOTING - OS" ,1 ,
"BOX 101" ,40 ,"GOVERNOR" ,20 ,"LUPE VALDEZ" ,"DEM" ,"Total" ,4 ,
"BOX 101" ,40 ,"GOVERNOR" ,30 ,"MARK JAY TIPPETTS" ,"LIB" ,"ELECTION DAY" ,1 ,
"BOX 101" ,40 ,"GOVERNOR" ,30 ,"MARK JAY TIPPETTS" ,"LIB" ,"EARLY VOTING - TS" ,0 ,
"BOX 101" ,40 ,"GOVERNOR" ,30 ,"MARK JAY TIPPETTS" ,"LIB" ,"EARLY VOTING - OS" ,0 ,
"BOX 101" ,40 ,"GOVERNOR" ,30 ,"MARK JAY TIPPETTS" ,"LIB" ,"Total" ,1 ,
"BOX 101" ,50 ,"LIEUTENANT GOVERNOR" ,10 ,"DAN PATRICK" ,"REP" ,"ELECTION DAY" ,20 ,
"BOX 101" ,50 ,"LIEUTENANT GOVERNOR" ,10 ,"DAN PATRICK" ,"REP" ,"EARLY VOTING - TS" ,17 ,
"BOX 101" ,50 ,"LIEUTENANT GOVERNOR" ,10 ,"DAN PATRICK" ,"REP" ,"EARLY VOTING - OS" ,0 ,
"BOX 101" ,50 ,"LIEUTENANT GOVERNOR" ,10 ,"DAN PATRICK" ,"REP" ,"Total" ,37 ,
"BOX 101" ,50 ,"LIEUTENANT GOVERNOR" ,20 ,"MIKE COLLIER" ,"DEM" ,"ELECTION DAY" ,0 ,
"BOX 101" ,50 ,"LIEUTENANT GOVERNOR" ,20 ,"MIKE COLLIER" ,"DEM" ,"EARLY VOTING - TS" ,6 ,
"BOX 101" ,50 ,"LIEUTENANT GOVERNOR" ,20 ,"MIKE COLLIER" ,"DEM" ,"EARLY VOTING - OS" ,1 ,
"BOX 101" ,50 ,"LIEUTENANT GOVERNOR" ,20 ,"MIKE COLLIER" ,"DEM" ,"Total" ,7 ,
"BOX 101" ,50 ,"LIEUTENANT GOVERNOR" ,30 ,"KERRY DOUGLAS McKENN" ,"LIB" ,"ELECTION DAY" ,0 ,
"BOX 101" ,50 ,"LIEUTENANT GOVERNOR" ,30 ,"KERRY DOUGLAS McKENN" ,"LIB" ,"EARLY VOTING - TS" ,0 ,
"BOX 101" ,50 ,"LIEUTENANT GOVERNOR" ,30 ,"KERRY DOUGLAS McKENN" ,"LIB" ,"EARLY VOTING - OS" ,0 ,
"BOX 101" ,50 ,"LIEUTENANT GOVERNOR" ,30 ,"KERRY DOUGLAS McKENN" ,"LIB" ,"Total" ,0 ,
"BOX 101" ,60 ,"ATTORNEY GENERAL" ,10 ,"KEN PAXTON" ,"REP" ,"ELECTION DAY" ,17 ,
"BOX 101" ,60 ,"ATTORNEY GENERAL" ,10 ,"KEN PAXTON" ,"REP" ,"EARLY VOTING - TS" ,20 ,
"BOX 101" ,60 ,"ATTORNEY GENERAL" ,10 ,"KEN PAXTON" ,"REP" ,"EARLY VOTING - OS" ,0 ,
"BOX 101" ,60 ,"ATTORNEY GENERAL" ,10 ,"KEN PAXTON" ,"REP" ,"Total" ,37 ,
"BOX 101" ,60 ,"ATTORNEY GENERAL" ,20 ,"JUSTIN NELSON" ,"DEM" ,"ELECTION DAY" ,2 ,
"BOX 101" ,60 ,"ATTORNEY GENERAL" ,20 ,"JUSTIN NELSON" ,"DEM" ,"EARLY VOTING - TS" ,2 ,
"BOX 101" ,60 ,"ATTORNEY GENERAL" ,20 ,"JUSTIN NELSON" ,"DEM" ,"EARLY VOTING - OS" ,1 ,
"BOX 101" ,60 ,"ATTORNEY GENERAL" ,20 ,"JUSTIN NELSON" ,"DEM" ,"Total" ,5 ,
"BOX 101" ,60 ,"ATTORNEY GENERAL" ,30 ,"MICHAEL RAY HARRIS" ,"LIB" ,"ELECTION DAY" ,0 ,
"BOX 101" ,60 ,"ATTORNEY GENERAL" ,30 ,"MICHAEL RAY HARRIS" ,"LIB" ,"EARLY VOTING - TS" ,0 ,
"BOX 101" ,60 ,"ATTORNEY GENERAL" ,30 ,"MICHAEL RAY HARRIS" ,"LIB" ,"EARLY VOTING - OS" ,0 ,
"BOX 101" ,60 ,"ATTORNEY GENERAL" ,30 ,"MICHAEL RAY HARRIS" ,"LIB" ,"Total" ,0 ,
"BOX 101" ,70 ,"COMPTROLLER OF PUBLIC ACCOUNTS" ,10 ,"GLENN HEGAR" ,"REP" ,"ELECTION DAY" ,17 ,
"BOX 101" ,70 ,"COMPTROLLER OF PUBLIC ACCOUNTS" ,10 ,"GLENN HEGAR" ,"REP" ,"EARLY VOTING - TS" ,19 ,
"BOX 101" ,70 ,"COMPTROLLER OF PUBLIC ACCOUNTS" ,10 ,"GLENN HEGAR" ,"REP" ,"EARLY VOTING - OS" ,0 ,
"BOX 101" ,70 ,"COMPTROLLER OF PUBLIC ACCOUNTS" ,10 ,"GLENN HEGAR" ,"REP" ,"Total" ,36 ,
"BOX 101" ,70 ,"COMPTROLLER OF PUBLIC ACCOUNTS" ,20 ,"JOI CHEVALIER" ,"DEM" ,"ELECTION DAY" ,1 ,
"BOX 101" ,70 ,"COMPTROLLER OF PUBLIC ACCOUNTS" ,20 ,"JOI CHEVALIER" ,"DEM" ,"EARLY VOTING - TS" ,3 ,
"BOX 101" ,70 ,"COMPTROLLER OF PUBLIC ACCOUNTS" ,20 ,"JOI CHEVALIER" ,"DEM" ,"EARLY VOTING - OS" ,0 ,
"BOX 101" ,70 ,"COMPTROLLER OF PUBLIC ACCOUNTS" ,20 ,"JOI CHEVALIER" ,"DEM" ,"Total" ,4 ,
"BOX 101" ,70 ,"COMPTROLLER OF PUBLIC ACCOUNTS" ,30 ,"BEN SANDERS" ,"LIB" ,"ELECTION DAY" ,0 ,
"BOX 101" ,70 ,"COMPTROLLER OF PUBLIC ACCOUNTS" ,30 ,"BEN SANDERS" ,"LIB" ,"EARLY VOTING - TS" ,0 ,
"BOX 101" ,70 ,"COMPTROLLER OF PUBLIC ACCOUNTS" ,30 ,"BEN SANDERS" ,"LIB" ,"EARLY VOTING - OS" ,1 ,
"BOX 101" ,70 ,"COMPTROLLER OF PUBLIC ACCOUNTS" ,30 ,"BEN SANDERS" ,"LIB" ,"Total" ,1 ,
"BOX 101" ,80 ,"COMMISSIONER OF THE GENERAL LAND OFFICE" ,10 ,"GEORGE P. BUSH" ,"REP" ,"ELECTION DAY" ,17 ,
"BOX 101" ,80 ,"COMMISSIONER OF THE GENERAL LAND OFFICE" ,10 ,"GEORGE P. BUSH" ,"REP" ,"EARLY VOTING - TS" ,18 ,
"BOX 101" ,80 ,"COMMISSIONER OF THE GENERAL LAND OFFICE" ,10 ,"GEORGE P. BUSH" ,"REP" ,"EARLY VOTING - OS" ,0 ,
"BOX 101" ,80 ,"COMMISSIONER OF THE GENERAL LAND OFFICE" ,10 ,"GEORGE P. BUSH" ,"REP" ,"Total" ,35 ,
"BOX 101" ,80 ,"COMMISSIONER OF THE GENERAL LAND OFFICE" ,20 ,"MIGUEL SUAZO" ,"DEM" ,"ELECTION DAY" ,1 ,
"BOX 101" ,80 ,"COMMISSIONER OF THE GENERAL LAND OFFICE" ,20 ,"MIGUEL SUAZO" ,"DEM" ,"EARLY VOTING - TS" ,2 ,
"BOX 101" ,80 ,"COMMISSIONER OF THE GENERAL LAND OFFICE" ,20 ,"MIGUEL SUAZO" ,"DEM" ,"EARLY VOTING - OS" ,1 ,
"BOX 101" ,80 ,"COMMISSIONER OF THE GENERAL LAND OFFICE" ,20 ,"MIGUEL SUAZO" ,"DEM" ,"Total" ,4 ,
"BOX 101" ,80 ,"COMMISSIONER OF THE GENERAL LAND OFFICE" ,30 ,"MATT PINA" ,"LIB" ,"ELECTION DAY" ,0 ,
"BOX 101" ,80 ,"COMMISSIONER OF THE GENERAL LAND OFFICE" ,30 ,"MATT PINA" ,"LIB" ,"EARLY VOTING - TS" ,1 ,
"BOX 101" ,80 ,"COMMISSIONER OF THE GENERAL LAND OFFICE" ,30 ,"MATT PINA" ,"LIB" ,"EARLY VOTING - OS" ,0 ,
"BOX 101" ,80 ,"COMMISSIONER OF THE GENERAL LAND OFFICE" ,30 ,"MATT PINA" ,"LIB" ,"Total" ,1 ,
"BOX 101" ,90 ,"COMMISSIONER OF AGRICULTURE" ,10 ,"SID MILLER" ,"REP" ,"ELECTION DAY" ,18 ,
"BOX 101" ,90 ,"COMMISSIONER OF AGRICULTURE" ,10 ,"SID MILLER" ,"REP" ,"EARLY VOTING - TS" ,18 ,
"BOX 101" ,90 ,"COMMISSIONER OF AGRICULTURE" ,10 ,"SID MILLER" ,"REP" ,"EARLY VOTING - OS" ,0 ,
"BOX 101" ,90 ,"COMMISSIONER OF AGRICULTURE" ,10 ,"SID MILLER" ,"REP" ,"Total" ,36 ,
"BOX 101" ,90 ,"COMMISSIONER OF AGRICULTURE" ,20 ,"KIM OLSON" ,"DEM" ,"ELECTION DAY" ,1 ,
"BOX 101" ,90 ,"COMMISSIONER OF AGRICULTURE" ,20 ,"KIM OLSON" ,"DEM" ,"EARLY VOTING - TS" ,2 ,
"BOX 101" ,90 ,"COMMISSIONER OF AGRICULTURE" ,20 ,"KIM OLSON" ,"DEM" ,"EARLY VOTING - OS" ,1 ,
"BOX 101" ,90 ,"COMMISSIONER OF AGRICULTURE" ,20 ,"KIM OLSON" ,"DEM" ,"Total" ,4 ,
"BOX 101" ,90 ,"COMMISSIONER OF AGRICULTURE" ,30 ,"RICHARD CARPENTER" ,"LIB" ,"ELECTION DAY" ,0 ,
"BOX 101" ,90 ,"COMMISSIONER OF AGRICULTURE" ,30 ,"RICHARD CARPENTER" ,"LIB" ,"EARLY VOTING - TS" ,1 ,
"BOX 101" ,90 ,"COMMISSIONER OF AGRICULTURE" ,30 ,"RICHARD CARPENTER" ,"LIB" ,"EARLY VOTING - OS" ,0 ,
"BOX 101" ,90 ,"COMMISSIONER OF AGRICULTURE" ,30 ,"RICHARD CARPENTER" ,"LIB" ,"Total" ,1 ,
"BOX 101" ,100 ,"RAILROAD COMMISSIONER" ,10 ,"CHRISTI CRADDICK" ,"REP" ,"ELECTION DAY" ,17 ,
"BOX 101" ,100 ,"RAILROAD COMMISSIONER" ,10 ,"CHRISTI CRADDICK" ,"REP" ,"EARLY VOTING - TS" ,19 ,
"BOX 101" ,100 ,"RAILROAD COMMISSIONER" ,10 ,"CHRISTI CRADDICK" ,"REP" ,"EARLY VOTING - OS" ,0 ,
"BOX 101" ,100 ,"RAILROAD COMMISSIONER" ,10 ,"CHRISTI CRADDICK" ,"REP" ,"Total" ,36 ,
"BOX 101" ,100 ,"RAILROAD COMMISSIONER" ,20 ,"ROMAN McALLEN" ,"DEM" ,"ELECTION DAY" ,1 ,
"BOX 101" ,100 ,"RAILROAD COMMISSIONER" ,20 ,"ROMAN McALLEN" ,"DEM" ,"EARLY VOTING - TS" ,2 ,
"BOX 101" ,100 ,"RAILROAD COMMISSIONER" ,20 ,"ROMAN McALLEN" ,"DEM" ,"EARLY VOTING - OS" ,1 ,
"BOX 101" ,100 ,"RAILROAD COMMISSIONER" ,20 ,"ROMAN McALLEN" ,"DEM" ,"Total" ,4 ,
"BOX 101" ,100 ,"RAILROAD COMMISSIONER" ,30 ,"MIKE WRIGHT" ,"LIB" ,"ELECTION DAY" ,0 ,
"BOX 101" ,100 ,"RAILROAD COMMISSIONER" ,30 ,"MIKE WRIGHT" ,"LIB" ,"EARLY VOTING - TS" ,0 ,
"BOX 101" ,100 ,"RAILROAD COMMISSIONER" ,30 ,"MIKE WRIGHT" ,"LIB" ,"EARLY VOTING - OS" ,0 ,
"BOX 101" ,100 ,"RAILROAD COMMISSIONER" ,30 ,"MIKE WRIGHT" ,"LIB" ,"Total" ,0 ,
"BOX 101" ,110 ,"JUSTICE, SUPREME COURT, PLACE 2" ,10 ,"JIMMY BLACKLOCK" ,"REP" ,"ELECTION DAY" ,16 ,
"BOX 101" ,110 ,"JUSTICE, SUPREME COURT, PLACE 2" ,10 ,"JIMMY BLACKLOCK" ,"REP" ,"EARLY VOTING - TS" ,20 ,
"BOX 101" ,110 ,"JUSTICE, SUPREME COURT, PLACE 2" ,10 ,"JIMMY BLACKLOCK" ,"REP" ,"EARLY VOTING - OS" ,0 ,
"BOX 101" ,110 ,"JUSTICE, SUPREME COURT, PLACE 2" ,10 ,"JIMMY BLACKLOCK" ,"REP" ,"Total" ,36 ,
"BOX 101" ,110 ,"JUSTICE, SUPREME COURT, PLACE 2" ,20 ,"STEVEN KIRKLAND" ,"DEM" ,"ELECTION DAY" ,2 ,
"BOX 101" ,110 ,"JUSTICE, SUPREME COURT, PLACE 2" ,20 ,"STEVEN KIRKLAND" ,"DEM" ,"EARLY VOTING - TS" ,2 ,
"BOX 101" ,110 ,"JUSTICE, SUPREME COURT, PLACE 2" ,20 ,"STEVEN KIRKLAND" ,"DEM" ,"EARLY VOTING - OS" ,1 ,
"BOX 101" ,110 ,"JUSTICE, SUPREME COURT, PLACE 2" ,20 ,"STEVEN KIRKLAND" ,"DEM" ,"Total" ,5 ,
"BOX 101" ,120 ,"JUSTICE, SUPREME COURT, PLACE 4" ,10 ,"JOHN DEVINE" ,"REP" ,"ELECTION DAY" ,17 ,
"BOX 101" ,120 ,"JUSTICE, SUPREME COURT, PLACE 4" ,10 ,"JOHN DEVINE" ,"REP" ,"EARLY VOTING - TS" ,20 ,
"BOX 101" ,120 ,"JUSTICE, SUPREME COURT, PLACE 4" ,10 ,"JOHN DEVINE" ,"REP" ,"EARLY VOTING - OS" ,1 ,
"BOX 101" ,120 ,"JUSTICE, SUPREME COURT, PLACE 4" ,10 ,"JOHN DEVINE" ,"REP" ,"Total" ,38 ,
"BOX 101" ,120 ,"JUSTICE, SUPREME COURT, PLACE 4" ,20 ,"R. K. SANDILL" ,"DEM" ,"ELECTION DAY" ,1 ,
"BOX 101" ,120 ,"JUSTICE, SUPREME COURT, PLACE 4" ,20 ,"R. K. SANDILL" ,"DEM" ,"EARLY VOTING - TS" ,2 ,
"BOX 101" ,120 ,"JUSTICE, SUPREME COURT, PLACE 4" ,20 ,"R. K. SANDILL" ,"DEM" ,"EARLY VOTING - OS" ,0 ,
"BOX 101" ,120 ,"JUSTICE, SUPREME COURT, PLACE 4" ,20 ,"R. K. SANDILL" ,"DEM" ,"Total" ,3 ,
"BOX 101" ,130 ,"JUSTICE, SUPREME COURT, PLACE 6" ,10 ,"JEFF BROWN" ,"REP" ,"ELECTION DAY" ,17 ,
"BOX 101" ,130 ,"JUSTICE, SUPREME COURT, PLACE 6" ,10 ,"JEFF BROWN" ,"REP" ,"EARLY VOTING - TS" ,19 ,
"BOX 101" ,130 ,"JUSTICE, SUPREME COURT, PLACE 6" ,10 ,"JEFF BROWN" ,"REP" ,"EARLY VOTING - OS" ,1 ,
"BOX 101" ,130 ,"JUSTICE, SUPREME COURT, PLACE 6" ,10 ,"JEFF BROWN" ,"REP" ,"Total" ,37 ,
"BOX 101" ,130 ,"JUSTICE, SUPREME COURT, PLACE 6" ,20 ,"KATHY CHENG" ,"DEM" ,"ELECTION DAY" ,1 ,
"BOX 101" ,130 ,"JUSTICE, SUPREME COURT, PLACE 6" ,20 ,"KATHY CHENG" ,"DEM" ,"EARLY VOTING - TS" ,3 ,
"BOX 101" ,130 ,"JUSTICE, SUPREME COURT, PLACE 6" ,20 ,"KATHY CHENG" ,"DEM" ,"EARLY VOTING - OS" ,0 ,
"BOX 101" ,130 ,"JUSTICE, SUPREME COURT, PLACE 6" ,20 ,"KATHY CHENG" ,"DEM" ,"Total" ,4 ,
"BOX 101" ,140 ,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS " ,10 ,"SHARON KELLER" ,"REP" ,"ELECTION DAY" ,17 ,
"BOX 101" ,140 ,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS " ,10 ,"SHARON KELLER" ,"REP" ,"EARLY VOTING - TS" ,19 ,
"BOX 101" ,140 ,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS " ,10 ,"SHARON KELLER" ,"REP" ,"EARLY VOTING - OS" ,0 ,
"BOX 101" ,140 ,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS " ,10 ,"SHARON KELLER" ,"REP" ,"Total" ,36 ,
"BOX 101" ,140 ,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS " ,20 ,"MARIA T. (TERRI) JAC" ,"DEM" ,"ELECTION DAY" ,1 ,
"BOX 101" ,140 ,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS " ,20 ,"MARIA T. (TERRI) JAC" ,"DEM" ,"EARLY VOTING - TS" ,2 ,
"BOX 101" ,140 ,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS " ,20 ,"MARIA T. (TERRI) JAC" ,"DEM" ,"EARLY VOTING - OS" ,1 ,
"BOX 101" ,140 ,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS " ,20 ,"MARIA T. (TERRI) JAC" ,"DEM" ,"Total" ,4 ,
"BOX 101" ,140 ,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS " ,30 ,"WILLIAM BRYAN STRANG" ,"LIB" ,"ELECTION DAY" ,0 ,
"BOX 101" ,140 ,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS " ,30 ,"WILLIAM BRYAN STRANG" ,"LIB" ,"EARLY VOTING - TS" ,0 ,
"BOX 101" ,140 ,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS " ,30 ,"WILLIAM BRYAN STRANG" ,"LIB" ,"EARLY VOTING - OS" ,0 ,
"BOX 101" ,140 ,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS " ,30 ,"WILLIAM BRYAN STRANG" ,"LIB" ,"Total" ,0 ,
"BOX 101" ,150 ,"JUDGE COURT OF CRIMINAL APPEALS, PLACE 7" ,10 ,"BARBARA PARKER HERVE" ,"REP" ,"ELECTION DAY" ,17 ,
"BOX 101" ,150 ,"JUDGE COURT OF CRIMINAL APPEALS, PLACE 7" ,10 ,"BARBARA PARKER HERVE" ,"REP" ,"EARLY VOTING - TS" ,19 ,
"BOX 101" ,150 ,"JUDGE COURT OF CRIMINAL APPEALS, PLACE 7" ,10 ,"BARBARA PARKER HERVE" ,"REP" ,"EARLY VOTING - OS" ,0 ,
"BOX 101" ,150 ,"JUDGE COURT OF CRIMINAL APPEALS, PLACE 7" ,10 ,"BARBARA PARKER HERVE" ,"REP" ,"Total" ,36 ,
"BOX 101" ,150 ,"JUDGE COURT OF CRIMINAL APPEALS, PLACE 7" ,20 ,"RAMONA FRANKLIN" ,"DEM" ,"ELECTION DAY" ,1 ,
"BOX 101" ,150 ,"JUDGE COURT OF CRIMINAL APPEALS, PLACE 7" ,20 ,"RAMONA FRANKLIN" ,"DEM" ,"EARLY VOTING - TS" ,2 ,
"BOX 101" ,150 ,"JUDGE COURT OF CRIMINAL APPEALS, PLACE 7" ,20 ,"RAMONA FRANKLIN" ,"DEM" ,"EARLY VOTING - OS" ,1 ,
"BOX 101" ,150 ,"JUDGE COURT OF CRIMINAL APPEALS, PLACE 7" ,20 ,"RAMONA FRANKLIN" ,"DEM" ,"Total" ,4 ,
"BOX 101" ,160 ,"JUDGE COURT OF CRIMINAL APPEALS, PLACE 8" ,10 ,"MICHELLE SLAUGHTER" ,"REP" ,"ELECTION DAY" ,16 ,
"BOX 101" ,160 ,"JUDGE COURT OF CRIMINAL APPEALS, PLACE 8" ,10 ,"MICHELLE SLAUGHTER" ,"REP" ,"EARLY VOTING - TS" ,19 ,
"BOX 101" ,160 ,"JUDGE COURT OF CRIMINAL APPEALS, PLACE 8" ,10 ,"MICHELLE SLAUGHTER" ,"REP" ,"EARLY VOTING - OS" ,1 ,
"BOX 101" ,160 ,"JUDGE COURT OF CRIMINAL APPEALS, PLACE 8" ,10 ,"MICHELLE SLAUGHTER" ,"REP" ,"Total" ,36 ,
"BOX 101" ,160 ,"JUDGE COURT OF CRIMINAL APPEALS, PLACE 8" ,20 ,"MARK ASH" ,"LIB" ,"ELECTION DAY" ,2 ,
"BOX 101" ,160 ,"JUDGE COURT OF CRIMINAL APPEALS, PLACE 8" ,20 ,"MARK ASH" ,"LIB" ,"EARLY VOTING - TS" ,2 ,
"BOX 101" ,160 ,"JUDGE COURT OF CRIMINAL APPEALS, PLACE 8" ,20 ,"MARK ASH" ,"LIB" ,"EARLY VOTING - OS" ,0 ,
"BOX 101" ,160 ,"JUDGE COURT OF CRIMINAL APPEALS, PLACE 8" ,20 ,"MARK ASH" ,"LIB" ,"Total" ,4 ,
"BOX 101" ,170 ,"STATE SENATOR, DISTRICT 31" ,10 ,"KEL SELIGER" ,"REP" ,"ELECTION DAY" ,19 ,
"BOX 101" ,170 ,"STATE SENATOR, DISTRICT 31" ,10 ,"KEL SELIGER" ,"REP" ,"EARLY VOTING - TS" ,19 ,
"BOX 101" ,170 ,"STATE SENATOR, DISTRICT 31" ,10 ,"KEL SELIGER" ,"REP" ,"EARLY VOTING - OS" ,0 ,
"BOX 101" ,170 ,"STATE SENATOR, DISTRICT 31" ,10 ,"KEL SELIGER" ,"REP" ,"Total" ,38 ,
"BOX 101" ,170 ,"STATE SENATOR, DISTRICT 31" ,20 ,"JACK B. WESTBROOK" ,"LIB" ,"ELECTION DAY" ,1 ,
"BOX 101" ,170 ,"STATE SENATOR, DISTRICT 31" ,20 ,"JACK B. WESTBROOK" ,"LIB" ,"EARLY VOTING - TS" ,2 ,
"BOX 101" ,170 ,"STATE SENATOR, DISTRICT 31" ,20 ,"JACK B. WESTBROOK" ,"LIB" ,"EARLY VOTING - OS" ,1 ,
"BOX 101" ,170 ,"STATE SENATOR, DISTRICT 31" ,20 ,"JACK B. WESTBROOK" ,"LIB" ,"Total" ,4 ,
"BOX 101" ,180 ,"STATE REPRESENTATIVE, DISTRICT 87" ,10 ,"FOUR PRICE" ,"REP" ,"ELECTION DAY" ,20 ,
"BOX 101" ,180 ,"STATE REPRESENTATIVE, DISTRICT 87" ,10 ,"FOUR PRICE" ,"REP" ,"EARLY VOTING - TS" ,21 ,
"BOX 101" ,180 ,"STATE REPRESENTATIVE, DISTRICT 87" ,10 ,"FOUR PRICE" ,"REP" ,"EARLY VOTING - OS" ,1 ,
"BOX 101" ,180 ,"STATE REPRESENTATIVE, DISTRICT 87" ,10 ,"FOUR PRICE" ,"REP" ,"Total" ,42 ,
"BOX 101" ,190 ,"JUSTICE, 7TH COURT OF APPEALS DISTRICT, PLACE 2" ,10 ,"JUDY PARKER" ,"REP" ,"ELECTION DAY" ,19 ,
"BOX 101" ,190 ,"JUSTICE, 7TH COURT OF APPEALS DISTRICT, PLACE 2" ,10 ,"JUDY PARKER" ,"REP" ,"EARLY VOTING - TS" ,21 ,
"BOX 101" ,190 ,"JUSTICE, 7TH COURT OF APPEALS DISTRICT, PLACE 2" ,10 ,"JUDY PARKER" ,"REP" ,"EARLY VOTING - OS" ,1 ,
"BOX 101" ,190 ,"JUSTICE, 7TH COURT OF APPEALS DISTRICT, PLACE 2" ,10 ,"JUDY PARKER" ,"REP" ,"Total" ,41 ,
