political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,party_code,early_votes,election_votes,Absentee Voting Votes,Early Voting Votes
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,101,1747,County Judge,Tony Leago,REP,525,215,48,477
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,101,1747,District Clerk,Rhonda Cook Savage,REP,537,221,50,487
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,101,1747,County Clerk,Susanne Morris,REP,536,218,49,487
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,101,1747,County Treasurer,Judi Williams Delesandri,REP,535,218,50,485
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,101,1747,"Justice of the Peace,
Precinct No. 1",Jon Stevens,REP,532,220,49,483
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,202,1941,Straight Party,Republican Party    REP,REP,382,185,33,349
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,202,1941,Straight Party,Democratic Party   DEM,DEM,77,68,14,63
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,202,1941,Straight Party,Libertarian Party    LIB,LIB,1,0,0,1
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,202,1941,United States Senator,Ted Cruz,REP,546,258,66,480
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,202,1941,United States Senator,Beto O'Rourke,DEM,116,86,23,93
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,202,1941,United States Senator,Neal M. Dikeman,LIB,2,4,0,2
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,202,1941,"United States Representative,
District No. 8",Kevin Brady,REP,546,257,64,482
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,202,1941,"United States Representative,
District No. 8",Steven David,DEM,111,85,22,89
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,202,1941,"United States Representative,
District No. 8",Chris Duncan,LIB,2,1,1,1
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,202,1941,Governor,Greg Abbott,REP,548,258,64,484
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,202,1941,Governor,Lupe Valdez,DEM,111,84,24,87
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,202,1941,Governor,Mark Jay Tippetts,LIB,4,4,1,3
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,202,1941,Lieutenant Governor,Dan Patrick,REP,502,237,58,444
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,202,1941,Lieutenant Governor,Mike Collier,DEM,155,101,28,127
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,202,1941,Lieutenant Governor,Kerry Douglas McKennon,LIB,7,8,2,5
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,202,1941,Attorney General,Ken Paxton,REP,527,245,61,466
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,202,1941,Attorney General,Justin Nelson,DEM,127,93,26,101
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,202,1941,Attorney General,Michael Ray Harris,LIB,6,4,1,5
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,202,1941,Comptroller of Public Accounts,Glenn Hegar,REP,535,249,61,474
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,202,1941,Comptroller of Public Accounts,Joi Chevalier,DEM,113,82,24,89
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,202,1941,Comptroller of Public Accounts,Ben Sanders,LIB,7,8,1,6
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,202,1941,"Commissioner of the General
Land Office",George P. Bush,REP,521,249,62,459
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,202,1941,"Commissioner of the General
Land Office",Miguel Suazo,DEM,124,86,24,100
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,202,1941,"Commissioner of the General
Land Office",Matt Piña,LIB,11,9,0,11
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,202,1941,Commissioner of Agriculture,Sid Miller,REP,529,252,57,472
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,202,1941,Commissioner of Agriculture,Kim Olson,DEM,123,88,27,96
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,202,1941,Commissioner of Agriculture,Richard Carpenter,LIB,6,3,1,5
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,202,1941,Railroad Commissioner,Christi Craddick,REP,542,250,63,479
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,202,1941,Railroad Commissioner,Roman McAllen,DEM,111,87,22,89
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,202,1941,Railroad Commissioner,Mike Wright,LIB,7,5,2,5
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,202,1941,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,536,251,60,476
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,202,1941,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,119,90,24,95
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,202,1941,"Justice, Supreme Court, Place 4",John Devine,REP,535,253,59,476
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,202,1941,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,118,88,24,94
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,202,1941,"Justice, Supreme Court, Place 6",Jeff Brown,REP,537,252,59,478
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,202,1941,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,118,87,24,94
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,202,1941,"Presiding Judge, Court of
Criminal Appeals",Sharon Keller,REP,534,248,58,476
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,202,1941,"Presiding Judge, Court of
Criminal Appeals",Maria T. (Terri) Jackson,DEM,114,85,24,90
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,202,1941,"Presiding Judge, Court of
Criminal Appeals",William Bryan Strange III,LIB,8,5,2,6
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,202,1941,"Judge, Court of Criminal Appeals,
Place 7",Barbara Parker Hervey,REP,541,255,61,480
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,202,1941,"Judge, Court of Criminal Appeals,
Place 7",Ramona Franklin,DEM,118,86,25,93
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,202,1941,"Judge, Court of Criminal Appeals,
Place 8",Michelle Slaughter,REP,552,264,65,487
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,202,1941,"Judge, Court of Criminal Appeals,
Place 8",Mark Ash,LIB,55,31,7,48
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,202,1941,"State Senator, District No. 5",Charles Schwertner,REP,527,250,59,468
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,202,1941,"State Senator, District No. 5",Meg Walsh,DEM,125,87,25,100
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,202,1941,"State Senator, District No. 5",Amy Lyons,LIB,6,5,2,4
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,202,1941,"State Representative, 
District No. 57",Trent Ashby,REP,552,258,64,488
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,202,1941,"State Representative, 
District No. 57",Jason Rogers,DEM,109,86,23,86
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,202,1941,"Chief Justice, 10th Court of
Appeals District",Tom Gray,REP,564,277,68,496
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,202,1941,"District Judge, 278th Judicial District",Hal R. Ridley,REP,565,274,66,499
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,202,1941,Criminal District Attorney Madison County,Brian L. Risinger,REP,560,283,68,492
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,202,1941,County Judge,Tony Leago,REP,560,280,70,490
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,202,1941,District Clerk,Rhonda Cook Savage,REP,571,290,70,501
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,202,1941,County Clerk,Susanne Morris,REP,572,287,71,501
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,202,1941,County Treasurer,Judi Williams Delesandri,REP,573,289,70,503
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,202,1941,"County Commissioner,
Precinct No. 2",Carl Wiseman,REP,573,291,71,502
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,202,1941,"Justice of the Peace,
Precinct No. 1",Jon Stevens,REP,572,287,70,502
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303,1662,Straight Party,Republican Party    REP,REP,236,126,36,200
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303,1662,Straight Party,Democratic Party   DEM,DEM,124,86,19,105
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303,1662,Straight Party,Libertarian Party    LIB,LIB,0,0,0,0
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303,1662,United States Senator,Ted Cruz,REP,321,172,48,273
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303,1662,United States Senator,Beto O'Rourke,DEM,164,106,35,129
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303,1662,United States Senator,Neal M. Dikeman,LIB,0,0,0,0
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303,1662,"United States Representative,
District No. 8",Kevin Brady,REP,324,170,47,277
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303,1662,"United States Representative,
District No. 8",Steven David,DEM,160,104,36,124
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303,1662,"United States Representative,
District No. 8",Chris Duncan,LIB,1,2,0,1
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303,1662,Governor,Greg Abbott,REP,328,177,51,277
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303,1662,Governor,Lupe Valdez,DEM,154,100,30,124
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303,1662,Governor,Mark Jay Tippetts,LIB,1,1,1,0
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303,1662,Lieutenant Governor,Dan Patrick,REP,300,147,46,254
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303,1662,Lieutenant Governor,Mike Collier,DEM,180,125,35,145
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303,1662,Lieutenant Governor,Kerry Douglas McKennon,LIB,5,4,2,3
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303,1662,Attorney General,Ken Paxton,REP,308,162,45,263
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303,1662,Attorney General,Justin Nelson,DEM,170,109,37,133
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303,1662,Attorney General,Michael Ray Harris,LIB,5,2,1,4
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303,1662,Comptroller of Public Accounts,Glenn Hegar,REP,316,167,47,269
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303,1662,Comptroller of Public Accounts,Joi Chevalier,DEM,157,102,33,124
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303,1662,Comptroller of Public Accounts,Ben Sanders,LIB,4,6,1,3
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303,1662,"Commissioner of the General
Land Office",George P. Bush,REP,308,169,45,263
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303,1662,"Commissioner of the General
Land Office",Miguel Suazo,DEM,163,103,35,128
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303,1662,"Commissioner of the General
Land Office",Matt Piña,LIB,6,4,1,5
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303,1662,Commissioner of Agriculture,Sid Miller,REP,309,164,45,264
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303,1662,Commissioner of Agriculture,Kim Olson,DEM,168,109,37,131
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303,1662,Commissioner of Agriculture,Richard Carpenter,LIB,2,1,0,2
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303,1662,Railroad Commissioner,Christi Craddick,REP,316,170,45,271
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303,1662,Railroad Commissioner,Roman McAllen,DEM,158,103,35,123
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303,1662,Railroad Commissioner,Mike Wright,LIB,4,3,1,3
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303,1662,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,319,168,46,273
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303,1662,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,161,106,35,126
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303,1662,"Justice, Supreme Court, Place 4",John Devine,REP,319,170,47,272
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303,1662,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,161,104,34,127
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303,1662,"Justice, Supreme Court, Place 6",Jeff Brown,REP,318,169,47,271
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303,1662,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,159,105,34,125
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303,1662,"Presiding Judge, Court of
Criminal Appeals",Sharon Keller,REP,320,166,47,273
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303,1662,"Presiding Judge, Court of
Criminal Appeals",Maria T. (Terri) Jackson,DEM,156,106,33,123
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303,1662,"Presiding Judge, Court of
Criminal Appeals",William Bryan Strange III,LIB,2,1,1,1
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303,1662,"Judge, Court of Criminal Appeals,
Place 7",Barbara Parker Hervey,REP,317,168,46,271
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303,1662,"Judge, Court of Criminal Appeals,
Place 7",Ramona Franklin,DEM,160,106,35,125
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303,1662,"Judge, Court of Criminal Appeals,
Place 8",Michelle Slaughter,REP,333,176,53,280
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303,1662,"Judge, Court of Criminal Appeals,
Place 8",Mark Ash,LIB,52,45,14,38
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303,1662,"State Senator, District No. 5",Charles Schwertner,REP,312,169,44,268
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303,1662,"State Senator, District No. 5",Meg Walsh,DEM,164,104,36,128
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303,1662,"State Senator, District No. 5",Amy Lyons,LIB,4,4,1,3
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303,1662,"State Representative, 
District No. 57",Trent Ashby,REP,328,179,46,282
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303,1662,"State Representative, 
District No. 57",Jason Rogers,DEM,156,99,36,120
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303,1662,"Chief Justice, 10th Court of
Appeals District",Tom Gray,REP,348,186,60,288
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303,1662,"District Judge, 278th Judicial District",Hal R. Ridley,REP,349,189,61,288
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303,1662,Criminal District Attorney Madison County,Brian L. Risinger,REP,362,198,65,297
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303,1662,County Judge,Tony Leago,REP,358,195,61,297
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303,1662,District Clerk,Rhonda Cook Savage,REP,365,196,64,301
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303,1662,County Clerk,Susanne Morris,REP,366,199,64,302
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303,1662,County Treasurer,Judi Williams Delesandri,REP,367,200,64,303
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303,1662,"Justice of the Peace,
Precinct No. 2",Steven Cole,REP,368,199,62,306
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303 - NZISD,80,Straight Party,Republican Party    REP,REP,16,8,2,14
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303 - NZISD,80,Straight Party,Democratic Party   DEM,DEM,1,1,0,1
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303 - NZISD,80,Straight Party,Libertarian Party    LIB,LIB,0,0,0,0
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303 - NZISD,80,United States Senator,Ted Cruz,REP,26,11,3,23
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303 - NZISD,80,United States Senator,Beto O'Rourke,DEM,4,2,1,3
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303 - NZISD,80,United States Senator,Neal M. Dikeman,LIB,0,0,0,0
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303 - NZISD,80,"United States Representative,
District No. 8",Kevin Brady,REP,26,11,3,23
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303 - NZISD,80,"United States Representative,
District No. 8",Steven David,DEM,3,2,0,3
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303 - NZISD,80,"United States Representative,
District No. 8",Chris Duncan,LIB,0,0,0,0
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303 - NZISD,80,Governor,Greg Abbott,REP,27,13,3,24
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303 - NZISD,80,Governor,Lupe Valdez,DEM,2,1,1,1
Madison County,11-Nov-18,2018 NOVEMBER 6th GENERAL Election,5,1,303 - NZISD,80,Governor,Mark Jay Tippetts,LIB,1,0,0,1
