political subdivision,election date,election name,total provisional ballots,total prov. Ballots counted,precinct number,reg voters,race name,candidate name,Choice Party,early votes,election votes
Reagan County,11/6/2018,General Election,0,0,1 - BS 11,0,"Presiding Judge, Court of
Criminal Appeals",Sharon Keller,REP,2,0
Reagan County,11/6/2018,General Election,0,0,1 - BS 11,0,"Presiding Judge, Court of
Criminal Appeals",Maria T. (Terri) Jackson,DEM,0,1
Reagan County,11/6/2018,General Election,0,0,1 - BS 11,0,"Presiding Judge, Court of
Criminal Appeals",William Bryan Strange III,LIB,0,1
Reagan County,11/6/2018,General Election,0,0,1 - BS 11,0,"Judge, Court of Criminal Appeals,
Place 7",Barbara Parker Hervey,REP,2,1
Reagan County,11/6/2018,General Election,0,0,1 - BS 11,0,"Judge, Court of Criminal Appeals,
Place 7",Ramona Franklin,DEM,0,1
Reagan County,11/6/2018,General Election,0,0,1 - BS 11,0,"Judge, Court of Criminal Appeals,
Place 8",Michelle Slaughter,REP,2,1
Reagan County,11/6/2018,General Election,0,0,1 - BS 11,0,"Judge, Court of Criminal Appeals,
Place 8",Mark Ash,LIB,0,1
Reagan County,11/6/2018,General Election,0,0,1 - BS 11,0,"State Representative, 
District No. 72",Drew Darby,REP,3,2
Reagan County,11/6/2018,General Election,0,0,1 - BS 11,0,"Justice, 8th Court of Appeals
District, Place No. 2",Yvonne Rodriguez,DEM,0,2
Reagan County,11/6/2018,General Election,0,0,1 - BS 11,0,"Justice, 8th Court of Appeals
District, Place No. 3",Gina M. Palafox,DEM,0,2
Reagan County,11/6/2018,General Election,0,0,1 - BS 11,0,"District Judge, 112th Judicial District","Pedro (Pete) Gomez, Jr.",DEM,1,2
Reagan County ISD,11/6/2018,School Trustee Election,0,0,1 - BS 11,0,"SCHOOL TRUSTEE ELECTION
District 6 - Four Year Term",Justin MacGregor,,2,0
Reagan County ISD,11/6/2018,School Trustee Election,0,0,1 - BS 11,0,"SCHOOL TRUSTEE ELECTION
District 6 - Four Year Term",Mark Noland,,1,1
Reagan County ISD,11/6/2018,School Trustee Election,0,0,1 - BS 11,0,"SCHOOL TRUSTEE ELECTION
District 6 - Four Year Term",Aaron Gunnels,,0,1
Reagan County ISD,11/6/2018,Special Election,0,0,1 - BS 11,0,"REAGAN COUNTY ISD
PROPOSITION A",FOR,,2,1
Reagan County ISD,11/6/2018,Special Election,0,0,1 - BS 11,0,"REAGAN COUNTY ISD
PROPOSITION A",AGAINST,,1,1
City of Big Lake,11/6/2018,Special Election,0,0,1 - BS 11,0,"CITY OF BIG LAKE, TEXAS
PROPOSITION A",FOR,,1,0
City of Big Lake,11/6/2018,Special Election,0,0,1 - BS 11,0,"CITY OF BIG LAKE, TEXAS
PROPOSITION A",AGAINST,,2,2
Reagan County,11/6/2018,General Election,0,0,1 - BS 13,0,Straight Party,Republican Party    REP,REP,4,2
Reagan County,11/6/2018,General Election,0,0,1 - BS 13,0,Straight Party,Democratic Party   DEM,DEM,0,0
Reagan County,11/6/2018,General Election,0,0,1 - BS 13,0,Straight Party,Libertarian Party    LIB,LIB,0,0
Reagan County,11/6/2018,General Election,0,0,1 - BS 13,0,United States Senator,Ted Cruz,REP,5,2
Reagan County,11/6/2018,General Election,0,0,1 - BS 13,0,United States Senator,Beto O'Rourke,DEM,0,0
Reagan County,11/6/2018,General Election,0,0,1 - BS 13,0,United States Senator,Neal M. Dikeman,LIB,0,0
Reagan County,11/6/2018,General Election,0,0,1 - BS 13,0,"United States Representative,
District No. 23",Will Hurd,REP,5,2
Reagan County,11/6/2018,General Election,0,0,1 - BS 13,0,"United States Representative,
District No. 23",Gina Ortiz Jones,DEM,0,0
Reagan County,11/6/2018,General Election,0,0,1 - BS 13,0,"United States Representative,
District No. 23",Ruben Corvalan,LIB,0,0
Reagan County,11/6/2018,General Election,0,0,1 - BS 13,0,Governor,Greg Abbott,REP,5,2
Reagan County,11/6/2018,General Election,0,0,1 - BS 13,0,Governor,Lupe Valdez,DEM,0,0
Reagan County,11/6/2018,General Election,0,0,1 - BS 13,0,Governor,Mark Jay Tippetts,LIB,0,0
Reagan County,11/6/2018,General Election,0,0,1 - BS 13,0,Lieutenant Governor,Dan Patrick,REP,4,1
Reagan County,11/6/2018,General Election,0,0,1 - BS 13,0,Lieutenant Governor,Mike Collier,DEM,1,0
Reagan County,11/6/2018,General Election,0,0,1 - BS 13,0,Lieutenant Governor,Kerry Douglas McKennon,LIB,0,1
Reagan County,11/6/2018,General Election,0,0,1 - BS 13,0,Attorney General,Ken Paxton,REP,4,2
Reagan County,11/6/2018,General Election,0,0,1 - BS 13,0,Attorney General,Justin Nelson,DEM,1,0
Reagan County,11/6/2018,General Election,0,0,1 - BS 13,0,Attorney General,Michael Ray Harris,LIB,0,0
Reagan County,11/6/2018,General Election,0,0,1 - BS 13,0,Comptroller of Public Accounts,Glenn Hegar,REP,5,2
Reagan County,11/6/2018,General Election,0,0,1 - BS 13,0,Comptroller of Public Accounts,Joi Chevalier,DEM,0,0
Reagan County,11/6/2018,General Election,0,0,1 - BS 13,0,Comptroller of Public Accounts,Ben Sanders,LIB,0,0
Reagan County,11/6/2018,General Election,0,0,1 - BS 13,0,"Commissioner of the General
Land Office",George P. Bush,REP,5,2
Reagan County,11/6/2018,General Election,0,0,1 - BS 13,0,"Commissioner of the General
Land Office",Miguel Suazo,DEM,0,0
Reagan County,11/6/2018,General Election,0,0,1 - BS 13,0,"Commissioner of the General
Land Office",Matt Piña,LIB,0,0
Reagan County,11/6/2018,General Election,0,0,1 - BS 13,0,Commissioner of Agriculture,Sid Miller,REP,5,2
Reagan County,11/6/2018,General Election,0,0,1 - BS 13,0,Commissioner of Agriculture,Kim Olson,DEM,0,0
Reagan County,11/6/2018,General Election,0,0,1 - BS 13,0,Commissioner of Agriculture,Richard Carpenter,LIB,0,0
Reagan County,11/6/2018,General Election,0,0,1 - BS 13,0,Railroad Commissioner,Christi Craddick,REP,5,2
Reagan County,11/6/2018,General Election,0,0,1 - BS 13,0,Railroad Commissioner,Roman McAllen,DEM,0,0
Reagan County,11/6/2018,General Election,0,0,1 - BS 13,0,Railroad Commissioner,Mike Wright,LIB,0,0
Reagan County,11/6/2018,General Election,0,0,1 - BS 13,0,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,5,2
Reagan County,11/6/2018,General Election,0,0,1 - BS 13,0,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,0,0
Reagan County,11/6/2018,General Election,0,0,1 - BS 13,0,"Justice, Supreme Court, Place 4",John Devine,REP,5,2
Reagan County,11/6/2018,General Election,0,0,1 - BS 13,0,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,0,0
Reagan County,11/6/2018,General Election,0,0,1 - BS 13,0,"Justice, Supreme Court, Place 6",Jeff Brown,REP,5,2
Reagan County,11/6/2018,General Election,0,0,1 - BS 13,0,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,0,0
Reagan County,11/6/2018,General Election,0,0,1 - BS 13,0,"Presiding Judge, Court of
Criminal Appeals",Sharon Keller,REP,5,2
Reagan County,11/6/2018,General Election,0,0,1 - BS 13,0,"Presiding Judge, Court of
Criminal Appeals",Maria T. (Terri) Jackson,DEM,0,0
Reagan County,11/6/2018,General Election,0,0,1 - BS 13,0,"Presiding Judge, Court of
Criminal Appeals",William Bryan Strange III,LIB,0,0
Reagan County,11/6/2018,General Election,0,0,1 - BS 13,0,"Judge, Court of Criminal Appeals,
Place 7",Barbara Parker Hervey,REP,5,2
Reagan County,11/6/2018,General Election,0,0,1 - BS 13,0,"Judge, Court of Criminal Appeals,
Place 7",Ramona Franklin,DEM,0,0
Reagan County,11/6/2018,General Election,0,0,1 - BS 13,0,"Judge, Court of Criminal Appeals,
Place 8",Michelle Slaughter,REP,5,2
Reagan County,11/6/2018,General Election,0,0,1 - BS 13,0,"Judge, Court of Criminal Appeals,
Place 8",Mark Ash,LIB,0,0
Reagan County,11/6/2018,General Election,0,0,1 - BS 13,0,"State Representative, 
District No. 72",Drew Darby,REP,5,2
Reagan County,11/6/2018,General Election,0,0,1 - BS 13,0,"Justice, 8th Court of Appeals
District, Place No. 2",Yvonne Rodriguez,DEM,1,0
Reagan County,11/6/2018,General Election,0,0,1 - BS 13,0,"Justice, 8th Court of Appeals
District, Place No. 3",Gina M. Palafox,DEM,1,0
Reagan County,11/6/2018,General Election,0,0,1 - BS 13,0,"District Judge, 112th Judicial District","Pedro (Pete) Gomez, Jr.",DEM,2,0
Reagan County ISD,11/6/2018,Special Election,0,0,1 - BS 13,0,"REAGAN COUNTY ISD
PROPOSITION A",FOR,,4,1
Reagan County ISD,11/6/2018,Special Election,0,0,1 - BS 13,0,"REAGAN COUNTY ISD
PROPOSITION A",AGAINST,,1,1
Reagan County,11/6/2018,General Election,0,0,1 - BS 14,0,Straight Party,Republican Party    REP,REP,24,18
Reagan County,11/6/2018,General Election,0,0,1 - BS 14,0,Straight Party,Democratic Party   DEM,DEM,8,20
Reagan County,11/6/2018,General Election,0,0,1 - BS 14,0,Straight Party,Libertarian Party    LIB,LIB,1,0
Reagan County,11/6/2018,General Election,0,0,1 - BS 14,0,United States Senator,Ted Cruz,REP,35,25
Reagan County,11/6/2018,General Election,0,0,1 - BS 14,0,United States Senator,Beto O'Rourke,DEM,11,20
Reagan County,11/6/2018,General Election,0,0,1 - BS 14,0,United States Senator,Neal M. Dikeman,LIB,1,0
Reagan County,11/6/2018,General Election,0,0,1 - BS 14,0,"United States Representative,
District No. 23",Will Hurd,REP,32,23
Reagan County,11/6/2018,General Election,0,0,1 - BS 14,0,"United States Representative,
District No. 23",Gina Ortiz Jones,DEM,13,22
Reagan County,11/6/2018,General Election,0,0,1 - BS 14,0,"United States Representative,
District No. 23",Ruben Corvalan,LIB,0,2
Reagan County,11/6/2018,General Election,0,0,1 - BS 14,0,Governor,Greg Abbott,REP,34,28
Reagan County,11/6/2018,General Election,0,0,1 - BS 14,0,Governor,Lupe Valdez,DEM,10,20
Reagan County,11/6/2018,General Election,0,0,1 - BS 14,0,Governor,Mark Jay Tippetts,LIB,2,0
Reagan County,11/6/2018,General Election,0,0,1 - BS 14,0,Lieutenant Governor,Dan Patrick,REP,33,27
Reagan County,11/6/2018,General Election,0,0,1 - BS 14,0,Lieutenant Governor,Mike Collier,DEM,9,21
Reagan County,11/6/2018,General Election,0,0,1 - BS 14,0,Lieutenant Governor,Kerry Douglas McKennon,LIB,2,0
Reagan County,11/6/2018,General Election,0,0,1 - BS 14,0,Attorney General,Ken Paxton,REP,31,22
Reagan County,11/6/2018,General Election,0,0,1 - BS 14,0,Attorney General,Justin Nelson,DEM,10,24
Reagan County,11/6/2018,General Election,0,0,1 - BS 14,0,Attorney General,Michael Ray Harris,LIB,3,1
Reagan County,11/6/2018,General Election,0,0,1 - BS 14,0,Comptroller of Public Accounts,Glenn Hegar,REP,32,26
Reagan County,11/6/2018,General Election,0,0,1 - BS 14,0,Comptroller of Public Accounts,Joi Chevalier,DEM,8,20
Reagan County,11/6/2018,General Election,0,0,1 - BS 14,0,Comptroller of Public Accounts,Ben Sanders,LIB,3,1
Reagan County,11/6/2018,General Election,0,0,1 - BS 14,0,"Commissioner of the General
Land Office",George P. Bush,REP,33,25
Reagan County,11/6/2018,General Election,0,0,1 - BS 14,0,"Commissioner of the General
Land Office",Miguel Suazo,DEM,10,21
Reagan County,11/6/2018,General Election,0,0,1 - BS 14,0,"Commissioner of the General
Land Office",Matt Piña,LIB,3,1
Reagan County,11/6/2018,General Election,0,0,1 - BS 14,0,Commissioner of Agriculture,Sid Miller,REP,33,24
Reagan County,11/6/2018,General Election,0,0,1 - BS 14,0,Commissioner of Agriculture,Kim Olson,DEM,8,22
Reagan County,11/6/2018,General Election,0,0,1 - BS 14,0,Commissioner of Agriculture,Richard Carpenter,LIB,2,1
Reagan County,11/6/2018,General Election,0,0,1 - BS 14,0,Railroad Commissioner,Christi Craddick,REP,30,26
Reagan County,11/6/2018,General Election,0,0,1 - BS 14,0,Railroad Commissioner,Roman McAllen,DEM,11,21
Reagan County,11/6/2018,General Election,0,0,1 - BS 14,0,Railroad Commissioner,Mike Wright,LIB,2,0
Reagan County,11/6/2018,General Election,0,0,1 - BS 14,0,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,34,25
Reagan County,11/6/2018,General Election,0,0,1 - BS 14,0,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,10,22
Reagan County,11/6/2018,General Election,0,0,1 - BS 14,0,"Justice, Supreme Court, Place 4",John Devine,REP,34,25
Reagan County,11/6/2018,General Election,0,0,1 - BS 14,0,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,10,23
Reagan County,11/6/2018,General Election,0,0,1 - BS 14,0,"Justice, Supreme Court, Place 6",Jeff Brown,REP,33,25
Reagan County,11/6/2018,General Election,0,0,1 - BS 14,0,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,11,23
Reagan County,11/6/2018,General Election,0,0,1 - BS 14,0,"Presiding Judge, Court of
Criminal Appeals",Sharon Keller,REP,33,24
Reagan County,11/6/2018,General Election,0,0,1 - BS 14,0,"Presiding Judge, Court of
Criminal Appeals",Maria T. (Terri) Jackson,DEM,8,23
Reagan County,11/6/2018,General Election,0,0,1 - BS 14,0,"Presiding Judge, Court of
Criminal Appeals",William Bryan Strange III,LIB,2,0
Reagan County,11/6/2018,General Election,0,0,1 - BS 14,0,"Judge, Court of Criminal Appeals,
Place 7",Barbara Parker Hervey,REP,33,24
Reagan County,11/6/2018,General Election,0,0,1 - BS 14,0,"Judge, Court of Criminal Appeals,
Place 7",Ramona Franklin,DEM,11,23
Reagan County,11/6/2018,General Election,0,0,1 - BS 14,0,"Judge, Court of Criminal Appeals,
Place 8",Michelle Slaughter,REP,35,28
Reagan County,11/6/2018,General Election,0,0,1 - BS 14,0,"Judge, Court of Criminal Appeals,
Place 8",Mark Ash,LIB,6,13
Reagan County,11/6/2018,General Election,0,0,1 - BS 14,0,"State Representative, 
District No. 72",Drew Darby,REP,38,33
Reagan County,11/6/2018,General Election,0,0,1 - BS 14,0,"Justice, 8th Court of Appeals
District, Place No. 2",Yvonne Rodriguez,DEM,18,31
Reagan County,11/6/2018,General Election,0,0,1 - BS 14,0,"Justice, 8th Court of Appeals
District, Place No. 3",Gina M. Palafox,DEM,16,32
Reagan County,11/6/2018,General Election,0,0,1 - BS 14,0,"District Judge, 112th Judicial District","Pedro (Pete) Gomez, Jr.",DEM,21,33
Reagan County  ISD,11/6/2018,Special Election,0,0,1 - BS 14,0,"REAGAN COUNTY ISD
PROPOSITION A",FOR,,31,30
Reagan County  ISD,11/6/2018,Special Election,0,0,1 - BS 14,0,"REAGAN COUNTY ISD
PROPOSITION A",AGAINST,,15,14
City of Big Lake,11/6/2018,Special Election,0,0,1 - BS 14,0,"CITY OF BIG LAKE, TEXAS
PROPOSITION A",FOR,,22,21
City of Big Lake,11/6/2018,Special Election,0,0,1 - BS 14,0,"CITY OF BIG LAKE, TEXAS
PROPOSITION A",AGAINST,,24,24
Reagan County,11/6/2018,General Election,0,0,2 - BS 13,0,Straight Party,Republican Party    REP,REP,16,20
Reagan County,11/6/2018,General Election,0,0,2 - BS 13,0,Straight Party,Democratic Party   DEM,DEM,2,5
Reagan County,11/6/2018,General Election,0,0,2 - BS 13,0,Straight Party,Libertarian Party    LIB,LIB,0,0
Reagan County,11/6/2018,General Election,0,0,2 - BS 13,0,United States Senator,Ted Cruz,REP,24,25
Reagan County,11/6/2018,General Election,0,0,2 - BS 13,0,United States Senator,Beto O'Rourke,DEM,2,5
Reagan County,11/6/2018,General Election,0,0,2 - BS 13,0,United States Senator,Neal M. Dikeman,LIB,0,0
Reagan County,11/6/2018,General Election,0,0,2 - BS 13,0,"United States Representative,
District No. 23",Will Hurd,REP,22,25
Reagan County,11/6/2018,General Election,0,0,2 - BS 13,0,"United States Representative,
District No. 23",Gina Ortiz Jones,DEM,2,5
Reagan County,11/6/2018,General Election,0,0,2 - BS 13,0,"United States Representative,
District No. 23",Ruben Corvalan,LIB,0,0
Reagan County,11/6/2018,General Election,0,0,2 - BS 13,0,Governor,Greg Abbott,REP,23,24
Reagan County,11/6/2018,General Election,0,0,2 - BS 13,0,Governor,Lupe Valdez,DEM,2,5
Reagan County,11/6/2018,General Election,0,0,2 - BS 13,0,Governor,Mark Jay Tippetts,LIB,1,1
Reagan County,11/6/2018,General Election,0,0,2 - BS 13,0,Lieutenant Governor,Dan Patrick,REP,22,24
Reagan County,11/6/2018,General Election,0,0,2 - BS 13,0,Lieutenant Governor,Mike Collier,DEM,2,4
Reagan County,11/6/2018,General Election,0,0,2 - BS 13,0,Lieutenant Governor,Kerry Douglas McKennon,LIB,1,2
Reagan County,11/6/2018,General Election,0,0,2 - BS 13,0,Attorney General,Ken Paxton,REP,24,23
Reagan County,11/6/2018,General Election,0,0,2 - BS 13,0,Attorney General,Justin Nelson,DEM,2,5
Reagan County,11/6/2018,General Election,0,0,2 - BS 13,0,Attorney General,Michael Ray Harris,LIB,0,2
Reagan County,11/6/2018,General Election,0,0,2 - BS 13,0,Comptroller of Public Accounts,Glenn Hegar,REP,23,24
Reagan County,11/6/2018,General Election,0,0,2 - BS 13,0,Comptroller of Public Accounts,Joi Chevalier,DEM,2,5
Reagan County,11/6/2018,General Election,0,0,2 - BS 13,0,Comptroller of Public Accounts,Ben Sanders,LIB,0,1
Reagan County,11/6/2018,General Election,0,0,2 - BS 13,0,"Commissioner of the General
Land Office",George P. Bush,REP,23,26
Reagan County,11/6/2018,General Election,0,0,2 - BS 13,0,"Commissioner of the General
Land Office",Miguel Suazo,DEM,2,4
Reagan County,11/6/2018,General Election,0,0,2 - BS 13,0,"Commissioner of the General
Land Office",Matt Piña,LIB,0,0
Reagan County,11/6/2018,General Election,0,0,2 - BS 13,0,Commissioner of Agriculture,Sid Miller,REP,23,23
Reagan County,11/6/2018,General Election,0,0,2 - BS 13,0,Commissioner of Agriculture,Kim Olson,DEM,2,6
Reagan County,11/6/2018,General Election,0,0,2 - BS 13,0,Commissioner of Agriculture,Richard Carpenter,LIB,0,1
Reagan County,11/6/2018,General Election,0,0,2 - BS 13,0,Railroad Commissioner,Christi Craddick,REP,23,24
Reagan County,11/6/2018,General Election,0,0,2 - BS 13,0,Railroad Commissioner,Roman McAllen,DEM,2,5
Reagan County,11/6/2018,General Election,0,0,2 - BS 13,0,Railroad Commissioner,Mike Wright,LIB,0,1
Reagan County,11/6/2018,General Election,0,0,2 - BS 13,0,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,21,25
Reagan County,11/6/2018,General Election,0,0,2 - BS 13,0,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,3,5
Reagan County,11/6/2018,General Election,0,0,2 - BS 13,0,"Justice, Supreme Court, Place 4",John Devine,REP,22,25
Reagan County,11/6/2018,General Election,0,0,2 - BS 13,0,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,2,5
Reagan County,11/6/2018,General Election,0,0,2 - BS 13,0,"Justice, Supreme Court, Place 6",Jeff Brown,REP,22,25
Reagan County,11/6/2018,General Election,0,0,2 - BS 13,0,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,2,5
Reagan County,11/6/2018,General Election,0,0,2 - BS 13,0,"Presiding Judge, Court of
Criminal Appeals",Sharon Keller,REP,21,23
Reagan County,11/6/2018,General Election,0,0,2 - BS 13,0,"Presiding Judge, Court of
Criminal Appeals",Maria T. (Terri) Jackson,DEM,3,5
Reagan County,11/6/2018,General Election,0,0,2 - BS 13,0,"Presiding Judge, Court of
Criminal Appeals",William Bryan Strange III,LIB,0,2
Reagan County,11/6/2018,General Election,0,0,2 - BS 13,0,"Judge, Court of Criminal Appeals,
Place 7",Barbara Parker Hervey,REP,22,24
Reagan County,11/6/2018,General Election,0,0,2 - BS 13,0,"Judge, Court of Criminal Appeals,
Place 7",Ramona Franklin,DEM,2,6
Reagan County,11/6/2018,General Election,0,0,2 - BS 13,0,"Judge, Court of Criminal Appeals,
Place 8",Michelle Slaughter,REP,22,24
Reagan County,11/6/2018,General Election,0,0,2 - BS 13,0,"Judge, Court of Criminal Appeals,
Place 8",Mark Ash,LIB,2,3
Reagan County,11/6/2018,General Election,0,0,2 - BS 13,0,"State Representative, 
District No. 72",Drew Darby,REP,21,27
Reagan County,11/6/2018,General Election,0,0,2 - BS 13,0,"Justice, 8th Court of Appeals
District, Place No. 2",Yvonne Rodriguez,DEM,4,10
Reagan County,11/6/2018,General Election,0,0,2 - BS 13,0,"Justice, 8th Court of Appeals
District, Place No. 3",Gina M. Palafox,DEM,4,9
Reagan County,11/6/2018,General Election,0,0,2 - BS 13,0,"District Judge, 112th Judicial District","Pedro (Pete) Gomez, Jr.",DEM,5,12
Reagan County ISD ,11/6/2018,Special Election,0,0,2 - BS 13,0,"REAGAN COUNTY ISD
PROPOSITION A",FOR,,15,11
Reagan County ISD ,11/6/2018,Special Election,0,0,2 - BS 13,0,"REAGAN COUNTY ISD
PROPOSITION A",AGAINST,,9,15
Reagan County,11/6/2018,General Election,0,0,2 - BS 14,0,Straight Party,Republican Party    REP,REP,88,44
Reagan County,11/6/2018,General Election,0,0,2 - BS 14,0,Straight Party,Democratic Party   DEM,DEM,4,5
Reagan County,11/6/2018,General Election,0,0,2 - BS 14,0,Straight Party,Libertarian Party    LIB,LIB,2,1
Reagan County,11/6/2018,General Election,0,0,2 - BS 14,0,United States Senator,Ted Cruz,REP,147,59
Reagan County,11/6/2018,General Election,0,0,2 - BS 14,0,United States Senator,Beto O'Rourke,DEM,20,10
Reagan County,11/6/2018,General Election,0,0,2 - BS 14,0,United States Senator,Neal M. Dikeman,LIB,1,1
Reagan County,11/6/2018,General Election,0,0,2 - BS 14,0,"United States Representative,
District No. 23",Will Hurd,REP,142,59
Reagan County,11/6/2018,General Election,0,0,2 - BS 14,0,"United States Representative,
District No. 23",Gina Ortiz Jones,DEM,25,11
Reagan County,11/6/2018,General Election,0,0,2 - BS 14,0,"United States Representative,
District No. 23",Ruben Corvalan,LIB,2,1
Reagan County,11/6/2018,General Election,0,0,2 - BS 14,0,Governor,Greg Abbott,REP,146,61
Reagan County,11/6/2018,General Election,0,0,2 - BS 14,0,Governor,Lupe Valdez,DEM,21,9
Reagan County,11/6/2018,General Election,0,0,2 - BS 14,0,Governor,Mark Jay Tippetts,LIB,3,1
Reagan County,11/6/2018,General Election,0,0,2 - BS 14,0,Lieutenant Governor,Dan Patrick,REP,115,54
Reagan County,11/6/2018,General Election,0,0,2 - BS 14,0,Lieutenant Governor,Mike Collier,DEM,47,15
Reagan County,11/6/2018,General Election,0,0,2 - BS 14,0,Lieutenant Governor,Kerry Douglas McKennon,LIB,4,1
Reagan County,11/6/2018,General Election,0,0,2 - BS 14,0,Attorney General,Ken Paxton,REP,136,58
Reagan County,11/6/2018,General Election,0,0,2 - BS 14,0,Attorney General,Justin Nelson,DEM,26,10
Reagan County,11/6/2018,General Election,0,0,2 - BS 14,0,Attorney General,Michael Ray Harris,LIB,3,2
Reagan County,11/6/2018,General Election,0,0,2 - BS 14,0,Comptroller of Public Accounts,Glenn Hegar,REP,141,60
Reagan County,11/6/2018,General Election,0,0,2 - BS 14,0,Comptroller of Public Accounts,Joi Chevalier,DEM,16,8
Reagan County,11/6/2018,General Election,0,0,2 - BS 14,0,Comptroller of Public Accounts,Ben Sanders,LIB,3,1
Reagan County,11/6/2018,General Election,0,0,2 - BS 14,0,"Commissioner of the General
Land Office",George P. Bush,REP,148,63
