political_subdivision,election_date,election_name,total_provisional_ballots,total_provisional_ballots_counted,Precinct_name,Reg_voters,race_name,candidate_name,early_votes,election_votes
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,1,1,101,6121,RAILROAD COMMISSIONER - REP,Christi Craddick,43,43
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,1,1,101,6121,RAILROAD COMMISSIONER - REP,Weston Martinez,10,15
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,1,1,101,6121,"PLACE 2, JUSTICE, SUPREME COURT - REP",Jimmy Blacklock,42,53
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,1,1,101,6121,"PLACE 4, JUSTICE, SUPREME COURT - REP",John Devine,43,53
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,1,1,101,6121,"PLACE 6, JUSTICE, SUPREME COURT - REP",Jeff Brown,42,53
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,1,1,101,6121,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS - REP",David Bridges,25,24
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,1,1,101,6121,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS - REP",Sharon Keller,24,30
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,1,1,101,6121,"PLACE 7, JUDGE, COURT OF CRIMINAL APPEALS - REP",Barbara Parker Hervey,41,51
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,1,1,101,6121,"PLACE 8, JUDGE, COURT OF CRIMINAL APPEALS - REP",Michelle Slaughter,23,26
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,1,1,101,6121,"PLACE 8, JUDGE, COURT OF CRIMINAL APPEALS - REP",Dib Waldrip,13,10
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,1,1,101,6121,"PLACE 8, JUDGE, COURT OF CRIMINAL APPEALS - REP",Jay Brandon,14,15
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,1,1,101,6121,"DISTRICT 14, STATE SENATOR - REP",George W. Hindman,40,51
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,1,1,101,6121,"PLACE 2, JUSTICE, 3RD COURT OF APPEALS DISTRICT - REP",Cindy Olson Bourland,40,50
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,1,1,101,6121,"PLACE 3, JUSTICE, 3RD COURT OF APPEALS DISTRICT - REP",Scott Field,40,51
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,1,1,101,6121,"PLACE 5, JUSTICE, 3RD COURT OF APPEALS DISTRICT - REP",David Puryear,41,48
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,1,1,101,6121,"PLACE 6, JUSTICE, 3RD COURT OF APPEALS DISTRICT - REP",Donna Davidson,15,19
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,1,1,101,6121,"PLACE 6, JUSTICE, 3RD COURT OF APPEALS DISTRICT - REP",Kristofer Monson,2,3
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,1,1,101,6121,"PLACE 6, JUSTICE, 3RD COURT OF APPEALS DISTRICT - REP",Jennifer S. Freel,15,14
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,1,1,101,6121,"PLACE 6, JUSTICE, 3RD COURT OF APPEALS DISTRICT - REP","Michael ""Mike"" Toth",15,17
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,1,1,101,6121,COUNTY CHAIRMAN - REP,Matt Mackowiak,40,50
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,1,1,101,6121,REPUBLICAN PROPOSITION 1,Yes,35,30
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,1,1,101,6121,REPUBLICAN PROPOSITION 1,No,22,26
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,1,1,101,6121,REPUBLICAN PROPOSITION 2,Yes,54,52
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,1,1,101,6121,REPUBLICAN PROPOSITION 2,No,4,9
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,1,1,101,6121,REPUBLICAN PROPOSITION 3,Yes,36,38
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,1,1,101,6121,REPUBLICAN PROPOSITION 3,No,22,21
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,1,1,101,6121,REPUBLICAN PROPOSITION 4,Yes,39,47
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,1,1,101,6121,REPUBLICAN PROPOSITION 4,No,17,12
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,1,1,101,6121,REPUBLICAN PROPOSITION 5,Yes,45,48
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,1,1,101,6121,REPUBLICAN PROPOSITION 5,No,12,13
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,1,1,101,6121,REPUBLICAN PROPOSITION 6,Yes,39,44
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,1,1,101,6121,REPUBLICAN PROPOSITION 6,No,17,18
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,1,1,101,6121,REPUBLICAN PROPOSITION 7,Yes,30,33
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,1,1,101,6121,REPUBLICAN PROPOSITION 7,No,26,27
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,1,1,101,6121,REPUBLICAN PROPOSITION 8,Yes,47,54
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,1,1,101,6121,REPUBLICAN PROPOSITION 8,No,10,6
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,1,1,101,6121,REPUBLICAN PROPOSITION 9,Yes,40,48
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,1,1,101,6121,REPUBLICAN PROPOSITION 9,No,17,14
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,1,1,101,6121,REPUBLICAN PROPOSITION 10,Yes,50,53
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,1,1,101,6121,REPUBLICAN PROPOSITION 10,No,7,7
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,1,1,101,6121,REPUBLICAN PROPOSITION 11,Yes,48,51
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,1,1,101,6121,REPUBLICAN PROPOSITION 11,No,9,9
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,102,1195,UNITED STATES SENATOR - REP,"Bruce Jacobson, Jr.",3,1
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,102,1195,UNITED STATES SENATOR - REP,Geraldine Sam,0,1
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,102,1195,UNITED STATES SENATOR - REP,Stefano de Stefano,1,1
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,102,1195,UNITED STATES SENATOR - REP,Mary Miller,1,2
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,102,1195,UNITED STATES SENATOR - REP,Ted Cruz,7,18
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,102,1195,"DISTRICT 17, UNITED STATES REPRESENTATIVE - REP",Bill Flores,10,19
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,102,1195,GOVERNOR - REP,Greg Abbott,10,18
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,102,1195,GOVERNOR - REP,Barbara Krueger,1,3
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,102,1195,GOVERNOR - REP,SECEDE Kilgore,1,2
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,102,1195,LIEUTENANT GOVERNOR - REP,Dan Patrick,10,17
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,102,1195,LIEUTENANT GOVERNOR - REP,Scott Milder,2,6
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,102,1195,ATTORNEY GENERAL - REP,Ken Paxton,11,21
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,102,1195,COMPTROLLER OF PUBLIC ACCOUNTS - REP,Glenn Hegar,10,20
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,102,1195,COMMISSIONER OF THE GENERAL LAND OFFICE - REP,Davey Edwards,2,2
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,102,1195,COMMISSIONER OF THE GENERAL LAND OFFICE - REP,George P. Bush,6,12
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,102,1195,COMMISSIONER OF THE GENERAL LAND OFFICE - REP,Rick Range,2,0
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,102,1195,COMMISSIONER OF THE GENERAL LAND OFFICE - REP,Jerry Patterson,1,8
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,102,1195,COMMISSIONER OF AGRICULTURE - REP,Jim Hogan,4,6
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,102,1195,COMMISSIONER OF AGRICULTURE - REP,Trey Blocker,2,3
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,102,1195,COMMISSIONER OF AGRICULTURE - REP,Sid Miller,5,12
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,102,1195,RAILROAD COMMISSIONER - REP,Christi Craddick,7,18
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,102,1195,RAILROAD COMMISSIONER - REP,Weston Martinez,5,3
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,102,1195,"PLACE 2, JUSTICE, SUPREME COURT - REP",Jimmy Blacklock,11,20
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,102,1195,"PLACE 4, JUSTICE, SUPREME COURT - REP",John Devine,10,20
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,102,1195,"PLACE 6, JUSTICE, SUPREME COURT - REP",Jeff Brown,11,19
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,102,1195,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS - REP",David Bridges,4,11
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,102,1195,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS - REP",Sharon Keller,8,9
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,102,1195,"PLACE 7, JUDGE, COURT OF CRIMINAL APPEALS - REP",Barbara Parker Hervey,11,19
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,102,1195,"PLACE 8, JUDGE, COURT OF CRIMINAL APPEALS - REP",Michelle Slaughter,6,9
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,102,1195,"PLACE 8, JUDGE, COURT OF CRIMINAL APPEALS - REP",Dib Waldrip,3,5
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,102,1195,"PLACE 8, JUDGE, COURT OF CRIMINAL APPEALS - REP",Jay Brandon,2,8
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,102,1195,"DISTRICT 14, STATE SENATOR - REP",George W. Hindman,11,19
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,102,1195,"PLACE 2, JUSTICE, 3RD COURT OF APPEALS DISTRICT - REP",Cindy Olson Bourland,12,20
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,102,1195,"PLACE 3, JUSTICE, 3RD COURT OF APPEALS DISTRICT - REP",Scott Field,10,19
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,102,1195,"PLACE 5, JUSTICE, 3RD COURT OF APPEALS DISTRICT - REP",David Puryear,10,19
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,102,1195,"PLACE 6, JUSTICE, 3RD COURT OF APPEALS DISTRICT - REP",Donna Davidson,5,4
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,102,1195,"PLACE 6, JUSTICE, 3RD COURT OF APPEALS DISTRICT - REP",Kristofer Monson,2,1
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,102,1195,"PLACE 6, JUSTICE, 3RD COURT OF APPEALS DISTRICT - REP",Jennifer S. Freel,0,6
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,102,1195,"PLACE 6, JUSTICE, 3RD COURT OF APPEALS DISTRICT - REP","Michael ""Mike"" Toth",5,8
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,102,1195,COUNTY CHAIRMAN - REP,Matt Mackowiak,10,19
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,102,1195,REPUBLICAN PROPOSITION 1,Yes,7,16
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,102,1195,REPUBLICAN PROPOSITION 1,No,4,7
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,102,1195,REPUBLICAN PROPOSITION 2,Yes,9,19
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,102,1195,REPUBLICAN PROPOSITION 2,No,2,4
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,102,1195,REPUBLICAN PROPOSITION 3,Yes,8,21
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,102,1195,REPUBLICAN PROPOSITION 3,No,3,2
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,102,1195,REPUBLICAN PROPOSITION 4,Yes,8,21
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,102,1195,REPUBLICAN PROPOSITION 4,No,3,2
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,102,1195,REPUBLICAN PROPOSITION 5,Yes,9,19
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,102,1195,REPUBLICAN PROPOSITION 5,No,2,4
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,102,1195,REPUBLICAN PROPOSITION 6,Yes,8,20
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,102,1195,REPUBLICAN PROPOSITION 6,No,3,3
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,102,1195,REPUBLICAN PROPOSITION 7,Yes,4,11
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,102,1195,REPUBLICAN PROPOSITION 7,No,7,10
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,102,1195,REPUBLICAN PROPOSITION 8,Yes,10,22
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,102,1195,REPUBLICAN PROPOSITION 8,No,1,1
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,102,1195,REPUBLICAN PROPOSITION 9,Yes,7,21
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,102,1195,REPUBLICAN PROPOSITION 9,No,4,2
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,102,1195,REPUBLICAN PROPOSITION 10,Yes,10,21
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,102,1195,REPUBLICAN PROPOSITION 10,No,1,2
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,102,1195,REPUBLICAN PROPOSITION 11,Yes,10,21
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,102,1195,REPUBLICAN PROPOSITION 11,No,1,2
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,103,1639,UNITED STATES SENATOR - REP,"Bruce Jacobson, Jr.",9,4
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,103,1639,UNITED STATES SENATOR - REP,Geraldine Sam,1,1
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,103,1639,UNITED STATES SENATOR - REP,Stefano de Stefano,1,3
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,103,1639,UNITED STATES SENATOR - REP,Mary Miller,9,8
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,103,1639,UNITED STATES SENATOR - REP,Ted Cruz,42,36
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,103,1639,"DISTRICT 10, UNITED STATES REPRESENTATIVE - REP",John W. Cook,10,12
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,103,1639,"DISTRICT 10, UNITED STATES REPRESENTATIVE - REP",Michael T. McCaul,50,40
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,103,1639,GOVERNOR - REP,Greg Abbott,48,39
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,103,1639,GOVERNOR - REP,Barbara Krueger,14,10
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,103,1639,GOVERNOR - REP,SECEDE Kilgore,0,3
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,103,1639,LIEUTENANT GOVERNOR - REP,Dan Patrick,40,31
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,103,1639,LIEUTENANT GOVERNOR - REP,Scott Milder,22,23
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,103,1639,ATTORNEY GENERAL - REP,Ken Paxton,50,36
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,103,1639,COMPTROLLER OF PUBLIC ACCOUNTS - REP,Glenn Hegar,52,40
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,103,1639,COMMISSIONER OF THE GENERAL LAND OFFICE - REP,Davey Edwards,4,4
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,103,1639,COMMISSIONER OF THE GENERAL LAND OFFICE - REP,George P. Bush,25,23
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,103,1639,COMMISSIONER OF THE GENERAL LAND OFFICE - REP,Rick Range,0,4
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,103,1639,COMMISSIONER OF THE GENERAL LAND OFFICE - REP,Jerry Patterson,32,20
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,103,1639,COMMISSIONER OF AGRICULTURE - REP,Jim Hogan,11,11
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,103,1639,COMMISSIONER OF AGRICULTURE - REP,Trey Blocker,18,13
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,103,1639,COMMISSIONER OF AGRICULTURE - REP,Sid Miller,31,20
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,103,1639,RAILROAD COMMISSIONER - REP,Christi Craddick,52,34
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,103,1639,RAILROAD COMMISSIONER - REP,Weston Martinez,8,13
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,103,1639,"PLACE 2, JUSTICE, SUPREME COURT - REP",Jimmy Blacklock,49,36
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,103,1639,"PLACE 4, JUSTICE, SUPREME COURT - REP",John Devine,49,36
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,103,1639,"PLACE 6, JUSTICE, SUPREME COURT - REP",Jeff Brown,48,36
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,103,1639,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS - REP",David Bridges,17,19
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,103,1639,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS - REP",Sharon Keller,35,23
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,103,1639,"PLACE 7, JUDGE, COURT OF CRIMINAL APPEALS - REP",Barbara Parker Hervey,45,36
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,103,1639,"PLACE 8, JUDGE, COURT OF CRIMINAL APPEALS - REP",Michelle Slaughter,33,18
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,103,1639,"PLACE 8, JUDGE, COURT OF CRIMINAL APPEALS - REP",Dib Waldrip,5,12
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,103,1639,"PLACE 8, JUDGE, COURT OF CRIMINAL APPEALS - REP",Jay Brandon,19,12
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,103,1639,"DISTRICT 14, STATE SENATOR - REP",George W. Hindman,48,36
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,103,1639,"PLACE 2, JUSTICE, 3RD COURT OF APPEALS DISTRICT - REP",Cindy Olson Bourland,46,37
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,103,1639,"PLACE 3, JUSTICE, 3RD COURT OF APPEALS DISTRICT - REP",Scott Field,48,34
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,103,1639,"PLACE 5, JUSTICE, 3RD COURT OF APPEALS DISTRICT - REP",David Puryear,48,36
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,103,1639,"PLACE 6, JUSTICE, 3RD COURT OF APPEALS DISTRICT - REP",Donna Davidson,19,13
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,103,1639,"PLACE 6, JUSTICE, 3RD COURT OF APPEALS DISTRICT - REP",Kristofer Monson,3,4
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,103,1639,"PLACE 6, JUSTICE, 3RD COURT OF APPEALS DISTRICT - REP",Jennifer S. Freel,15,15
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,103,1639,"PLACE 6, JUSTICE, 3RD COURT OF APPEALS DISTRICT - REP","Michael ""Mike"" Toth",18,11
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,103,1639,COUNTY CHAIRMAN - REP,Matt Mackowiak,48,32
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,103,1639,REPUBLICAN PROPOSITION 1,Yes,39,36
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,103,1639,REPUBLICAN PROPOSITION 1,No,19,16
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,103,1639,REPUBLICAN PROPOSITION 2,Yes,56,47
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,103,1639,REPUBLICAN PROPOSITION 2,No,3,6
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,103,1639,REPUBLICAN PROPOSITION 3,Yes,42,34
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,103,1639,REPUBLICAN PROPOSITION 3,No,16,17
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,103,1639,REPUBLICAN PROPOSITION 4,Yes,52,42
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,103,1639,REPUBLICAN PROPOSITION 4,No,9,11
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,103,1639,REPUBLICAN PROPOSITION 5,Yes,43,39
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,103,1639,REPUBLICAN PROPOSITION 5,No,17,13
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,103,1639,REPUBLICAN PROPOSITION 6,Yes,42,38
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,103,1639,REPUBLICAN PROPOSITION 6,No,16,16
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,103,1639,REPUBLICAN PROPOSITION 7,Yes,42,24
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,103,1639,REPUBLICAN PROPOSITION 7,No,20,28
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,103,1639,REPUBLICAN PROPOSITION 8,Yes,51,44
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,103,1639,REPUBLICAN PROPOSITION 8,No,11,9
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,103,1639,REPUBLICAN PROPOSITION 9,Yes,41,33
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,103,1639,REPUBLICAN PROPOSITION 9,No,19,19
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,103,1639,REPUBLICAN PROPOSITION 10,Yes,60,47
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,103,1639,REPUBLICAN PROPOSITION 10,No,2,6
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,103,1639,REPUBLICAN PROPOSITION 11,Yes,58,46
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,,,103,1639,REPUBLICAN PROPOSITION 11,No,4,7
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,2,2,104,1242,UNITED STATES SENATOR - REP,"Bruce Jacobson, Jr.",3,1
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,2,2,104,1242,UNITED STATES SENATOR - REP,Geraldine Sam,2,1
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,2,2,104,1242,UNITED STATES SENATOR - REP,Stefano de Stefano,1,1
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,2,2,104,1242,UNITED STATES SENATOR - REP,Mary Miller,2,0
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,2,2,104,1242,UNITED STATES SENATOR - REP,Ted Cruz,30,21
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,2,2,104,1242,"DISTRICT 10, UNITED STATES REPRESENTATIVE - REP",John W. Cook,4,2
Travis County Republican Primary Election,3/6/2018,Joint Primary Election,2,2,104,1242,"DISTRICT 10, UNITED STATES REPRESENTATIVE - REP",Michael T. McCaul,30,21
