Political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,,precinct_number,reg_voters,REP Ballots Cast,DEM Ballots Cast,NON Ballots Cast,race_name,candidate_name,party code,election_votes,early_votes,Absentee Voting Votes,Early Voting Votes
,,,,,,1,2789,760,93,0,"Justice, Supreme Court, Place 2",Jimmy Blacklock,,213,,22,368
,,,,,,1,2789,760,93,0,"Justice, Supreme Court, Place 4",John Devine,,211,,22,367
,,,,,,1,2789,760,93,0,"Justice, Supreme Court, Place 6",Jeff Brown,,205,,22,362
,,,,,,1,2789,760,93,0,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,,94,,8,202
,,,,,,1,2789,760,93,0,"Presiding Judge, Court of Criminal Appeals",David Bridges,,115,,14,190
,,,,,,1,2789,760,93,0,"Judge, Court of Criminal Appeals, Place 7",Barbara Parker Hervey,,200,,22,359
,,,,,,1,2789,760,93,0,"Judge, Court of Criminal Appeals, Place 8",Dib Waldrip,,28,,4,70
,,,,,,1,2789,760,93,0,"Judge, Court of Criminal Appeals, Place 8",Jay Brandon,,93,,8,132
,,,,,,1,2789,760,93,0,"Judge, Court of Criminal Appeals, Place 8",Michelle Slaughter,,89,,10,172
,,,,,,1,2789,760,93,0,"State Senator, District No. 3",Robert Nichols,,214,,25,380
,,,,,,1,2789,760,93,0,"State Representative,
District No. 18",Ernest Bailes,,195,,17,349
,,,,,,1,2789,760,93,0,"State Representative,
District No. 18",Emily Kebodeaux Cook,,54,,10,113
,,,,,,1,2789,760,93,0,"Justice, 9th Court of Appeals District, Place No. 3",Leanne Johnson,,200,,23,360
,,,,,,1,2789,760,93,0,"Justice, 9th Court of Appeals District, Place No. 4",Hollis Horton,,199,,23,356
,,,,,,1,2789,760,93,0,"District Judge, 258th Judicial District",John Wells,,81,,8,165
,,,,,,1,2789,760,93,0,"District Judge, 258th Judicial District",Travis Kitchens,,74,,5,126
,,,,,,1,2789,760,93,0,"District Judge, 258th Judicial District",Shelly Bush Sitton,,68,,11,135
,,,,,,1,2789,760,93,0,Criminal District Attorney,Robert H. Trapp,,229,,23,430
,,,,,,1,2789,760,93,0,County Judge,Robert L. Reynolds,,44,,3,77
,,,,,,1,2789,760,93,0,County Judge,Fritz Faulkner,,134,,20,260
,,,,,,1,2789,760,93,0,County Judge,Steve Roberts,,67,,5,126
,,,,,,1,2789,760,93,0,District Clerk,Bill Cooke,,66,,3,116
,,,,,,1,2789,760,93,0,District Clerk,Tammy Currie,,157,,21,310
,,,,,,1,2789,760,93,0,County Clerk,Dawn Wright,,174,,22,333
,,,,,,1,2789,760,93,0,County Clerk,Silvia Haro,,45,,5,96
,,,,,,1,2789,760,93,0,"County Tax Assessor-Collector 
(unexpired term)",Betty Davis,,138,,17,264
,,,,,,1,2789,760,93,0,"County Tax Assessor-Collector 
(unexpired term)",Ray McCoppin,,98,,9,183
,,,,,,1,2789,760,93,0,County Treasurer,DeeDee Adams,,156,,18,286
,,,,,,1,2789,760,93,0,County Treasurer,Janice Chamblee,,77,,9,155
,,,,,,1,2789,760,93,0,"Justice of the Peace,
Precinct No. 1",Tracy Shipley,,41,,4,115
,,,,,,1,2789,760,93,0,"Justice of the Peace,
Precinct No. 1",Dianne Griffith,,32,,4,75
,,,,,,1,2789,760,93,0,"Justice of the Peace,
Precinct No. 1",Cliff Love,,20,,3,20
,,,,,,1,2789,760,93,0,"Justice of the Peace,
Precinct No. 1",Jodie Richey Jones,,31,,4,81
,,,,,,1,2789,760,93,0,"Justice of the Peace,
Precinct No. 1",John Lovett,,59,,5,79
,,,,,,1,2789,760,93,0,"Justice of the Peace,
Precinct No. 1",Christina McGee,,49,,4,69
,,,,,,1,2789,760,93,0,County Chairman,Dwayne Wright,,200,,23,365
,,,,,,1,2789,760,93,0,United States Senator,Sema Hernandez,,12,,2,8
,,,,,,1,2789,760,93,0,United States Senator,Beto O'Rourke,,15,,5,13
,,,,,,1,2789,760,93,0,United States Senator,Edward Kimbrough,,20,,1,8
,,,,,,1,2789,760,93,0,"United States Representative, District No. 8",Steven David,,42,,8,29
,,,,,,1,2789,760,93,0,Governor,Adrian Ocegueda,,6,,1,3
,,,,,,1,2789,760,93,0,Governor,Andrew White,,21,,4,17
,,,,,,1,2789,760,93,0,Governor,Grady Yarbrough,,6,,0,2
,,,,,,1,2789,760,93,0,Governor,Lupe Valdez,,5,,0,2
,,,,,,1,2789,760,93,0,Governor,"Cedric Davis, Sr.",,3,,0,3
,,,,,,1,2789,760,93,0,Governor,James Jolly Clark,,0,,0,1
,,,,,,1,2789,760,93,0,Governor,Tom Wakely,,0,,0,1
,,,,,,1,2789,760,93,0,Governor,Jeffrey Payne,,2,,1,1
,,,,,,1,2789,760,93,0,Governor,Joe Mumbach,,1,,0,0
,,,,,,1,2789,760,93,0,Lieutenant Governor,Michael Cooper,,26,,1,14
,,,,,,1,2789,760,93,0,Lieutenant Governor,Mike Collier,,18,,5,13
,,,,,,1,2789,760,93,0,Attorney General,Justin Nelson,,44,,8,31
,,,,,,1,2789,760,93,0,Comptroller of Public Accounts,Tim Mahoney,,36,,3,16
,,,,,,1,2789,760,93,0,Comptroller of Public Accounts,Joi Chevalier,,8,,4,12
,,,,,,1,2789,760,93,0,Commissioner of the General Land Office,Miguel Suazo,,20,,5,15
,,,,,,1,2789,760,93,0,Commissioner of the General Land Office,Tex Morgan,,25,,2,14
,,,,,,1,2789,760,93,0,Commissioner of Agriculture,Kim Olson,,44,,6,29
,,,,,,1,2789,760,93,0,Railroad Commissioner,Roman McAllen,,21,,5,15
,,,,,,1,2789,760,93,0,Railroad Commissioner,Chris Spellmon,,19,,2,11
,,,,,,1,2789,760,93,0,"Justice, Supreme Court, Place 2",Steven Kirkland,,42,,7,29
,,,,,,1,2789,760,93,0,"Justice, Supreme Court, Place 4",R.K. Sandill,,40,,5,28
,,,,,,1,2789,760,93,0,"Justice, Supreme Court, Place 6",Kathy Cheng,,39,,7,28
,,,,,,1,2789,760,93,0,"Presiding Judge, Court of Criminal Appeals",Maria T. (Terri) Jackson,,39,,6,30
,,,,,,1,2789,760,93,0,"Judge, Court of Criminal Appeals, Place 7",Ramona Franklin,,41,,6,29
,,,,,,1,2789,760,93,0,"State Senator, District No. 3",Shirley Layton,,38,,6,29
,,,,,,1,2789,760,93,0,"State Representative,
District No. 18",Fred Lemond,,40,,8,29
,,,,,,1,2789,760,93,0,County Judge,Earl Brown,,45,,8,28
,,,,,,1,2789,760,93,0,County Chairman,Sunny Garbarino,,39,,6,29
,,,,,,1,2789,760,93,0,Proposition #1,Yes,,45,,7,31
,,,,,,1,2789,760,93,0,Proposition #1,No,,4,,0,0
,,,,,,1,2789,760,93,0,Proposition #2,Yes,,43,,6,31
,,,,,,1,2789,760,93,0,Proposition #2,No,,3,,1,0
,,,,,,1,2789,760,93,0,Proposition #3,Yes,,44,,8,32
,,,,,,1,2789,760,93,0,Proposition #3,No,,4,,0,0
,,,,,,1,2789,760,93,0,Proposition #4,Yes,,47,,7,30
,,,,,,1,2789,760,93,0,Proposition #4,No,,3,,0,1
,,,,,,1,2789,760,93,0,Proposition #5,Yes,,41,,8,31
,,,,,,1,2789,760,93,0,Proposition #5,No,,6,,0,1
,,,,,,1,2789,760,93,0,Proposition #6,Yes,,48,,8,32
,,,,,,1,2789,760,93,0,Proposition #6,No,,1,,0,0
,,,,,,1,2789,760,93,0,Proposition #7,Yes,,46,,7,32
,,,,,,1,2789,760,93,0,Proposition #7,No,,3,,0,0
,,,,,,1,2789,760,93,0,Proposition #8,Yes,,46,,6,29
,,,,,,1,2789,760,93,0,Proposition #8,No,,5,,2,3
,,,,,,1,2789,760,93,0,Proposition #9,Yes,,43,,7,31
,,,,,,1,2789,760,93,0,Proposition #9,No,,5,,1,1
,,,,,,1,2789,760,93,0,Proposition #10,Yes,,45,,8,32
,,,,,,1,2789,760,93,0,Proposition #10,No,,3,,0,0
,,,,,,1,2789,760,93,0,Proposition #11,Yes,,41,,8,32
,,,,,,1,2789,760,93,0,Proposition #11,No,,6,,0,0
,,,,,,1,2789,760,93,0,Proposition #12,Yes,,46,,7,32
,,,,,,1,2789,760,93,0,Proposition #12,No,,1,,1,0
,,,,,,1,2789,760,93,0,Proposition 1,YES,,168,,12,314
,,,,,,1,2789,760,93,0,Proposition 1,NO,,70,,6,125
,,,,,,1,2789,760,93,0,Proposition 2,YES,,226,,23,431
,,,,,,1,2789,760,93,0,Proposition 2,NO,,20,,3,16
,,,,,,1,2789,760,93,0,Proposition 3,YES,,199,,23,376
,,,,,,1,2789,760,93,0,Proposition 3,NO,,39,,3,67
,,,,,,1,2789,760,93,0,Proposition 4,YES,,224,,23,422
,,,,,,1,2789,760,93,0,Proposition 4,NO,,23,,1,29
,,,,,,1,2789,760,93,0,Proposition 5,YES,,218,,20,366
,,,,,,1,2789,760,93,0,Proposition 5,NO,,30,,4,82
,,,,,,1,2789,760,93,0,Proposition 6,YES,,238,,24,438
,,,,,,1,2789,760,93,0,Proposition 6,NO,,12,,3,18
,,,,,,1,2789,760,93,0,Proposition 7,YES,,161,,19,303
,,,,,,1,2789,760,93,0,Proposition 7,NO,,82,,8,135
,,,,,,1,2789,760,93,0,Proposition 8,YES,,237,,27,440
,,,,,,1,2789,760,93,0,Proposition 8,NO,,12,,0,14
,,,,,,1,2789,760,93,0,Proposition 9,YES,,213,,21,409
,,,,,,1,2789,760,93,0,Proposition 9,NO,,33,,6,43
,,,,,,1,2789,760,93,0,Proposition 10,YES,,233,,25,426
,,,,,,1,2789,760,93,0,Proposition 10,NO,,10,,2,24
,,,,,,1,2789,760,93,0,Proposition 11,YES,,216,,22,417
,,,,,,1,2789,760,93,0,Proposition 11,NO,,31,,4,42
,,,,,,2,3943,741,102,0,United States Senator,"Bruce Jacobson, Jr.",,12,,2,19
,,,,,,2,3943,741,102,0,United States Senator,Mary Miller,,15,,0,16
,,,,,,2,3943,741,102,0,United States Senator,Geraldine Sam,,3,,0,1
,,,,,,2,3943,741,102,0,United States Senator,Ted Cruz,,355,,28,249
,,,,,,2,3943,741,102,0,United States Senator,Stefano de Stefano,,2,,0,0
,,,,,,2,3943,741,102,0,"United States Representative, District No. 8",Kevin Brady,,362,,29,267
,,,,,,2,3943,741,102,0,Governor,SECEDE Kilgore,,9,,2,9
,,,,,,2,3943,741,102,0,Governor,Barbara Krueger,,15,,2,18
,,,,,,2,3943,741,102,0,Governor,Greg Abbott,,367,,26,259
,,,,,,2,3943,741,102,0,Lieutenant Governor,Dan Patrick,,315,,23,199
,,,,,,2,3943,741,102,0,Lieutenant Governor,Scott Milder,,65,,5,83
,,,,,,2,3943,741,102,0,Attorney General,Ken Paxton,,352,,24,252
,,,,,,2,3943,741,102,0,Comptroller of Public Accounts,Glenn Hegar,,336,,25,240
,,,,,,2,3943,741,102,0,Commissioner of the General Land Office,Davey Edwards,,36,,7,20
,,,,,,2,3943,741,102,0,Commissioner of the General Land Office,Jerry Patterson,,66,,5,71
,,,,,,2,3943,741,102,0,Commissioner of the General Land Office,George P. Bush,,255,,12,160
,,,,,,2,3943,741,102,0,Commissioner of the General Land Office,Rick Range,,16,,1,11
,,,,,,2,3943,741,102,0,Commissioner of Agriculture,Trey Blocker,,80,,9,67
,,,,,,2,3943,741,102,0,Commissioner of Agriculture,Jim Hogan,,110,,6,74
,,,,,,2,3943,741,102,0,Commissioner of Agriculture,Sid Miller,,148,,7,99
,,,,,,2,3943,741,102,0,Railroad Commissioner,Christi Craddick,,262,,17,173
,,,,,,2,3943,741,102,0,Railroad Commissioner,Weston Martinez,,81,,5,62
,,,,,,2,3943,741,102,0,"Justice, Supreme Court, Place 2",Jimmy Blacklock,,334,,18,227
,,,,,,2,3943,741,102,0,"Justice, Supreme Court, Place 4",John Devine,,329,,17,227
,,,,,,2,3943,741,102,0,"Justice, Supreme Court, Place 6",Jeff Brown,,328,,18,224
,,,,,,2,3943,741,102,0,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,,144,,8,110
,,,,,,2,3943,741,102,0,"Presiding Judge, Court of Criminal Appeals",David Bridges,,188,,12,128
,,,,,,2,3943,741,102,0,"Judge, Court of Criminal Appeals, Place 7",Barbara Parker Hervey,,316,,18,224
,,,,,,2,3943,741,102,0,"Judge, Court of Criminal Appeals, Place 8",Dib Waldrip,,61,,3,44
,,,,,,2,3943,741,102,0,"Judge, Court of Criminal Appeals, Place 8",Jay Brandon,,120,,6,88
,,,,,,2,3943,741,102,0,"Judge, Court of Criminal Appeals, Place 8",Michelle Slaughter,,137,,11,93
,,,,,,2,3943,741,102,0,"State Senator, District No. 3",Robert Nichols,,327,,25,239
,,,,,,2,3943,741,102,0,"State Representative,
District No. 18",Ernest Bailes,,342,,19,268
,,,,,,2,3943,741,102,0,"State Representative,
District No. 18",Emily Kebodeaux Cook,,58,,9,28
,,,,,,2,3943,741,102,0,"Justice, 9th Court of Appeals District, Place No. 3",Leanne Johnson,,319,,16,225
,,,,,,2,3943,741,102,0,"Justice, 9th Court of Appeals District, Place No. 4",Hollis Horton,,314,,15,220
,,,,,,2,3943,741,102,0,"District Judge, 258th Judicial District",John Wells,,174,,13,129
,,,,,,2,3943,741,102,0,"District Judge, 258th Judicial District",Travis Kitchens,,82,,3,76
,,,,,,2,3943,741,102,0,"District Judge, 258th Judicial District",Shelly Bush Sitton,,100,,5,64
,,,,,,2,3943,741,102,0,Criminal District Attorney,Robert H. Trapp,,343,,18,269
,,,,,,2,3943,741,102,0,County Judge,Robert L. Reynolds,,86,,5,46
,,,,,,2,3943,741,102,0,County Judge,Fritz Faulkner,,250,,17,185
,,,,,,2,3943,741,102,0,County Judge,Steve Roberts,,50,,5,57
,,,,,,2,3943,741,102,0,District Clerk,Bill Cooke,,125,,6,78
,,,,,,2,3943,741,102,0,District Clerk,Tammy Currie,,220,,16,186
,,,,,,2,3943,741,102,0,County Clerk,Dawn Wright,,251,,12,192
,,,,,,2,3943,741,102,0,County Clerk,Silvia Haro,,109,,10,84
,,,,,,2,3943,741,102,0,"County Tax Assessor-Collector 
(unexpired term)",Betty Davis,,258,,13,200
,,,,,,2,3943,741,102,0,"County Tax Assessor-Collector 
(unexpired term)",Ray McCoppin,,105,,12,77
,,,,,,2,3943,741,102,0,County Treasurer,DeeDee Adams,,143,,9,83
,,,,,,2,3943,741,102,0,County Treasurer,Janice Chamblee,,240,,16,203
,,,,,,2,3943,741,102,0,"County Commissioner,
Precinct No. 2",Donny Marrs,,364,,24,268
,,,,,,2,3943,741,102,0,"Justice of the Peace,
Precinct No. 2","Harris ""Red"" Blanchette",,373,,22,273
,,,,,,2,3943,741,102,0,County Chairman,Dwayne Wright,,327,,19,235
,,,,,,2,3943,741,102,0,United States Senator,Sema Hernandez,,27,,6,6
,,,,,,2,3943,741,102,0,United States Senator,Beto O'Rourke,,14,,1,7
,,,,,,2,3943,741,102,0,United States Senator,Edward Kimbrough,,25,,4,5
,,,,,,2,3943,741,102,0,"United States Representative, District No. 8",Steven David,,60,,11,16
,,,,,,2,3943,741,102,0,Governor,Adrian Ocegueda,,3,,0,1
,,,,,,2,3943,741,102,0,Governor,Andrew White,,26,,6,10
,,,,,,2,3943,741,102,0,Governor,Grady Yarbrough,,7,,2,0
,,,,,,2,3943,741,102,0,Governor,Lupe Valdez,,14,,2,2
,,,,,,2,3943,741,102,0,Governor,"Cedric Davis, Sr.",,6,,0,3
,,,,,,2,3943,741,102,0,Governor,James Jolly Clark,,3,,0,0
,,,,,,2,3943,741,102,0,Governor,Tom Wakely,,1,,0,0
,,,,,,2,3943,741,102,0,Governor,Jeffrey Payne,,1,,1,2
,,,,,,2,3943,741,102,0,Governor,Joe Mumbach,,1,,0,0
,,,,,,2,3943,741,102,0,Lieutenant Governor,Michael Cooper,,34,,7,11
,,,,,,2,3943,741,102,0,Lieutenant Governor,Mike Collier,,28,,4,6
,,,,,,2,3943,741,102,0,Attorney General,Justin Nelson,,60,,12,16
,,,,,,2,3943,741,102,0,Comptroller of Public Accounts,Tim Mahoney,,37,,7,11
,,,,,,2,3943,741,102,0,Comptroller of Public Accounts,Joi Chevalier,,26,,5,6
,,,,,,2,3943,741,102,0,Commissioner of the General Land Office,Miguel Suazo,,30,,8,12
,,,,,,2,3943,741,102,0,Commissioner of the General Land Office,Tex Morgan,,34,,3,5
,,,,,,2,3943,741,102,0,Commissioner of Agriculture,Kim Olson,,60,,12,16
,,,,,,2,3943,741,102,0,Railroad Commissioner,Roman McAllen,,32,,7,10
,,,,,,2,3943,741,102,0,Railroad Commissioner,Chris Spellmon,,30,,5,6
,,,,,,2,3943,741,102,0,"Justice, Supreme Court, Place 2",Steven Kirkland,,62,,11,16
,,,,,,2,3943,741,102,0,"Justice, Supreme Court, Place 4",R.K. Sandill,,60,,11,15
,,,,,,2,3943,741,102,0,"Justice, Supreme Court, Place 6",Kathy Cheng,,61,,12,16
,,,,,,2,3943,741,102,0,"Presiding Judge, Court of Criminal Appeals",Maria T. (Terri) Jackson,,60,,12,16
,,,,,,2,3943,741,102,0,"Judge, Court of Criminal Appeals, Place 7",Ramona Franklin,,62,,10,16
,,,,,,2,3943,741,102,0,"State Senator, District No. 3",Shirley Layton,,61,,10,17
,,,,,,2,3943,741,102,0,"State Representative,
District No. 18",Fred Lemond,,58,,11,16
,,,,,,2,3943,741,102,0,County Judge,Earl Brown,,62,,11,18
,,,,,,2,3943,741,102,0,County Chairman,Sunny Garbarino,,63,,11,16
,,,,,,2,3943,741,102,0,Proposition #1,Yes,,65,,13,17
,,,,,,2,3943,741,102,0,Proposition #1,No,,3,,0,1
,,,,,,2,3943,741,102,0,Proposition #2,Yes,,66,,12,17
,,,,,,2,3943,741,102,0,Proposition #2,No,,2,,0,0
,,,,,,2,3943,741,102,0,Proposition #3,Yes,,67,,12,16
,,,,,,2,3943,741,102,0,Proposition #3,No,,1,,1,1
,,,,,,2,3943,741,102,0,Proposition #4,Yes,,66,,13,17
,,,,,,2,3943,741,102,0,Proposition #4,No,,1,,0,1
,,,,,,2,3943,741,102,0,Proposition #5,Yes,,65,,13,16
,,,,,,2,3943,741,102,0,Proposition #5,No,,0,,0,1
,,,,,,2,3943,741,102,0,Proposition #6,Yes,,66,,12,18
,,,,,,2,3943,741,102,0,Proposition #6,No,,0,,0,0
,,,,,,2,3943,741,102,0,Proposition #7,Yes,,67,,13,18
,,,,,,2,3943,741,102,0,Proposition #7,No,,0,,0,0
,,,,,,2,3943,741,102,0,Proposition #8,Yes,,65,,12,17
,,,,,,2,3943,741,102,0,Proposition #8,No,,3,,1,0
,,,,,,2,3943,741,102,0,Proposition #9,Yes,,64,,13,17
,,,,,,2,3943,741,102,0,Proposition #9,No,,1,,0,1
,,,,,,2,3943,741,102,0,Proposition #10,Yes,,68,,13,18
,,,,,,2,3943,741,102,0,Proposition #10,No,,0,,0,0
,,,,,,2,3943,741,102,0,Proposition #11,Yes,,59,,11,15
,,,,,,2,3943,741,102,0,Proposition #11,No,,7,,1,3
,,,,,,2,3943,741,102,0,Proposition #12,Yes,,64,,12,17
,,,,,,2,3943,741,102,0,Proposition #12,No,,1,,0,1
,,,,,,2,3943,741,102,0,Proposition 1,YES,,241,,15,197
,,,,,,2,3943,741,102,0,Proposition 1,NO,,117,,11,78
,,,,,,2,3943,741,102,0,Proposition 2,YES,,351,,27,258
,,,,,,2,3943,741,102,0,Proposition 2,NO,,26,,3,22
,,,,,,2,3943,741,102,0,Proposition 3,YES,,333,,24,238
,,,,,,2,3943,741,102,0,Proposition 3,NO,,37,,6,37
,,,,,,2,3943,741,102,0,Proposition 4,YES,,361,,28,265
,,,,,,2,3943,741,102,0,Proposition 4,NO,,21,,0,19
,,,,,,2,3943,741,102,0,Proposition 5,YES,,314,,22,207
,,,,,,2,3943,741,102,0,Proposition 5,NO,,63,,7,79
,,,,,,2,3943,741,102,0,Proposition 6,YES,,384,,29,274
,,,,,,2,3943,741,102,0,Proposition 6,NO,,6,,1,14
,,,,,,2,3943,741,102,0,Proposition 7,YES,,269,,22,194
,,,,,,2,3943,741,102,0,Proposition 7,NO,,105,,7,91
,,,,,,2,3943,741,102,0,Proposition 8,YES,,381,,29,276
,,,,,,2,3943,741,102,0,Proposition 8,NO,,8,,1,12
,,,,,,2,3943,741,102,0,Proposition 9,YES,,357,,28,267
,,,,,,2,3943,741,102,0,Proposition 9,NO,,27,,1,21
,,,,,,2,3943,741,102,0,Proposition 10,YES,,360,,26,260
,,,,,,2,3943,741,102,0,Proposition 10,NO,,16,,3,21
,,,,,,2,3943,741,102,0,Proposition 11,YES,,325,,26,260
,,,,,,2,3943,741,102,0,Proposition 11,NO,,55,,4,30
,,,,,,3,1163,320,43,0,United States Senator,"Bruce Jacobson, Jr.",,4,,0,4
,,,,,,3,1163,320,43,0,United States Senator,Mary Miller,,10,,0,4
,,,,,,3,1163,320,43,0,United States Senator,Geraldine Sam,,1,,0,0
,,,,,,3,1163,320,43,0,United States Senator,Ted Cruz,,155,,9,114
,,,,,,3,1163,320,43,0,United States Senator,Stefano de Stefano,,2,,0,0
,,,,,,3,1163,320,43,0,"United States Representative, District No. 8",Kevin Brady,,159,,9,118
,,,,,,3,1163,320,43,0,Governor,SECEDE Kilgore,,2,,0,1
,,,,,,3,1163,320,43,0,Governor,Barbara Krueger,,8,,0,3
,,,,,,3,1163,320,43,0,Governor,Greg Abbott,,163,,9,123
,,,,,,3,1163,320,43,0,Lieutenant Governor,Dan Patrick,,137,,9,104
,,,,,,3,1163,320,43,0,Lieutenant Governor,Scott Milder,,35,,0,18
,,,,,,3,1163,320,43,0,Attorney General,Ken Paxton,,159,,7,115
,,,,,,3,1163,320,43,0,Comptroller of Public Accounts,Glenn Hegar,,151,,8,103
,,,,,,3,1163,320,43,0,Commissioner of the General Land Office,Davey Edwards,,18,,1,7
,,,,,,3,1163,320,43,0,Commissioner of the General Land Office,Jerry Patterson,,44,,2,28
,,,,,,3,1163,320,43,0,Commissioner of the General Land Office,George P. Bush,,101,,5,80
,,,,,,3,1163,320,43,0,Commissioner of the General Land Office,Rick Range,,8,,0,1
,,,,,,3,1163,320,43,0,Commissioner of Agriculture,Trey Blocker,,34,,3,26
,,,,,,3,1163,320,43,0,Commissioner of Agriculture,Jim Hogan,,44,,3,24
,,,,,,3,1163,320,43,0,Commissioner of Agriculture,Sid Miller,,73,,2,47
,,,,,,3,1163,320,43,0,Railroad Commissioner,Christi Craddick,,114,,5,78
,,,,,,3,1163,320,43,0,Railroad Commissioner,Weston Martinez,,31,,2,22
,,,,,,3,1163,320,43,0,"Justice, Supreme Court, Place 2",Jimmy Blacklock,,139,,7,93
,,,,,,3,1163,320,43,0,"Justice, Supreme Court, Place 4",John Devine,,137,,7,93
,,,,,,3,1163,320,43,0,"Justice, Supreme Court, Place 6",Jeff Brown,,138,,7,92
,,,,,,3,1163,320,43,0,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,,65,,4,55
,,,,,,3,1163,320,43,0,"Presiding Judge, Court of Criminal Appeals",David Bridges,,77,,2,40
,,,,,,3,1163,320,43,0,"Judge, Court of Criminal Appeals, Place 7",Barbara Parker Hervey,,135,,7,93
,,,,,,3,1163,320,43,0,"Judge, Court of Criminal Appeals, Place 8",Dib Waldrip,,16,,2,21
,,,,,,3,1163,320,43,0,"Judge, Court of Criminal Appeals, Place 8",Jay Brandon,,61,,2,35
,,,,,,3,1163,320,43,0,"Judge, Court of Criminal Appeals, Place 8",Michelle Slaughter,,59,,2,38
,,,,,,3,1163,320,43,0,"State Senator, District No. 3",Robert Nichols,,143,,6,98
,,,,,,3,1163,320,43,0,"State Representative,
District No. 18",Ernest Bailes,,143,,7,108
,,,,,,3,1163,320,43,0,"State Representative,
District No. 18",Emily Kebodeaux Cook,,34,,2,20
,,,,,,3,1163,320,43,0,"Justice, 9th Court of Appeals District, Place No. 3",Leanne Johnson,,134,,6,94
,,,,,,3,1163,320,43,0,"Justice, 9th Court of Appeals District, Place No. 4",Hollis Horton,,135,,6,90
,,,,,,3,1163,320,43,0,"District Judge, 258th Judicial District",John Wells,,72,,3,50
,,,,,,3,1163,320,43,0,"District Judge, 258th Judicial District",Travis Kitchens,,50,,2,34
,,,,,,3,1163,320,43,0,"District Judge, 258th Judicial District",Shelly Bush Sitton,,32,,0,24
,,,,,,3,1163,320,43,0,Criminal District Attorney,Robert H. Trapp,,160,,8,110
,,,,,,3,1163,320,43,0,County Judge,Robert L. Reynolds,,22,,0,10
,,,,,,3,1163,320,43,0,County Judge,Fritz Faulkner,,114,,7,95
,,,,,,3,1163,320,43,0,County Judge,Steve Roberts,,33,,1,23
,,,,,,3,1163,320,43,0,District Clerk,Bill Cooke,,42,,1,26
,,,,,,3,1163,320,43,0,District Clerk,Tammy Currie,,114,,4,84
,,,,,,3,1163,320,43,0,County Clerk,Dawn Wright,,118,,5,88
,,,,,,3,1163,320,43,0,County Clerk,Silvia Haro,,36,,0,24
,,,,,,3,1163,320,43,0,"County Tax Assessor-Collector 
(unexpired term)",Betty Davis,,124,,7,98
,,,,,,3,1163,320,43,0,"County Tax Assessor-Collector 
(unexpired term)",Ray McCoppin,,38,,0,22
,,,,,,3,1163,320,43,0,County Treasurer,DeeDee Adams,,102,,5,67
,,,,,,3,1163,320,43,0,County Treasurer,Janice Chamblee,,61,,2,54
,,,,,,3,1163,320,43,0,"Justice of the Peace,
Precinct No. 3",Randy Ellisor,,156,,8,119
,,,,,,3,1163,320,43,0,County Chairman,Dwayne Wright,,136,,6,99
,,,,,,3,1163,320,43,0,United States Senator,Sema Hernandez,,7,,0,2
,,,,,,3,1163,320,43,0,United States Senator,Beto O'Rourke,,10,,1,3
