political_subdivision,election_date,election_name,total provision ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,party_code,early_votes,election_votes
Bee County,3/6/2018,2018 Democrat Primary,8,7,2,274,"Judge, Court of Criminal Appeals, Place 7",Ramona Franklin,DEM,0,0
Bee County,3/6/2018,2018 Democrat Primary,8,7,2,274,"Member, State Board of Education, District No. 3",Dan Arellano,DEM,0,1
Bee County,3/6/2018,2018 Democrat Primary,8,7,2,274,"Member, State Board of Education, District No. 3",Marisa B. Perez,DEM,0,1
Bee County,3/6/2018,2018 Democrat Primary,8,7,2,274,"State Representative, District No. 43",Dee Ann Torres Miller,DEM,0,0
Bee County,3/6/2018,2018 Democrat Primary,8,7,2,274,"Chief Justice, 13th Court of Appeals District",Ray Thomas,DEM,0,0
Bee County,3/6/2018,2018 Democrat Primary,8,7,2,274,"Chief Justice, 13th Court of Appeals District",Dori Contreras,DEM,0,0
Bee County,3/6/2018,2018 Democrat Primary,8,7,2,274,"Justice, 13th Court of Appeals District, Place No. 2",Nora Longoria,DEM,0,1
Bee County,3/6/2018,2018 Democrat Primary,8,7,2,274,"Justice, 13th Court of Appeals District, Place No. 4",Rudy Delgado,DEM,0,0
Bee County,3/6/2018,2018 Democrat Primary,8,7,2,274,"Justice, 13th Court of Appeals District, Place No. 5",Gina Benavides,DEM,0,0
Bee County,3/6/2018,2018 Democrat Primary,8,7,2,274,District Clerk,Sara Trevino,DEM,0,2
Bee County,3/6/2018,2018 Democrat Primary,8,7,2,274,County Clerk,Susana Moron,DEM,0,0
Bee County,3/6/2018,2018 Democrat Primary,8,7,2,274,"County Commissioner, Precinct No. 2",Mirella Escamilla Davis,DEM,0,1
Bee County,3/6/2018,2018 Democrat Primary,8,7,2,274,"Justice of the Peace, Precinct No. 2",Eddie Salazar,DEM,0,0
Bee County,3/6/2018,2018 Democrat Primary,8,7,2,274,County Chairman,Dela Castillo,DEM,0,1
Bee County,3/6/2018,2018 Democrat Primary,8,7,3,1710,United States Senator,Edward Kimbrough,DEM,15,6
Bee County,3/6/2018,2018 Democrat Primary,8,7,3,1710,United States Senator,Beto O'Rourke,DEM,13,14
Bee County,3/6/2018,2018 Democrat Primary,8,7,3,1710,United States Senator,Sema Hernandez,DEM,12,9
Bee County,3/6/2018,2018 Democrat Primary,8,7,3,1710,"United States Representative, District No. 34",Filemon B. Vela,DEM,39,27
Bee County,3/6/2018,2018 Democrat Primary,8,7,3,1710,Governor,Andrew White,DEM,11,4
Bee County,3/6/2018,2018 Democrat Primary,8,7,3,1710,Governor,Grady Yarbrough,DEM,8,6
Bee County,3/6/2018,2018 Democrat Primary,8,7,3,1710,Governor,"Cedric Davis, Sr.",DEM,0,2
Bee County,3/6/2018,2018 Democrat Primary,8,7,3,1710,Governor,Tom Wakely,DEM,1,0
Bee County,3/6/2018,2018 Democrat Primary,8,7,3,1710,Governor,James Jolly Clark,DEM,1,0
Bee County,3/6/2018,2018 Democrat Primary,8,7,3,1710,Governor,Jeffrey Payne,DEM,0,0
Bee County,3/6/2018,2018 Democrat Primary,8,7,3,1710,Governor,Joe Mumbach,DEM,0,0
Bee County,3/6/2018,2018 Democrat Primary,8,7,3,1710,Governor,Adrian Ocegueda,DEM,1,1
Bee County,3/6/2018,2018 Democrat Primary,8,7,3,1710,Governor,Lupe Valdez,DEM,18,15
Bee County,3/6/2018,2018 Democrat Primary,8,7,3,1710,Lieutenant Governor,Michael Cooper,DEM,20,12
Bee County,3/6/2018,2018 Democrat Primary,8,7,3,1710,Lieutenant Governor,Mike Collier,DEM,19,13
Bee County,3/6/2018,2018 Democrat Primary,8,7,3,1710,Attorney General,Justin Nelson,DEM,38,27
Bee County,3/6/2018,2018 Democrat Primary,8,7,3,1710,Comptroller of Public Accounts,Tim Mahoney,DEM,27,19
Bee County,3/6/2018,2018 Democrat Primary,8,7,3,1710,Comptroller of Public Accounts,Joi Chevalier,DEM,13,8
Bee County,3/6/2018,2018 Democrat Primary,8,7,3,1710,Commissioner of the General Land Office,Tex Morgan,DEM,13,6
Bee County,3/6/2018,2018 Democrat Primary,8,7,3,1710,Commissioner of the General Land Office,Miguel Suazo,DEM,27,20
Bee County,3/6/2018,2018 Democrat Primary,8,7,3,1710,Commissioner of Agriculture,Kim Olson,DEM,38,27
Bee County,3/6/2018,2018 Democrat Primary,8,7,3,1710,Railroad Commissioner,Roman McAllen,DEM,23,17
Bee County,3/6/2018,2018 Democrat Primary,8,7,3,1710,Railroad Commissioner,Chris Spellmon,DEM,17,10
Bee County,3/6/2018,2018 Democrat Primary,8,7,3,1710,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,36,25
Bee County,3/6/2018,2018 Democrat Primary,8,7,3,1710,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,35,24
Bee County,3/6/2018,2018 Democrat Primary,8,7,3,1710,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,38,26
Bee County,3/6/2018,2018 Democrat Primary,8,7,3,1710,"Presiding Judge, Court of Criminal Appeals",Maria T. (Terri) Jackson,DEM,37,26
Bee County,3/6/2018,2018 Democrat Primary,8,7,3,1710,"Judge, Court of Criminal Appeals, Place 7",Ramona Franklin,DEM,37,24
Bee County,3/6/2018,2018 Democrat Primary,8,7,3,1710,"Member, State Board of Education, District No. 3",Dan Arellano,DEM,12,5
Bee County,3/6/2018,2018 Democrat Primary,8,7,3,1710,"Member, State Board of Education, District No. 3",Marisa B. Perez,DEM,29,23
Bee County,3/6/2018,2018 Democrat Primary,8,7,3,1710,"State Representative, District No. 43",Dee Ann Torres Miller,DEM,36,25
Bee County,3/6/2018,2018 Democrat Primary,8,7,3,1710,"Chief Justice, 13th Court of Appeals District",Ray Thomas,DEM,19,9
Bee County,3/6/2018,2018 Democrat Primary,8,7,3,1710,"Chief Justice, 13th Court of Appeals District",Dori Contreras,DEM,22,19
Bee County,3/6/2018,2018 Democrat Primary,8,7,3,1710,"Justice, 13th Court of Appeals District, Place No. 2",Nora Longoria,DEM,39,25
Bee County,3/6/2018,2018 Democrat Primary,8,7,3,1710,"Justice, 13th Court of Appeals District, Place No. 4",Rudy Delgado,DEM,40,24
Bee County,3/6/2018,2018 Democrat Primary,8,7,3,1710,"Justice, 13th Court of Appeals District, Place No. 5",Gina Benavides,DEM,40,25
Bee County,3/6/2018,2018 Democrat Primary,8,7,3,1710,District Clerk,Sara Trevino,DEM,38,26
Bee County,3/6/2018,2018 Democrat Primary,8,7,3,1710,County Clerk,Susana Moron,DEM,40,25
Bee County,3/6/2018,2018 Democrat Primary,8,7,3,1710,"County Commisisoner, Precinct No. 4",Richard (Rick) Olivares,DEM,39,23
Bee County,3/6/2018,2018 Democrat Primary,8,7,3,1710,"Justice of the Peace, Precinct No. 4",Luis R. Pena,DEM,6,2
Bee County,3/6/2018,2018 Democrat Primary,8,7,3,1710,"Justice of the Peace, Precinct No. 4",Enrique (Henry) Jimenez,DEM,18,19
Bee County,3/6/2018,2018 Democrat Primary,8,7,3,1710,"Justice of the Peace, Precinct No. 4",Esther Castro,DEM,19,12
Bee County,3/6/2018,2018 Democrat Primary,8,7,3,1710,County Chairman,Dela Castillo,DEM,38,26
Bee County,3/6/2018,2018 Democrat Primary,8,7,4,348,United States Senator,Edward Kimbrough,DEM,1,2
Bee County,3/6/2018,2018 Democrat Primary,8,7,4,348,United States Senator,Beto O'Rourke,DEM,3,5
Bee County,3/6/2018,2018 Democrat Primary,8,7,4,348,United States Senator,Sema Hernandez,DEM,2,0
Bee County,3/6/2018,2018 Democrat Primary,8,7,4,348,"United States Representative, District No. 34",Filemon B. Vela,DEM,5,7
Bee County,3/6/2018,2018 Democrat Primary,8,7,4,348,Governor,Andrew White,DEM,2,3
Bee County,3/6/2018,2018 Democrat Primary,8,7,4,348,Governor,Grady Yarbrough,DEM,1,0
Bee County,3/6/2018,2018 Democrat Primary,8,7,4,348,Governor,"Cedric Davis, Sr.",DEM,0,0
Bee County,3/6/2018,2018 Democrat Primary,8,7,4,348,Governor,Tom Wakely,DEM,0,0
Bee County,3/6/2018,2018 Democrat Primary,8,7,4,348,Governor,James Jolly Clark,DEM,0,0
Bee County,3/6/2018,2018 Democrat Primary,8,7,4,348,Governor,Jeffrey Payne,DEM,1,0
Bee County,3/6/2018,2018 Democrat Primary,8,7,4,348,Governor,Joe Mumbach,DEM,0,0
Bee County,3/6/2018,2018 Democrat Primary,8,7,4,348,Governor,Adrian Ocegueda,DEM,0,1
Bee County,3/6/2018,2018 Democrat Primary,8,7,4,348,Governor,Lupe Valdez,DEM,2,3
Bee County,3/6/2018,2018 Democrat Primary,8,7,4,348,Lieutenant Governor,Michael Cooper,DEM,1,5
Bee County,3/6/2018,2018 Democrat Primary,8,7,4,348,Lieutenant Governor,Mike Collier,DEM,5,2
Bee County,3/6/2018,2018 Democrat Primary,8,7,4,348,Attorney General,Justin Nelson,DEM,4,6
Bee County,3/6/2018,2018 Democrat Primary,8,7,4,348,Comptroller of Public Accounts,Tim Mahoney,DEM,2,2
Bee County,3/6/2018,2018 Democrat Primary,8,7,4,348,Comptroller of Public Accounts,Joi Chevalier,DEM,4,5
Bee County,3/6/2018,2018 Democrat Primary,8,7,4,348,Commissioner of the General Land Office,Tex Morgan,DEM,0,3
Bee County,3/6/2018,2018 Democrat Primary,8,7,4,348,Commissioner of the General Land Office,Miguel Suazo,DEM,6,4
Bee County,3/6/2018,2018 Democrat Primary,8,7,4,348,Commissioner of Agriculture,Kim Olson,DEM,4,7
Bee County,3/6/2018,2018 Democrat Primary,8,7,4,348,Railroad Commissioner,Roman McAllen,DEM,4,4
Bee County,3/6/2018,2018 Democrat Primary,8,7,4,348,Railroad Commissioner,Chris Spellmon,DEM,0,3
Bee County,3/6/2018,2018 Democrat Primary,8,7,4,348,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,4,7
Bee County,3/6/2018,2018 Democrat Primary,8,7,4,348,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,4,7
Bee County,3/6/2018,2018 Democrat Primary,8,7,4,348,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,4,7
Bee County,3/6/2018,2018 Democrat Primary,8,7,4,348,"Presiding Judge, Court of Criminal Appeals",Maria T. (Terri) Jackson,DEM,5,7
Bee County,3/6/2018,2018 Democrat Primary,8,7,4,348,"Judge, Court of Criminal Appeals, Place 7",Ramona Franklin,DEM,4,7
Bee County,3/6/2018,2018 Democrat Primary,8,7,4,348,"Member, State Board of Education, District No. 3",Dan Arellano,DEM,0,1
Bee County,3/6/2018,2018 Democrat Primary,8,7,4,348,"Member, State Board of Education, District No. 3",Marisa B. Perez,DEM,4,6
Bee County,3/6/2018,2018 Democrat Primary,8,7,4,348,"State Representative, District No. 43",Dee Ann Torres Miller,DEM,4,7
Bee County,3/6/2018,2018 Democrat Primary,8,7,4,348,"Chief Justice, 13th Court of Appeals District",Ray Thomas,DEM,2,1
Bee County,3/6/2018,2018 Democrat Primary,8,7,4,348,"Chief Justice, 13th Court of Appeals District",Dori Contreras,DEM,3,6
Bee County,3/6/2018,2018 Democrat Primary,8,7,4,348,"Justice, 13th Court of Appeals District, Place No. 2",Nora Longoria,DEM,4,7
Bee County,3/6/2018,2018 Democrat Primary,8,7,4,348,"Justice, 13th Court of Appeals District, Place No. 4",Rudy Delgado,DEM,4,7
Bee County,3/6/2018,2018 Democrat Primary,8,7,4,348,"Justice, 13th Court of Appeals District, Place No. 5",Gina Benavides,DEM,5,7
Bee County,3/6/2018,2018 Democrat Primary,8,7,4,348,District Clerk,Sara Trevino,DEM,5,7
Bee County,3/6/2018,2018 Democrat Primary,8,7,4,348,County Clerk,Susana Moron,DEM,5,7
Bee County,3/6/2018,2018 Democrat Primary,8,7,4,348,"County Commisisoner, Precinct No. 4",Richard (Rick) Olivares,DEM,5,7
Bee County,3/6/2018,2018 Democrat Primary,8,7,4,348,"Justice of the Peace, Precinct No. 4",Luis R. Pena,DEM,0,2
Bee County,3/6/2018,2018 Democrat Primary,8,7,4,348,"Justice of the Peace, Precinct No. 4",Enrique (Henry) Jimenez,DEM,4,1
Bee County,3/6/2018,2018 Democrat Primary,8,7,4,348,"Justice of the Peace, Precinct No. 4",Esther Castro,DEM,2,4
Bee County,3/6/2018,2018 Democrat Primary,8,7,4,348,County Chairman,Dela Castillo,DEM,5,7
Bee County,3/6/2018,2018 Democrat Primary,8,7,5,391,United States Senator,Edward Kimbrough,DEM,0,2
Bee County,3/6/2018,2018 Democrat Primary,8,7,5,391,United States Senator,Beto O'Rourke,DEM,0,1
Bee County,3/6/2018,2018 Democrat Primary,8,7,5,391,United States Senator,Sema Hernandez,DEM,0,0
Bee County,3/6/2018,2018 Democrat Primary,8,7,5,391,"United States Representative, District No. 34",Filemon B. Vela,DEM,0,3
Bee County,3/6/2018,2018 Democrat Primary,8,7,5,391,Governor,Andrew White,DEM,0,1
Bee County,3/6/2018,2018 Democrat Primary,8,7,5,391,Governor,Grady Yarbrough,DEM,0,1
Bee County,3/6/2018,2018 Democrat Primary,8,7,5,391,Governor,"Cedric Davis, Sr.",DEM,0,0
Bee County,3/6/2018,2018 Democrat Primary,8,7,5,391,Governor,Tom Wakely,DEM,0,0
Bee County,3/6/2018,2018 Democrat Primary,8,7,5,391,Governor,James Jolly Clark,DEM,0,0
Bee County,3/6/2018,2018 Democrat Primary,8,7,5,391,Governor,Jeffrey Payne,DEM,0,0
Bee County,3/6/2018,2018 Democrat Primary,8,7,5,391,Governor,Joe Mumbach,DEM,0,0
Bee County,3/6/2018,2018 Democrat Primary,8,7,5,391,Governor,Adrian Ocegueda,DEM,0,0
Bee County,3/6/2018,2018 Democrat Primary,8,7,5,391,Governor,Lupe Valdez,DEM,0,0
Bee County,3/6/2018,2018 Democrat Primary,8,7,5,391,Lieutenant Governor,Michael Cooper,DEM,0,0
Bee County,3/6/2018,2018 Democrat Primary,8,7,5,391,Lieutenant Governor,Mike Collier,DEM,0,2
Bee County,3/6/2018,2018 Democrat Primary,8,7,5,391,Attorney General,Justin Nelson,DEM,0,3
Bee County,3/6/2018,2018 Democrat Primary,8,7,5,391,Comptroller of Public Accounts,Tim Mahoney,DEM,0,3
Bee County,3/6/2018,2018 Democrat Primary,8,7,5,391,Comptroller of Public Accounts,Joi Chevalier,DEM,0,1
Bee County,3/6/2018,2018 Democrat Primary,8,7,5,391,Commissioner of the General Land Office,Tex Morgan,DEM,0,2
Bee County,3/6/2018,2018 Democrat Primary,8,7,5,391,Commissioner of the General Land Office,Miguel Suazo,DEM,0,0
Bee County,3/6/2018,2018 Democrat Primary,8,7,5,391,Commissioner of Agriculture,Kim Olson,DEM,0,3
Bee County,3/6/2018,2018 Democrat Primary,8,7,5,391,Railroad Commissioner,Roman McAllen,DEM,0,1
Bee County,3/6/2018,2018 Democrat Primary,8,7,5,391,Railroad Commissioner,Chris Spellmon,DEM,0,1
Bee County,3/6/2018,2018 Democrat Primary,8,7,5,391,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,0,2
Bee County,3/6/2018,2018 Democrat Primary,8,7,5,391,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,0,2
Bee County,3/6/2018,2018 Democrat Primary,8,7,5,391,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,0,3
Bee County,3/6/2018,2018 Democrat Primary,8,7,5,391,"Presiding Judge, Court of Criminal Appeals",Maria T. (Terri) Jackson,DEM,0,3
Bee County,3/6/2018,2018 Democrat Primary,8,7,5,391,"Judge, Court of Criminal Appeals, Place 7",Ramona Franklin,DEM,0,2
Bee County,3/6/2018,2018 Democrat Primary,8,7,5,391,"Member, State Board of Education, District No. 3",Dan Arellano,DEM,0,0
Bee County,3/6/2018,2018 Democrat Primary,8,7,5,391,"Member, State Board of Education, District No. 3",Marisa B. Perez,DEM,0,3
Bee County,3/6/2018,2018 Democrat Primary,8,7,5,391,"State Representative, District No. 43",Dee Ann Torres Miller,DEM,0,3
Bee County,3/6/2018,2018 Democrat Primary,8,7,5,391,"Chief Justice, 13th Court of Appeals District",Ray Thomas,DEM,0,1
Bee County,3/6/2018,2018 Democrat Primary,8,7,5,391,"Chief Justice, 13th Court of Appeals District",Dori Contreras,DEM,0,2
Bee County,3/6/2018,2018 Democrat Primary,8,7,5,391,"Justice, 13th Court of Appeals District, Place No. 2",Nora Longoria,DEM,0,2
Bee County,3/6/2018,2018 Democrat Primary,8,7,5,391,"Justice, 13th Court of Appeals District, Place No. 4",Rudy Delgado,DEM,0,2
Bee County,3/6/2018,2018 Democrat Primary,8,7,5,391,"Justice, 13th Court of Appeals District, Place No. 5",Gina Benavides,DEM,0,2
Bee County,3/6/2018,2018 Democrat Primary,8,7,5,391,District Clerk,Sara Trevino,DEM,0,2
Bee County,3/6/2018,2018 Democrat Primary,8,7,5,391,County Clerk,Susana Moron,DEM,0,2
Bee County,3/6/2018,2018 Democrat Primary,8,7,5,391,"County Commissioner, Precinct No. 2",Mirella Escamilla Davis,DEM,0,4
Bee County,3/6/2018,2018 Democrat Primary,8,7,5,391,"Justice of the Peace, Precinct No. 2",Eddie Salazar,DEM,0,2
Bee County,3/6/2018,2018 Democrat Primary,8,7,5,391,County Chairman,Dela Castillo,DEM,0,3
Bee County,3/6/2018,2018 Democrat Primary,8,7,6,1257,United States Senator,Edward Kimbrough,DEM,17,15
Bee County,3/6/2018,2018 Democrat Primary,8,7,6,1257,United States Senator,Beto O'Rourke,DEM,11,12
Bee County,3/6/2018,2018 Democrat Primary,8,7,6,1257,United States Senator,Sema Hernandez,DEM,32,39
Bee County,3/6/2018,2018 Democrat Primary,8,7,6,1257,"United States Representative, District No. 34",Filemon B. Vela,DEM,53,56
Bee County,3/6/2018,2018 Democrat Primary,8,7,6,1257,Governor,Andrew White,DEM,7,6
Bee County,3/6/2018,2018 Democrat Primary,8,7,6,1257,Governor,Grady Yarbrough,DEM,15,13
Bee County,3/6/2018,2018 Democrat Primary,8,7,6,1257,Governor,"Cedric Davis, Sr.",DEM,0,2
Bee County,3/6/2018,2018 Democrat Primary,8,7,6,1257,Governor,Tom Wakely,DEM,1,3
Bee County,3/6/2018,2018 Democrat Primary,8,7,6,1257,Governor,James Jolly Clark,DEM,0,2
Bee County,3/6/2018,2018 Democrat Primary,8,7,6,1257,Governor,Jeffrey Payne,DEM,0,3
Bee County,3/6/2018,2018 Democrat Primary,8,7,6,1257,Governor,Joe Mumbach,DEM,0,0
Bee County,3/6/2018,2018 Democrat Primary,8,7,6,1257,Governor,Adrian Ocegueda,DEM,9,6
Bee County,3/6/2018,2018 Democrat Primary,8,7,6,1257,Governor,Lupe Valdez,DEM,28,28
Bee County,3/6/2018,2018 Democrat Primary,8,7,6,1257,Lieutenant Governor,Michael Cooper,DEM,28,29
Bee County,3/6/2018,2018 Democrat Primary,8,7,6,1257,Lieutenant Governor,Mike Collier,DEM,27,32
Bee County,3/6/2018,2018 Democrat Primary,8,7,6,1257,Attorney General,Justin Nelson,DEM,43,54
Bee County,3/6/2018,2018 Democrat Primary,8,7,6,1257,Comptroller of Public Accounts,Tim Mahoney,DEM,36,34
Bee County,3/6/2018,2018 Democrat Primary,8,7,6,1257,Comptroller of Public Accounts,Joi Chevalier,DEM,14,25
Bee County,3/6/2018,2018 Democrat Primary,8,7,6,1257,Commissioner of the General Land Office,Tex Morgan,DEM,14,14
Bee County,3/6/2018,2018 Democrat Primary,8,7,6,1257,Commissioner of the General Land Office,Miguel Suazo,DEM,40,48
Bee County,3/6/2018,2018 Democrat Primary,8,7,6,1257,Commissioner of Agriculture,Kim Olson,DEM,44,51
Bee County,3/6/2018,2018 Democrat Primary,8,7,6,1257,Railroad Commissioner,Roman McAllen,DEM,33,44
