political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,party_code,candidate_name,early_votes,election_votes
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,2 - BS3,4090,"Judge, County Court at Law No. 2 & Probate",REP,Thomas Pfeiffer,136,80
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,2 - BS3,4090,District Clerk,REP,Dana Read,113,72
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,2 - BS3,4090,District Clerk,REP,Cassandra Tigner,126,82
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,3 - BS4,4669,Attorney General,REP,George P. Bush,71,24
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,3 - BS4,4669,Attorney General,REP,Ken Paxton,169,89
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,3 - BS4,4669,Commissioner of the General Land Office,REP,Tim Westley,62,34
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,3 - BS4,4669,Commissioner of the General Land Office,REP,Dawn Buckingham,175,70
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,3 - BS4,4669,Railroad Commissioner,REP,Wayne Christian,171,66
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,3 - BS4,4669,Railroad Commissioner,REP,Sarah Stogner,67,39
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,3 - BS4,4669,"District Judge, 149th Judicial District",REP,Jessica Pulcher,168,79
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,3 - BS4,4669,"District Judge, 149th Judicial District",REP,Michelle R. Townsend,70,28
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,3 - BS4,4669,"Judge, County Court at Law No. 2 & Probate",REP,Natalie Broaddus,82,51
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,3 - BS4,4669,"Judge, County Court at Law No. 2 & Probate",REP,Thomas Pfeiffer,156,52
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,3 - BS4,4669,District Clerk,REP,Dana Read,119,56
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,3 - BS4,4669,District Clerk,REP,Cassandra Tigner,111,42
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,4 - BS3,3260,Attorney General,REP,George P. Bush,51,27
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,4 - BS3,3260,Attorney General,REP,Ken Paxton,140,98
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,4 - BS3,3260,Commissioner of the General Land Office,REP,Tim Westley,45,34
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,4 - BS3,3260,Commissioner of the General Land Office,REP,Dawn Buckingham,133,88
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,4 - BS3,3260,Railroad Commissioner,REP,Wayne Christian,132,82
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,4 - BS3,3260,Railroad Commissioner,REP,Sarah Stogner,43,41
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,4 - BS3,3260,"District Judge, 149th Judicial District",REP,Jessica Pulcher,99,64
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,4 - BS3,3260,"District Judge, 149th Judicial District",REP,Michelle R. Townsend,87,59
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,4 - BS3,3260,"Judge, County Court at Law No. 2 & Probate",REP,Natalie Broaddus,90,65
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,4 - BS3,3260,"Judge, County Court at Law No. 2 & Probate",REP,Thomas Pfeiffer,99,57
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,4 - BS3,3260,District Clerk,REP,Dana Read,75,67
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,4 - BS3,3260,District Clerk,REP,Cassandra Tigner,109,53
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,5 - BS3,2243,Attorney General,REP,George P. Bush,38,14
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,5 - BS3,2243,Attorney General,REP,Ken Paxton,108,70
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,5 - BS3,2243,Commissioner of the General Land Office,REP,Tim Westley,35,18
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,5 - BS3,2243,Commissioner of the General Land Office,REP,Dawn Buckingham,97,63
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,5 - BS3,2243,Railroad Commissioner,REP,Wayne Christian,89,53
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,5 - BS3,2243,Railroad Commissioner,REP,Sarah Stogner,46,28
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,5 - BS3,2243,"District Judge, 149th Judicial District",REP,Jessica Pulcher,62,25
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,5 - BS3,2243,"District Judge, 149th Judicial District",REP,Michelle R. Townsend,80,60
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,5 - BS3,2243,"Judge, County Court at Law No. 2 & Probate",REP,Natalie Broaddus,78,59
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,5 - BS3,2243,"Judge, County Court at Law No. 2 & Probate",REP,Thomas Pfeiffer,66,26
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,5 - BS3,2243,District Clerk,REP,Dana Read,47,29
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,5 - BS3,2243,District Clerk,REP,Cassandra Tigner,95,56
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,6 - BS3,1643,Attorney General,REP,George P. Bush,14,11
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,6 - BS3,1643,Attorney General,REP,Ken Paxton,56,59
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,6 - BS3,1643,Commissioner of the General Land Office,REP,Tim Westley,16,16
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,6 - BS3,1643,Commissioner of the General Land Office,REP,Dawn Buckingham,53,50
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,6 - BS3,1643,Railroad Commissioner,REP,Wayne Christian,51,52
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,6 - BS3,1643,Railroad Commissioner,REP,Sarah Stogner,19,16
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,6 - BS3,1643,"District Judge, 149th Judicial District",REP,Jessica Pulcher,44,39
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,6 - BS3,1643,"District Judge, 149th Judicial District",REP,Michelle R. Townsend,24,29
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,6 - BS3,1643,"Judge, County Court at Law No. 2 & Probate",REP,Natalie Broaddus,24,32
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,6 - BS3,1643,"Judge, County Court at Law No. 2 & Probate",REP,Thomas Pfeiffer,45,36
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,6 - BS3,1643,District Clerk,REP,Dana Read,31,36
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,6 - BS3,1643,District Clerk,REP,Cassandra Tigner,36,31
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,7 - BS3,2857,Attorney General,REP,George P. Bush,27,8
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,7 - BS3,2857,Attorney General,REP,Ken Paxton,70,40
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,7 - BS3,2857,Commissioner of the General Land Office,REP,Tim Westley,33,14
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,7 - BS3,2857,Commissioner of the General Land Office,REP,Dawn Buckingham,59,27
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,7 - BS3,2857,Railroad Commissioner,REP,Wayne Christian,69,29
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,7 - BS3,2857,Railroad Commissioner,REP,Sarah Stogner,22,14
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,7 - BS3,2857,"District Judge, 149th Judicial District",REP,Jessica Pulcher,49,24
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,7 - BS3,2857,"District Judge, 149th Judicial District",REP,Michelle R. Townsend,49,19
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,7 - BS3,2857,"Judge, County Court at Law No. 2 & Probate",REP,Natalie Broaddus,68,32
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,7 - BS3,2857,"Judge, County Court at Law No. 2 & Probate",REP,Thomas Pfeiffer,33,16
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,7 - BS3,2857,District Clerk,REP,Dana Read,36,22
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,7 - BS3,2857,District Clerk,REP,Cassandra Tigner,62,20
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,8 - BS3,995,Attorney General,REP,George P. Bush,14,7
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,8 - BS3,995,Attorney General,REP,Ken Paxton,27,23
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,8 - BS3,995,Commissioner of the General Land Office,REP,Tim Westley,11,15
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,8 - BS3,995,Commissioner of the General Land Office,REP,Dawn Buckingham,28,12
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,8 - BS3,995,Railroad Commissioner,REP,Wayne Christian,27,14
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,8 - BS3,995,Railroad Commissioner,REP,Sarah Stogner,13,13
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,8 - BS3,995,"District Judge, 149th Judicial District",REP,Jessica Pulcher,20,16
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,8 - BS3,995,"District Judge, 149th Judicial District",REP,Michelle R. Townsend,21,13
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,8 - BS3,995,"Judge, County Court at Law No. 2 & Probate",REP,Natalie Broaddus,20,18
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,8 - BS3,995,"Judge, County Court at Law No. 2 & Probate",REP,Thomas Pfeiffer,22,11
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,8 - BS3,995,District Clerk,REP,Dana Read,20,4
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,8 - BS3,995,District Clerk,REP,Cassandra Tigner,21,24
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,9 - BS3,1033,Attorney General,REP,George P. Bush,13,18
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,9 - BS3,1033,Attorney General,REP,Ken Paxton,34,28
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,9 - BS3,1033,Commissioner of the General Land Office,REP,Tim Westley,10,16
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,9 - BS3,1033,Commissioner of the General Land Office,REP,Dawn Buckingham,31,26
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,9 - BS3,1033,Railroad Commissioner,REP,Wayne Christian,34,24
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,9 - BS3,1033,Railroad Commissioner,REP,Sarah Stogner,9,20
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,9 - BS3,1033,"District Judge, 149th Judicial District",REP,Jessica Pulcher,19,24
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,9 - BS3,1033,"District Judge, 149th Judicial District",REP,Michelle R. Townsend,27,22
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,9 - BS3,1033,"Judge, County Court at Law No. 2 & Probate",REP,Natalie Broaddus,24,24
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,9 - BS3,1033,"Judge, County Court at Law No. 2 & Probate",REP,Thomas Pfeiffer,23,20
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,9 - BS3,1033,District Clerk,REP,Dana Read,18,18
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,9 - BS3,1033,District Clerk,REP,Cassandra Tigner,29,27
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,10 - BS3,1037,Attorney General,REP,George P. Bush,10,5
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,10 - BS3,1037,Attorney General,REP,Ken Paxton,51,40
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,10 - BS3,1037,Commissioner of the General Land Office,REP,Tim Westley,12,12
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,10 - BS3,1037,Commissioner of the General Land Office,REP,Dawn Buckingham,47,29
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,10 - BS3,1037,Railroad Commissioner,REP,Wayne Christian,43,32
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,10 - BS3,1037,Railroad Commissioner,REP,Sarah Stogner,16,11
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,10 - BS3,1037,"District Judge, 149th Judicial District",REP,Jessica Pulcher,41,20
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,10 - BS3,1037,"District Judge, 149th Judicial District",REP,Michelle R. Townsend,20,19
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,10 - BS3,1037,"Judge, County Court at Law No. 2 & Probate",REP,Natalie Broaddus,16,15
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,10 - BS3,1037,"Judge, County Court at Law No. 2 & Probate",REP,Thomas Pfeiffer,45,27
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,10 - BS3,1037,District Clerk,REP,Dana Read,31,17
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,10 - BS3,1037,District Clerk,REP,Cassandra Tigner,27,19
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,11 - BS4,3448,Attorney General,REP,George P. Bush,21,21
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,11 - BS4,3448,Attorney General,REP,Ken Paxton,91,89
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,11 - BS4,3448,Commissioner of the General Land Office,REP,Tim Westley,29,30
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,11 - BS4,3448,Commissioner of the General Land Office,REP,Dawn Buckingham,79,76
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,11 - BS4,3448,Railroad Commissioner,REP,Wayne Christian,76,68
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,11 - BS4,3448,Railroad Commissioner,REP,Sarah Stogner,33,40
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,11 - BS4,3448,"District Judge, 149th Judicial District",REP,Jessica Pulcher,68,58
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,11 - BS4,3448,"District Judge, 149th Judicial District",REP,Michelle R. Townsend,41,41
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,11 - BS4,3448,"Judge, County Court at Law No. 2 & Probate",REP,Natalie Broaddus,39,41
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,11 - BS4,3448,"Judge, County Court at Law No. 2 & Probate",REP,Thomas Pfeiffer,72,60
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,11 - BS4,3448,District Clerk,REP,Dana Read,71,58
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,11 - BS4,3448,District Clerk,REP,Cassandra Tigner,34,35
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,12 - BS4,3782,Attorney General,REP,George P. Bush,24,23
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,12 - BS4,3782,Attorney General,REP,Ken Paxton,95,58
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,12 - BS4,3782,Commissioner of the General Land Office,REP,Tim Westley,28,19
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,12 - BS4,3782,Commissioner of the General Land Office,REP,Dawn Buckingham,84,59
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,12 - BS4,3782,Railroad Commissioner,REP,Wayne Christian,85,43
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,12 - BS4,3782,Railroad Commissioner,REP,Sarah Stogner,31,35
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,12 - BS4,3782,"District Judge, 149th Judicial District",REP,Jessica Pulcher,68,22
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,12 - BS4,3782,"District Judge, 149th Judicial District",REP,Michelle R. Townsend,46,55
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,12 - BS4,3782,"Judge, County Court at Law No. 2 & Probate",REP,Natalie Broaddus,42,35
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,12 - BS4,3782,"Judge, County Court at Law No. 2 & Probate",REP,Thomas Pfeiffer,76,41
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,12 - BS4,3782,District Clerk,REP,Dana Read,47,27
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,12 - BS4,3782,District Clerk,REP,Cassandra Tigner,64,45
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,13 - BS4,4571,Attorney General,REP,George P. Bush,25,22
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,13 - BS4,4571,Attorney General,REP,Ken Paxton,135,71
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,13 - BS4,4571,Commissioner of the General Land Office,REP,Tim Westley,38,22
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,13 - BS4,4571,Commissioner of the General Land Office,REP,Dawn Buckingham,119,67
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,13 - BS4,4571,Railroad Commissioner,REP,Wayne Christian,130,61
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,13 - BS4,4571,Railroad Commissioner,REP,Sarah Stogner,27,29
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,13 - BS4,4571,"District Judge, 149th Judicial District",REP,Jessica Pulcher,89,40
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,13 - BS4,4571,"District Judge, 149th Judicial District",REP,Michelle R. Townsend,64,45
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,13 - BS4,4571,"Judge, County Court at Law No. 2 & Probate",REP,Natalie Broaddus,36,35
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,13 - BS4,4571,"Judge, County Court at Law No. 2 & Probate",REP,Thomas Pfeiffer,117,53
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,13 - BS4,4571,District Clerk,REP,Dana Read,66,39
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,13 - BS4,4571,District Clerk,REP,Cassandra Tigner,68,43
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,14 - BS3,5023,Attorney General,REP,George P. Bush,47,46
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,14 - BS3,5023,Attorney General,REP,Ken Paxton,161,186
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,14 - BS3,5023,Commissioner of the General Land Office,REP,Tim Westley,60,48
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,14 - BS3,5023,Commissioner of the General Land Office,REP,Dawn Buckingham,143,164
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,14 - BS3,5023,Railroad Commissioner,REP,Wayne Christian,149,150
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,14 - BS3,5023,Railroad Commissioner,REP,Sarah Stogner,50,64
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,14 - BS3,5023,"District Judge, 149th Judicial District",REP,Jessica Pulcher,139,119
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,14 - BS3,5023,"District Judge, 149th Judicial District",REP,Michelle R. Townsend,72,100
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,14 - BS3,5023,"Judge, County Court at Law No. 2 & Probate",REP,Natalie Broaddus,79,121
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,14 - BS3,5023,"Judge, County Court at Law No. 2 & Probate",REP,Thomas Pfeiffer,128,101
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,14 - BS3,5023,District Clerk,REP,Dana Read,104,98
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,14 - BS3,5023,District Clerk,REP,Cassandra Tigner,101,122
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,15 - BS3,2488,Attorney General,REP,George P. Bush,47,67
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,15 - BS3,2488,Attorney General,REP,Ken Paxton,95,165
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,15 - BS3,2488,Commissioner of the General Land Office,REP,Tim Westley,40,54
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,15 - BS3,2488,Commissioner of the General Land Office,REP,Dawn Buckingham,84,143
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,15 - BS3,2488,Railroad Commissioner,REP,Wayne Christian,100,132
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,15 - BS3,2488,Railroad Commissioner,REP,Sarah Stogner,29,76
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,15 - BS3,2488,"District Judge, 149th Judicial District",REP,Jessica Pulcher,52,71
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,15 - BS3,2488,"District Judge, 149th Judicial District",REP,Michelle R. Townsend,92,159
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,15 - BS3,2488,"Judge, County Court at Law No. 2 & Probate",REP,Natalie Broaddus,84,148
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,15 - BS3,2488,"Judge, County Court at Law No. 2 & Probate",REP,Thomas Pfeiffer,61,84
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,15 - BS3,2488,District Clerk,REP,Dana Read,38,63
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,15 - BS3,2488,District Clerk,REP,Cassandra Tigner,105,165
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,16 - BS4,2070,Attorney General,REP,George P. Bush,11,8
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,16 - BS4,2070,Attorney General,REP,Ken Paxton,64,45
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,16 - BS4,2070,Commissioner of the General Land Office,REP,Tim Westley,15,21
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,16 - BS4,2070,Commissioner of the General Land Office,REP,Dawn Buckingham,60,29
BRAZORIA COUNTY,5/24/2022,Republican Party Primary Runoff Election,,,16 - BS4,2070,Railroad Commissioner,REP,Wayne Christian,62,40
